nopd_item,type,typetext,priority,initialtype,initialtypetext,initialpriority,mapx,mapy,timecreate,timedispatch,timearrive,timeclosed,disposition,dispositiontext,selfinitiated,beat,block_address,zip,policedistrict,location,set,latitude,longitude
B0989522,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,1A,37369000,3513814,02/08/2022 04:58:22 PM,02/08/2022 04:58:32 PM,02/08/2022 05:02:30 PM,02/08/2022 09:28:01 PM,RTF,REPORT TO FOLLOW,N,2T06,039XX Blk Dublin St,None,0,POINT (0 0),calls_for_service,,
B1294022,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3692840,536822,02/11/2022 02:12:23 AM,,,02/11/2022 02:14:48 AM,DUP,DUPLICATE,N,5D03,015XX France St,70117,5,POINT (-90.03207193 29.96972571),calls_for_service,,
A0444222,64G,ARMED ROBBERY WITH GUN,1A,64,ARMED ROBBERY,2C,3705963,561631,01/04/2022 08:24:59 PM,01/04/2022 08:28:26 PM,01/04/2022 08:49:13 PM,01/04/2022 10:41:41 PM,RTF,REPORT TO FOLLOW,N,7O10,Bunker Hill Rd & Boston Dr,70127,7,POINT (-89.98970993 30.03752565),calls_for_service,,
B0264322,30S,HOMICIDE BY SHOOTING,2C,20I,AUTO ACCIDENT WITH INJURY,2D,3692784,549157,02/02/2022 11:03:43 PM,02/02/2022 11:05:22 PM,02/02/2022 11:12:21 PM,02/03/2022 03:06:27 AM,RTF,REPORT TO FOLLOW,N,3U02,I-10 W,70126,3,POINT (-90.03180499 30.00364469),calls_for_service,,
B0276122,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,3683111,540670,02/03/2022 01:33:44 AM,02/03/2022 01:35:43 AM,02/03/2022 01:37:51 AM,02/03/2022 02:47:31 AM,RTF,REPORT TO FOLLOW,N,5K02,023XX Saint Anthony St,70119,5,POINT (-90.06265996 29.98060819),calls_for_service,,
B0280722,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,02/03/2022 02:28:36 AM,,02/03/2022 02:50:36 AM,02/03/2022 01:10:04 PM,RTF,REPORT TO FOLLOW,N,7I13,105XX Hayne Blvd,70127,7,POINT (0 0),calls_for_service,,
B0293822,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,02/03/2022 06:00:07 AM,02/03/2022 07:44:52 AM,02/03/2022 08:42:44 AM,02/03/2022 08:58:21 AM,GOA,GONE ON ARRIVAL,N,3A02,087XX Airline Hwy,70118,3,POINT (0 0),calls_for_service,,
B0296622,37D,AGGRAVATED ASSAULT DOMESTIC,2C,35D,SIMPLE BATTERY DOMESTIC,2C,3680180,530681,02/03/2022 06:48:39 AM,,02/03/2022 06:48:39 AM,02/03/2022 09:09:24 AM,RTF,REPORT TO FOLLOW,Y,8I01,009XX Common St,70112,8,POINT (-90.07226485 29.95322982),calls_for_service,,
B1294122,64G,ARMED ROBBERY WITH GUN,2C,64G,ARMED ROBBERY WITH GUN,2C,3681579,531067,02/11/2022 02:12:54 AM,02/11/2022 02:14:05 AM,02/11/2022 02:18:53 AM,02/11/2022 06:28:45 AM,RTF,REPORT TO FOLLOW,N,8C02,002XX Royal St,70130,8,POINT (-90.06783554 29.95424948),calls_for_service,,
B0330822,42U,AGGRAVATED RAPE UNFOUNDED BY SPECIAL VICTIMS OR CHILD ABUSE,1C,42,AGGRAVATED RAPE,2C,37369000,3513814,02/03/2022 12:03:08 PM,02/03/2022 12:09:34 PM,02/03/2022 12:25:48 PM,02/03/2022 02:59:44 PM,RTF,REPORT TO FOLLOW,N,2F03,053XX Blk Saint Charles Ave,70115,2,POINT (0 0),calls_for_service,,
B0342222,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3673503,526112,02/03/2022 01:51:51 PM,02/03/2022 05:47:30 PM,,02/03/2022 05:47:38 PM,GOA,GONE ON ARRIVAL,N,6I01,028XX Washington Ave,70115,6,POINT (-90.09350521 29.94086772),calls_for_service,,
B0346822,42,AGGRAVATED RAPE,2C,29ST,SUICIDE THREAT,2D,37369000,3513814,02/03/2022 02:37:19 PM,02/03/2022 03:37:13 PM,02/03/2022 03:45:13 PM,02/03/2022 07:07:23 PM,RTF,REPORT TO FOLLOW,N,7C01,063XX Chef Menteur Hwy,70126,7,POINT (0 0),calls_for_service,,
B0355722,37D,AGGRAVATED ASSAULT DOMESTIC,2C,103D,DOMESTIC DISTURBANCE,2C,3674257,518551,02/03/2022 04:07:11 PM,02/03/2022 04:09:07 PM,02/03/2022 04:18:01 PM,02/03/2022 07:09:53 PM,RTF,REPORT TO FOLLOW,N,6O03,036XX Blk Laurel St,70115,6,POINT (-90.09138371 29.92005393),calls_for_service,,
B0356422,95K,ILLEGAL CARRYING OF WEAPON- KNIFE,2D,95K,ILLEGAL CARRYING OF WEAPON- KNIFE,2D,3672898,533110,02/03/2022 04:15:34 PM,,,02/03/2022 04:16:33 PM,RTF,REPORT TO FOLLOW,N,1K01,028XX Perdido St,70119,1,POINT (-90.09517715 29.96012841),calls_for_service,,
B0368122,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,02/03/2022 06:03:01 PM,02/03/2022 06:33:16 PM,02/03/2022 08:10:07 PM,02/03/2022 09:43:35 PM,DUP,DUPLICATE,N,1H01,020XX Canal St,70112,1,POINT (0 0),calls_for_service,,
B0382722,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3699796,552068,02/03/2022 08:36:24 PM,02/03/2022 08:38:59 PM,02/03/2022 08:41:35 PM,02/03/2022 10:59:23 PM,RTF,REPORT TO FOLLOW,N,7C05,067XX Chef Menteur Hwy,70126,7,POINT (-90.00954758 30.01142871),calls_for_service,,
A1122222,64J,CARJACKING,2C,64J,CARJACKING,2C,3670993,523054,01/10/2022 10:04:11 PM,01/10/2022 10:06:25 PM,01/10/2022 10:11:19 PM,01/10/2022 11:28:07 PM,RTF,REPORT TO FOLLOW,N,6Q01,022XX General Pershing St,70115,6,POINT (-90.10153251 29.93253298),calls_for_service,,
B1299022,34C,AGGRAVATED BATTERY BY CUTTING,2E,37,AGGRAVATED ASSAULT,2E,3680297,534285,02/11/2022 03:34:31 AM,02/11/2022 03:37:48 AM,02/11/2022 03:42:44 AM,02/11/2022 06:36:54 AM,RTF,REPORT TO FOLLOW,N,1E03,015XX Basin St,70116,1,POINT (-90.0717708 29.96313632),calls_for_service,,
B0587822,37,AGGRAVATED ASSAULT,1A,79,VIOLATION OF PROTECTION ORDER,2E,3720416,568908,02/05/2022 12:50:11 PM,02/05/2022 11:18:13 PM,02/05/2022 11:29:29 PM,02/06/2022 02:09:59 AM,RTF,REPORT TO FOLLOW,N,7K05,I-10 E,70128,7,POINT (-89.94375735 30.05706118),calls_for_service,,
B0644322,37,AGGRAVATED ASSAULT,2E,94,DISCHARGING FIREARM,2D,3684976,535601,02/05/2022 11:05:48 PM,02/05/2022 11:07:02 PM,02/05/2022 11:12:30 PM,02/06/2022 06:35:43 AM,RTF,REPORT TO FOLLOW,N,8F03,009XX Elysian Fields Ave,70116,8,POINT (-90.05694766 29.96661314),calls_for_service,,
B0650722,42,AGGRAVATED RAPE,1A,35,SIMPLE BATTERY,1F,37369000,3513814,02/06/2022 12:00:34 AM,02/06/2022 12:01:46 AM,02/06/2022 04:11:42 AM,02/06/2022 04:25:49 AM,GOA,GONE ON ARRIVAL,N,5M03,021XX Desire St,70117,5,POINT (0 0),calls_for_service,,
B0651022,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3684956,536357,02/06/2022 12:03:04 AM,02/06/2022 12:04:08 AM,02/06/2022 12:13:21 AM,02/06/2022 01:48:01 AM,DUP,DUPLICATE,N,5A05,Elysian Fields Ave & Saint Claude Ave,70116,5,POINT (-90.05698587 29.96869134),calls_for_service,,
B0653522,64J,CARJACKING,2C,64J,CARJACKING,2C,3677994,538863,02/06/2022 12:26:58 AM,02/06/2022 12:28:03 AM,02/06/2022 12:29:14 AM,02/06/2022 04:42:50 AM,RTF,REPORT TO FOLLOW,N,1N02,012XX N Broad St,70119,1,POINT (-90.07888704 29.97579383),calls_for_service,,
B0662122,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,3689593,535059,02/06/2022 01:54:23 AM,02/06/2022 01:55:03 AM,02/06/2022 01:58:03 AM,02/06/2022 06:08:00 AM,RTF,REPORT TO FOLLOW,N,5C04,009XX Piety St,70117,5,POINT (-90.0423886 29.96498089),calls_for_service,,
B0662322,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3685018,538277,02/06/2022 01:55:43 AM,02/06/2022 02:18:58 AM,02/06/2022 02:25:14 AM,02/06/2022 02:33:47 AM,GOA,GONE ON ARRIVAL,N,5G01,016XX Elysian Fields Ave,70117,5,POINT (-90.05672259 29.97396822),calls_for_service,,
B0666722,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3681451,539728,02/06/2022 02:36:14 AM,02/06/2022 02:50:18 AM,02/06/2022 02:56:20 AM,02/06/2022 03:41:27 AM,DUP,DUPLICATE,N,5K04,N Galvez St & Aubry St,70119,5,POINT (-90.06793597 29.97806855),calls_for_service,,
B0669622,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,3692083,537142,02/06/2022 03:29:06 AM,02/06/2022 03:35:17 AM,02/06/2022 03:52:14 AM,02/06/2022 04:03:17 AM,DUP,DUPLICATE,N,5D03,039XX N Claiborne Ave,70117,5,POINT (-90.03445086 29.97062974),calls_for_service,,
B0670122,37,AGGRAVATED ASSAULT,2E,103,DISTURBANCE (OTHER),1C,3704946,552974,02/06/2022 03:36:50 AM,,,02/06/2022 04:11:41 AM,VOI,VOID,N,7E01,079XX Chef Menteur Hwy,70126,7,POINT (-89.99324189 30.01375489),calls_for_service,,
B0682322,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3678670,530248,02/06/2022 07:49:43 AM,,,02/06/2022 12:23:03 PM,DUP,DUPLICATE,N,8J02,013XX Perdido St,70112,8,POINT (-90.07704966 29.95208465),calls_for_service,,
B0685622,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3715514,564827,02/06/2022 08:26:41 AM,,02/06/2022 08:26:41 AM,02/06/2022 09:15:44 AM,RTF,REPORT TO FOLLOW,Y,7K01,120XX S I-10 Service Rd,70128,7,POINT (-89.95940505 30.04600269),calls_for_service,,
B0692722,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3683407,541469,02/06/2022 09:46:52 AM,02/06/2022 09:53:23 AM,02/06/2022 09:57:47 AM,02/06/2022 10:29:06 AM,RTF,REPORT TO FOLLOW,N,5K02,032XX Pauger St,70119,5,POINT (-90.06169843 29.98279426),calls_for_service,,
B0705022,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3660559,526787,02/06/2022 12:07:42 PM,02/06/2022 12:09:00 PM,02/06/2022 12:18:41 PM,02/06/2022 12:30:57 PM,GOA,GONE ON ARRIVAL,N,2D01,Saint Charles Ave & S Carrollton Ave,70118,2,POINT (-90.13435061 29.94310146),calls_for_service,,
B0709722,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,02/06/2022 12:48:07 PM,02/06/2022 04:06:39 PM,02/06/2022 04:12:36 PM,02/06/2022 07:56:17 PM,RTF,REPORT TO FOLLOW,N,2T05,036XX S Carrollton Ave,70118,2,POINT (0 0),calls_for_service,,
B0710722,64J,CARJACKING,2C,64J,CARJACKING,2C,3692662,524194,02/06/2022 01:05:48 PM,02/06/2022 01:06:36 PM,02/06/2022 01:10:29 PM,02/06/2022 02:55:55 PM,RTF,REPORT TO FOLLOW,N,4I04,018XX Lauradale Dr,70114,4,POINT (-90.03308541 29.93500939),calls_for_service,,
B0710922,43,SIMPLE RAPE,2F,42,AGGRAVATED RAPE,2C,37369000,3513814,02/06/2022 01:06:16 PM,02/06/2022 01:08:29 PM,02/06/2022 01:08:57 PM,02/06/2022 03:18:36 PM,RTF,REPORT TO FOLLOW,N,3M04,043XX Buchanan St,None,0,POINT (0 0),calls_for_service,,
B0858622,37D,AGGRAVATED ASSAULT DOMESTIC,1A,37,AGGRAVATED ASSAULT,2E,3715871,570083,02/07/2022 05:17:58 PM,02/09/2022 02:00:42 AM,02/09/2022 02:11:54 AM,02/09/2022 02:15:10 AM,GOA,GONE ON ARRIVAL,N,7K06,132XX Curran Blvd,70128,7,POINT (-89.95807776 30.06044185),calls_for_service,,
B0721822,38D,SIMPLE ASSAULT DOMESTIC,2D,35D,SIMPLE BATTERY DOMESTIC,2C,3703149,557949,02/06/2022 03:21:24 PM,02/06/2022 06:11:13 PM,02/06/2022 06:11:19 PM,02/06/2022 06:20:13 PM,RTF,REPORT TO FOLLOW,N,7Q03,068XX Parc Brittany Blvd,70126,7,POINT (-89.99873809 30.02749276),calls_for_service,,
B0727322,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3681088,536557,02/06/2022 04:20:09 PM,02/06/2022 04:20:38 PM,02/06/2022 04:25:01 PM,02/06/2022 09:28:37 PM,RTF,REPORT TO FOLLOW,N,1J02,012XX N Claiborne Ave,70116,1,POINT (-90.06919308 29.96936022),calls_for_service,,
B0940122,34S,AGGRAVATED BATTERY BY SHOOTING,1A,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3708905,553583,02/08/2022 09:53:11 AM,02/08/2022 09:56:40 AM,02/08/2022 10:33:39 AM,02/08/2022 03:08:34 PM,RTF,REPORT TO FOLLOW,N,7H01,090XX Chef Menteur Hwy,70127,7,POINT (-89.98071127 30.0153025),calls_for_service,,
B0756422,64G,ARMED ROBBERY WITH GUN,1A,64G,ARMED ROBBERY WITH GUN,2C,3702184,552394,02/06/2022 08:59:20 PM,02/06/2022 09:21:11 PM,02/06/2022 09:27:22 PM,02/06/2022 11:23:28 PM,RTF,REPORT TO FOLLOW,N,7E01,073XX Chef Menteur Hwy,70126,7,POINT (-90.00198991 30.01224823),calls_for_service,,
B0763122,64G,ARMED ROBBERY WITH GUN,2C,64G,ARMED ROBBERY WITH GUN,2C,3676135,526542,02/06/2022 10:30:13 PM,02/06/2022 10:32:26 PM,02/06/2022 10:34:29 PM,02/06/2022 10:43:24 PM,GOA,GONE ON ARRIVAL,N,6H01,024XX Saint Andrew St,70113,6,POINT (-90.08518027 29.94197184),calls_for_service,,
B1004022,37,AGGRAVATED ASSAULT,1A,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3706431,561901,02/08/2022 06:52:07 PM,02/09/2022 08:44:29 AM,02/09/2022 08:53:18 AM,02/09/2022 08:58:46 AM,GOA,GONE ON ARRIVAL,N,7O10,072XX Bundy Rd,70127,7,POINT (-89.9882189 30.03825186),calls_for_service,,
B1006222,64K,ARMED ROBBERY WITH KNIFE,2C,65J,CARJACKING- NO WEAPON,2C,3679560,528847,02/08/2022 07:08:42 PM,,02/08/2022 07:15:06 PM,02/08/2022 10:47:31 PM,RTF,REPORT TO FOLLOW,N,8H01,009XX Girod St,70113,8,POINT (-90.07428592 29.9482059),calls_for_service,,
B1007922,64J,CARJACKING,2C,64J,CARJACKING,2C,3681973,539018,02/08/2022 07:24:39 PM,02/08/2022 07:26:08 PM,02/08/2022 07:37:39 PM,02/08/2022 10:32:05 PM,RTF,REPORT TO FOLLOW,N,5A02,017XX Blk N Prieur St,70116,5,POINT (-90.0663145 29.97609868),calls_for_service,,
B1012222,64G,ARMED ROBBERY WITH GUN,2C,37,AGGRAVATED ASSAULT,2E,3676779,535768,02/08/2022 08:13:08 PM,02/08/2022 08:14:10 PM,02/08/2022 08:17:57 PM,02/09/2022 02:46:55 AM,RTF,REPORT TO FOLLOW,N,1I03,004XX N Dorgenois St,70119,1,POINT (-90.08282961 29.96732065),calls_for_service,,
B1012522,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3676779,535768,02/08/2022 08:15:27 PM,,,02/08/2022 08:18:35 PM,DUP,DUPLICATE,N,1I03,004XX N Dorgenois St,70119,1,POINT (-90.08282961 29.96732065),calls_for_service,,
B1038322,64,ARMED ROBBERY,2C,64,ARMED ROBBERY,2C,3677117,539581,02/09/2022 02:21:33 AM,,02/09/2022 02:27:41 AM,02/09/2022 04:27:46 AM,RTF,REPORT TO FOLLOW,N,1N02,N Dupre St & De Soto St,70119,1,POINT (-90.08163087 29.97779414),calls_for_service,,
B1039722,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,3690782,537481,02/09/2022 02:46:33 AM,02/09/2022 02:47:42 AM,02/09/2022 02:53:14 AM,02/09/2022 04:50:26 AM,RTF,REPORT TO FOLLOW,N,5D03,034XX N Claiborne Ave,70117,5,POINT (-90.03854571 29.97160238),calls_for_service,,
B1044222,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3699617,531242,02/09/2022 04:11:12 AM,02/09/2022 04:13:24 AM,02/09/2022 04:21:01 AM,02/09/2022 04:33:09 AM,GOA,GONE ON ARRIVAL,N,5E04,063XX Chartres St,70117,5,POINT (-90.01087274 29.95416914),calls_for_service,,
B1066222,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3676185,529543,02/09/2022 09:17:38 AM,,,02/09/2022 09:21:03 AM,GOA,GONE ON ARRIVAL,N,6J03,Slidell Exit I-10 E,70113,6,POINT (-90.08492015 29.95022138),calls_for_service,,
B1082722,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,02/09/2022 11:34:49 AM,02/09/2022 11:36:58 AM,02/09/2022 11:46:51 AM,02/09/2022 05:30:16 PM,RTF,REPORT TO FOLLOW,N,2S02,089XX Olive St,70118,2,POINT (0 0),calls_for_service,,
B1086222,30S,HOMICIDE BY SHOOTING,2C,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3701078,537184,02/09/2022 12:08:56 PM,02/09/2022 12:10:45 PM,02/09/2022 12:17:49 PM,02/09/2022 02:37:15 PM,RTF,REPORT TO FOLLOW,N,5I05,061XX N Miro St,70117,5,POINT (-90.00604049 29.97046169),calls_for_service,,
B1086822,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3724610,562086,02/09/2022 12:12:39 PM,02/09/2022 12:18:28 PM,02/09/2022 12:23:03 PM,02/09/2022 03:12:54 PM,RTF,REPORT TO FOLLOW,N,7L01,051XX Beaucaire St,70129,7,POINT (-89.9307639 30.03816291),calls_for_service,,
B1089122,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,02/09/2022 12:32:48 PM,02/09/2022 12:34:24 PM,02/09/2022 12:48:13 PM,02/09/2022 05:59:02 PM,RTF,REPORT TO FOLLOW,N,2A02,002XX Blk State St,70118,2,POINT (0 0),calls_for_service,,
B1089222,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3715649,556150,02/09/2022 12:33:04 PM,,02/09/2022 12:49:18 PM,02/09/2022 02:18:39 PM,RTF,REPORT TO FOLLOW,N,7J03,Dreux Ave & Papania Dr,70127,7,POINT (-89.95930656 30.02213774),calls_for_service,,
B1361122,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,02/11/2022 03:23:54 PM,,02/11/2022 03:37:38 PM,02/12/2022 01:07:21 AM,RTF,REPORT TO FOLLOW,N,4D05,034XX Blk Timber Ridge Ct,70131,4,POINT (0 0),calls_for_service,,
B1092222,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,02/09/2022 01:00:23 PM,,02/09/2022 01:20:58 PM,02/09/2022 01:22:07 PM,RTF,REPORT TO FOLLOW,N,3X02,034XX Blk Saint Anthony Ave,70122,3,POINT (0 0),calls_for_service,,
B1093022,34D,AGGRAVATED BATTERY DOMESTIC,1A,34D,AGGRAVATED BATTERY DOMESTIC,2C,3707018,561074,02/09/2022 01:05:03 PM,02/09/2022 04:49:57 PM,02/09/2022 05:30:28 PM,02/09/2022 08:05:41 PM,RTF,REPORT TO FOLLOW,N,7P03,070XX Bundy Rd,70127,7,POINT (-89.98639503 30.03596),calls_for_service,,
B1096622,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,02/09/2022 01:33:41 PM,02/09/2022 01:36:49 PM,02/09/2022 01:54:21 PM,02/09/2022 02:54:01 PM,DUP,DUPLICATE,N,2V02,018XX S Lopez St,70125,2,POINT (0 0),calls_for_service,,
B1107922,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3693584,550051,02/09/2022 03:45:16 PM,02/09/2022 03:46:32 PM,02/09/2022 03:52:41 PM,02/09/2022 08:10:10 PM,RTF,REPORT TO FOLLOW,N,3U02,Old Gentilly Rd & France Rd,70126,3,POINT (-90.02924717 30.00607769),calls_for_service,,
B1134522,37D,AGGRAVATED ASSAULT DOMESTIC,2C,37D,AGGRAVATED ASSAULT DOMESTIC,2C,3692538,551053,02/09/2022 07:46:26 PM,,02/09/2022 07:46:26 PM,02/09/2022 10:53:39 PM,RTF,REPORT TO FOLLOW,Y,3U03,Stephen Girard Ave & Congress Dr,None,3,POINT (-90.03251358 30.0088653),calls_for_service,,
B1398422,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3665478,536957,02/11/2022 08:51:50 PM,02/11/2022 08:51:56 PM,02/11/2022 08:54:26 PM,02/12/2022 12:18:18 AM,RTF,REPORT TO FOLLOW,N,2S01,036XX Blk Hollygrove St,70118,2,POINT (-90.11847751 29.97092337),calls_for_service,,
B1171322,43,SIMPLE RAPE,2F,42,AGGRAVATED RAPE,2C,37369000,3513814,02/10/2022 04:50:09 AM,,02/10/2022 04:50:09 AM,02/10/2022 06:23:53 PM,RTF,REPORT TO FOLLOW,Y,3M04,046XX Paris Ave,70122,3,POINT (0 0),calls_for_service,,
B2186522,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2E,3675578,526915,02/18/2022 06:24:23 PM,02/18/2022 06:33:24 PM,02/18/2022 06:37:37 PM,02/19/2022 01:43:18 AM,GOA,GONE ON ARRIVAL,N,6J01,026XX Josephine St,70113,6,POINT (-90.08692553 29.94301392),calls_for_service,,
B1191522,42,AGGRAVATED RAPE,2C,67F,THEFT BY FRAUD,1D,37369000,3513814,02/10/2022 09:17:07 AM,02/10/2022 09:31:49 AM,02/10/2022 09:38:49 AM,02/10/2022 12:44:27 PM,GOA,GONE ON ARRIVAL,N,2V02,018XX S Lopez St,70125,2,POINT (0 0),calls_for_service,,
B1203622,60D,AGGRAVATED BURGLARY DOMESTIC,1A,60,AGGRAVATED BURGLARY,2C,3687807,547634,02/10/2022 11:24:18 AM,02/10/2022 03:16:54 PM,02/10/2022 03:29:34 PM,02/10/2022 03:47:49 PM,GOA,GONE ON ARRIVAL,N,3Y03,027XX Gladiolus St,70122,3,POINT (-90.04758386 29.99961132),calls_for_service,,
B1209722,37,AGGRAVATED ASSAULT,2E,66,EXTORTION (THREATS),1H,3695560,556455,02/10/2022 12:18:36 PM,02/10/2022 12:35:14 PM,02/10/2022 12:42:46 PM,02/10/2022 01:15:29 PM,GOA,GONE ON ARRIVAL,N,7D01,069XX Deanne St,70126,7,POINT (-90.02277105 30.02362507),calls_for_service,,
B1213022,64G,ARMED ROBBERY WITH GUN,2C,64J,CARJACKING,2C,3680261,552726,02/10/2022 12:48:37 PM,02/10/2022 12:50:38 PM,02/10/2022 12:53:04 PM,02/10/2022 02:41:02 PM,RTF,REPORT TO FOLLOW,N,3P05,055XX Pratt Dr,70122,3,POINT (-90.07124316 30.01384396),calls_for_service,,
B1213922,37,AGGRAVATED ASSAULT,2E,94,DISCHARGING FIREARM,2D,3712928,554785,02/10/2022 12:57:26 PM,02/10/2022 12:58:27 PM,02/10/2022 01:01:12 PM,02/10/2022 05:59:40 PM,RTF,REPORT TO FOLLOW,N,7J01,Read Blvd & Chef Menteur Hwy,None,7,POINT (-89.96795645 30.01847555),calls_for_service,,
B1217322,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3692784,549157,02/10/2022 01:27:20 PM,02/10/2022 01:40:37 PM,,02/10/2022 01:45:09 PM,GOA,GONE ON ARRIVAL,N,3U02,I-10 W,70126,3,POINT (-90.03180499 30.00364469),calls_for_service,,
B2205122,43,SIMPLE RAPE,2F,43,SIMPLE RAPE,2F,37369000,3513814,02/18/2022 10:26:38 PM,,02/18/2022 10:26:38 PM,02/19/2022 12:02:17 AM,RTF,REPORT TO FOLLOW,Y,2F04,045XX Blk Camp St,70115,2,POINT (0 0),calls_for_service,,
B1224822,42,AGGRAVATED RAPE,1A,42,AGGRAVATED RAPE,2C,37369000,3513814,02/10/2022 02:47:22 PM,02/10/2022 03:58:07 PM,02/10/2022 04:09:36 PM,02/10/2022 04:43:24 PM,GOA,GONE ON ARRIVAL,N,3Y03,034XX Franklin Ave,70122,3,POINT (0 0),calls_for_service,,
B1226522,64G,ARMED ROBBERY WITH GUN,2C,37,AGGRAVATED ASSAULT,2E,3723687,560684,02/10/2022 03:11:19 PM,02/10/2022 03:20:27 PM,02/10/2022 03:28:31 PM,02/10/2022 05:49:20 PM,RTF,REPORT TO FOLLOW,N,7L01,049XX Toulon St,70129,7,POINT (-89.93373546 30.03433781),calls_for_service,,
B1227822,64G,ARMED ROBBERY WITH GUN,2C,64J,CARJACKING,2C,3660099,530593,02/10/2022 03:18:53 PM,,02/10/2022 03:33:49 PM,02/10/2022 04:51:32 PM,RTF,REPORT TO FOLLOW,N,2K02,013XX General Ogden St,70118,2,POINT (-90.1356765 29.95358118),calls_for_service,,
B1237522,42,AGGRAVATED RAPE,2C,42,AGGRAVATED RAPE,2C,37369000,3513814,02/10/2022 04:19:17 PM,02/10/2022 04:57:22 PM,02/10/2022 05:42:48 PM,02/10/2022 10:10:20 PM,RTF,REPORT TO FOLLOW,N,5E01,006XX Forstall St,70117,5,POINT (0 0),calls_for_service,,
B0980722,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3668594,536060,02/08/2022 03:45:19 PM,,02/08/2022 03:45:19 PM,02/08/2022 05:28:39 PM,RTF,REPORT TO FOLLOW,Y,3A02,I-10 W Onramp & Airline Hwy Exit,70119,3,POINT (-90.10866793 29.96836649),calls_for_service,,
A2905222,60,AGGRAVATED BURGLARY,2C,21,COMPLAINT OTHER,1J,3678999,543802,01/26/2022 05:37:57 PM,,01/26/2022 05:37:57 PM,01/26/2022 07:55:47 PM,RTF,REPORT TO FOLLOW,Y,3L01,031XX Saint Bernard Ave,70119,3,POINT (-90.07554072 29.98934472),calls_for_service,,
B1258822,38D,SIMPLE ASSAULT DOMESTIC,2D,64,ARMED ROBBERY,2C,3671949,534924,02/10/2022 07:26:15 PM,02/10/2022 07:28:52 PM,02/10/2022 07:29:43 PM,02/10/2022 09:55:39 PM,RTF,REPORT TO FOLLOW,N,1K01,S Norman C Francis Pkwy & Tulane Ave,70119,1,POINT (-90.09811168 29.96514325),calls_for_service,,
