latitude,longitude
29.92155699,-90.11893246
29.97187394,-90.03535858
29.93861979,-90.1211254
29.96460858,-90.05638289
29.94809535,-90.04712154
30.00613049,-90.03410537
30.00957873,-90.11739874
29.97209601,-90.10336265
29.93819548,-90.12931481
29.91755888,-89.98406169
29.96180421,-90.0425763
29.97273303,-90.06699306
29.96615549,-90.05533277
29.99410798,-90.10905658
29.99016874,-90.05764244
29.97383736,-90.09028512
29.99868973,-90.06163188
30.01393037,-90.1057038
29.92403747,-90.01822937
29.96586211,-90.05189272
29.94091941,-90.03270576
29.96750199,-90.01835513
29.93619006,-90.01276801
29.95478769,-90.04480722
29.99917758,-90.06262456
29.9262629,-90.09226314
29.97813226,-90.09041411
30.00427497,-90.12164207
29.98336334,-90.07184858
29.96426253,-90.00871472
29.96599779,-90.03633901
29.93240826,-90.08358823
29.94607785,-90.09849426
30.00871273,-90.11838454
29.92677172,-90.09971404
30.00825062,-90.10331991
29.97009529,-90.10871787
29.97062974,-90.03445086
29.92151236,-89.9792453
29.97640748,-90.09413353
29.92129885,-90.02268099
29.91658321,-90.10303719
30.00540199,-90.03638978
29.97502113,-90.09206731
29.97062974,-90.03445086
29.97217203,-90.03542126
29.98124025,-90.09506959
29.96361167,-90.04144591
30.03062491,-89.99484998
29.92581669,-90.01971498
30.00303088,-90.11055172
30.01167141,-90.10065541
29.96838964,-90.05927866
29.97052548,-90.10684733
29.96198951,-90.05387131
29.95453316,-90.07867515
29.96719412,-90.04246753
29.97513619,-90.06560816
29.98136133,-90.08832175
29.96461616,-90.03674621
30.06768462,-89.94499022
30.0348368,-89.98131343
29.98095326,-90.09905663
29.96639497,-90.04459049
29.95378449,-90.0139579
29.94768064,-90.06270271
30.0014804,-90.11610742
30.02190989,-90.02446737
29.9672962,-90.07776802
30.01101407,-90.08245122
29.94002237,-90.0253334
29.94267701,-90.0946948
30.0066266,-90.10554126
29.97604764,-90.09948677
29.96859816,-90.04955707
29.9618309,-90.07342801
29.92112868,-90.01158307
29.91704318,-90.10237332
29.98970259,-90.10812238
29.96426253,-90.00871472
29.91479659,-89.98624445
29.96544758,-90.08787468
29.91947218,-90.02262177
29.97870083,-90.10694927
29.96988341,-90.04986332
29.97604764,-90.09948677
30.00527738,-90.03633042
29.9869269,-90.03116188
30.0194866,-90.1064762
29.98336053,-90.07134643
30.05767664,-89.96810874
29.9406974,-90.02225428
29.97703063,-90.10844005
30.02749184,-89.96808617
29.99782717,-90.11356357
29.97396822,-90.05672259
29.98876392,-90.03582335
29.96352053,-90.08956026
29.94305074,-90.09456157
29.92388771,-89.98512229
30.00411603,-90.10268056
29.96893135,-90.05015188
30.03759694,-90.00176494
29.94173275,-90.09686068
30.01971487,-90.11874582
29.9337876,-90.10025414
29.97178598,-90.10868983
30.00595558,-90.03628117
30.00469822,-90.1035563
29.93765009,-90.08364114
30.00411603,-90.10268056
29.96492448,-90.06534761
29.92094682,-90.01470707
29.95578749,-90.07820192
30.03061207,-90.02895263
30.03169187,-90.0282029
29.9607251,-90.08135199
29.96399191,-90.0054993
30.03123796,-90.02919108
29.96769168,-90.03081214
29.92080967,-90.00904275
29.94557722,-90.04941245
29.99126946,-90.03896756
29.94995674,-90.09803405
29.96859277,-90.12113134
29.9605317,-90.06851229
30.05238316,-89.95616652
29.93287654,-90.01019897
29.94166916,-90.12947057
29.93964504,-90.05181573
29.91627662,-90.11656827
29.92003737,-90.02222273
30.03716348,-89.97406207
29.95773122,-90.11230877
29.98111432,-90.11387604
29.92447816,-90.12504042
29.93220677,-90.0417584
30.00262268,-90.04334419
29.963278,-90.04878695
29.95692146,-90.10279178
29.95935566,-90.06991538
29.93073042,-90.02550604
29.94451119,-90.07679012
29.96659025,-90.06960408
29.92398264,-90.08928509
29.96272293,-90.04183209
29.96480557,-90.02251401
30.0163825,-90.08337174
29.9866187,-90.11602874
30.03881534,-90.00289913
29.93426807,-90.03633939
29.96562716,-90.05687242
29.99755758,-90.04925147
29.93724511,-90.09586765
29.91770096,-89.98588776
29.99970063,-90.05911274
29.92722603,-90.0276439
29.9344193,-90.08640577
29.92686986,-90.02730048
29.97322768,-90.10759949
29.92726361,-90.08852755
29.97174081,-90.06499247
29.97181459,-90.07358146
29.9735733,-90.1245069
29.94768064,-90.06270271
30.04896444,-89.96092179
30.02041494,-89.99654714
30.03889005,-89.97138829
30.01589427,-89.97795554
30.04440439,-89.92880067
30.04440439,-89.92880067
29.97088768,-90.09163955
29.95002099,-90.10268726
29.96012841,-90.09517715
30.04208355,-89.99826419
30.01900885,-90.06467929
30.01934207,-90.02145317
30.04232555,-89.90955372
30.02749184,-89.96808617
30.02957832,-89.97863745
30.02096429,-89.95939913
30.07270034,-89.9433239
29.95161809,-90.10495853
30.03723608,-89.98469828
30.03671229,-89.91143192
30.04134677,-89.99401008
30.033281,-90.00862706
29.96781152,-90.10076745
30.0494752,-89.95442989
30.05252237,-89.8798577
29.9772871,-90.0590454
29.96560997,-90.0854057
30.03182014,-89.9848304
30.02386367,-90.0223312
30.01044662,-90.06574872
29.96682789,-90.03948643
30.015419,-90.01416809
30.05003042,-89.94884455
30.05075106,-89.95913922
29.98639254,-90.03459856
30.03270662,-89.9907255
30.02342694,-90.00124623
30.04054138,-89.97687251
30.01735086,-89.99518726
30.01007622,-90.01453649
30.01818892,-89.97782729
30.03820239,-89.97709764
29.96634034,-90.10047893
30.04856073,-89.95355841
29.96232541,-90.0448821
29.96212735,-90.04399981
29.9667136,-90.03192581
29.97002525,-90.05120193
29.96180421,-90.0425763
29.97062974,-90.03445086
30.04497126,-89.95832996
29.96572883,-90.05615472
29.99970886,-90.11624014
29.96790367,-90.05092908
30.01965051,-90.05029117
30.04110406,-89.97817072
29.9910379,-90.03308224
30.04699869,-89.96381813
29.9203691,-90.11005748
30.03820564,-89.90725148
30.00920785,-90.0208144
29.95000946,-90.06883135
29.97847528,-90.06122557
29.98273291,-90.05810341
29.94267701,-90.0946948
30.00748567,-89.99694793
30.03607816,-89.98714581
29.96352053,-90.08956026
29.98006053,-90.05812565
29.97764166,-90.06101292
29.99652823,-90.06104989
29.92094682,-90.01470707
29.97271289,-90.04798849
29.962906,-90.03796772
29.96873009,-90.09288356
29.97847528,-90.06122557
29.94585558,-90.0659901
30.01100501,-90.0206491
29.96756106,-90.10391202
29.92094682,-90.01470707
29.96579401,-90.0960135
29.99015511,-90.04947454
29.94680364,-90.06878724
30.02716802,-89.96328845
29.97687725,-90.05131185
29.9451681,-90.06832188
30.01282948,-90.11837515
30.02060496,-90.01759104
29.91753641,-90.00843186
29.93220677,-90.0417584
29.97689579,-90.05979577
29.96011708,-90.07167192
29.99397847,-90.04514968
29.96269186,-90.05726444
29.93951726,-90.02028283
29.98318297,-90.07175669
29.96800529,-90.10312225
29.95851247,-90.06565847
29.92139747,-90.09566339
29.92459187,-90.10412677
29.97333927,-90.05665848
29.98253884,-90.10058163
29.99561914,-90.10927455
29.96731333,-90.04034003
30.04594795,-89.98215255
30.00591922,-90.12150364
29.98936539,-90.04911018
29.95935566,-90.06991538
29.97467255,-90.09176261
29.96241401,-90.1185057
29.98281356,-90.09740868
30.03112551,-89.98693783
29.93364567,-90.04049658
29.96348787,-90.07415809
29.95348475,-90.06904312
30.01735571,-90.00062189
29.97724441,-90.0799256
29.98349979,-90.08900262
29.96956734,-90.06873272
29.92710882,-90.07100527
29.93951726,-90.02028283
29.95057202,-90.06918609
29.96309585,-90.04949942
29.96527513,-90.09759424
30.01249335,-90.12126212
29.94890867,-90.0498112
30.00517826,-90.11464441
29.96833041,-90.0148375
29.95189311,-90.06790895
29.96186646,-90.06689637
29.97207133,-90.12125485
30.07114939,-89.94385954
30.0385384,-89.99802524
29.95263043,-90.07270462
29.95428708,-90.07129465
29.94470323,-90.07417091
29.95842686,-90.06726276
29.95892626,-90.11096837
29.98343182,-90.0459447
29.97886908,-90.10679707
30.00083534,-90.11921543
29.92711613,-90.11343269
29.94134282,-90.06782202
29.99738937,-90.11420607
29.95631071,-90.13108203
29.96352053,-90.08956026
29.93226267,-90.04274692
29.9635548,-90.04648437
29.97222486,-90.12212175
29.97187394,-90.03535858
29.96978423,-90.03960555
30.0152251,-89.97968232
30.0152251,-89.97968232
29.96776719,-90.04416628
29.9186637,-90.02259125
29.94875461,-90.05296168
29.95750757,-90.06966976
29.96893162,-90.10642935
30.00427497,-90.12164207
29.93501288,-90.12400306
29.96241872,-90.0751156
30.01881655,-90.09869041
29.96992424,-90.08404454
29.97454758,-90.05863099
29.96455887,-90.11139009
29.95563014,-90.07080923
30.03112551,-89.98693783
29.97046178,-90.10093803
29.95996774,-90.10840522
29.95708097,-90.06686191
29.93014055,-90.11660741
29.92403747,-90.01822937
30.01007622,-90.01453649
30.00576839,-90.11884765
29.97005823,-90.05248701
30.02160509,-89.98511991
30.01393037,-90.1057038
29.91750131,-89.98323637
29.97969165,-90.0927471
29.93360178,-90.09308065
29.97619266,-90.09897785
30.02210743,-90.01146966
29.92578856,-90.02171598
29.92003737,-90.02222273
29.99550902,-90.05314986
29.9328631,-90.03962955
29.97661556,-90.09170097
30.00312554,-90.11160025
29.97443941,-90.04831449
29.94848373,-90.05358083
29.96302134,-90.11273655
29.95161809,-90.10495853
30.00825062,-90.10331991
29.97785043,-90.054562
29.96755488,-90.09444069
29.97595105,-90.07821425
29.95413338,-90.07466651
29.93923477,-90.02279498
30.00572817,-90.03268998
29.96838964,-90.05927866
29.96732587,-90.05219466
29.95615702,-90.07274291
30.04684789,-89.98148419
29.95487005,-90.11410538
30.01176025,-90.10177661
29.91391845,-89.99842792
29.95166894,-90.08481247
29.92344951,-89.98409681
29.97207133,-90.12125485
29.91844564,-90.11677689
29.98135247,-90.11026152
29.93379453,-90.04373626
29.99410798,-90.10905658
30.01849835,-90.11881183
29.9803254,-90.09811423
30.00713029,-90.08411408
29.93861979,-90.1211254
29.9462197,-90.11341401
29.9810694,-90.11364149
29.96731333,-90.04034003
29.94450806,-90.06626196
29.95138474,-90.07856751
30.01090256,-90.01565936
29.96175872,-90.11606797
29.91479659,-89.98624445
29.99893141,-90.1054281
29.97062974,-90.03445086
30.02124885,-90.07562655
29.95000946,-90.06883135
29.92000282,-90.0223077
29.95413338,-90.07466651
29.937985,-90.11035667
29.90928228,-89.99338336
30.00591922,-90.12150364
29.9539507,-90.06949377
30.01167141,-90.10065541
29.95336939,-90.03823209
30.0066266,-90.10554126
29.92045686,-90.11822139
29.93630358,-90.07545378
29.97009529,-90.10871787
29.96209044,-90.05273817
30.01509591,-89.97052519
30.02137669,-90.11836923
30.00447582,-90.03552799
29.95572706,-90.12052327
29.96873009,-90.09288356
29.96992424,-90.08404454
29.92388771,-89.98512229
30.01978249,-90.12034923
29.98925175,-90.07307929
29.97604764,-90.09948677
29.94492283,-90.0664012
29.93051663,-90.092768
29.97956413,-90.08724853
29.95111699,-90.06772481
30.02088264,-90.081831
29.9766905,-90.09986268
30.00230806,-90.11604628
30.02749184,-89.96808617
29.92711753,-90.09574708
29.95084984,-90.13084625
29.92171134,-90.02243278
29.93249993,-90.13089946
29.92133643,-90.10906206
29.92342591,-90.00839477
29.92112868,-90.01158307
29.9608153,-90.12597437
29.98680176,-90.07304952
29.96848511,-90.05606857
30.01838385,-90.1051636
30.00558333,-90.105345
29.96199909,-90.04396823
30.00824189,-90.11865957
29.96635413,-90.04893617
29.98278897,-90.02792038
30.07432755,-89.86204192
29.97920469,-90.08867994
29.97657137,-90.04720859
30.02732024,-90.04395899
30.02908336,-89.97492279
30.01894076,-90.02077644
29.94492627,-90.0767044
30.00552532,-90.11600887
29.9689007,-90.04915311
29.9545021,-90.06624545
29.97199598,-90.0961923
29.96426253,-90.00871472
29.98110795,-90.08664755
30.02210743,-90.01146966
30.01838385,-90.1051636
29.92053458,-90.00420693
29.95996774,-90.10840522
30.02988062,-89.99348219
29.95838076,-90.06286425
30.04396568,-89.93051162
30.00678879,-90.13129537
30.01176025,-90.10177661
29.94132428,-90.08009571
29.95608329,-90.12451059
29.99970928,-90.11929248
29.9243165,-90.01376151
30.06493722,-89.94682345
29.97068726,-90.05815685
29.96559175,-90.05646533
29.95538535,-90.06691051
30.01829225,-90.01215025
30.03118318,-89.9854473
29.96525544,-90.06954987
29.96629551,-90.03913758
29.97999291,-90.11344797
29.96100025,-90.07320916
30.03723608,-89.98469828
29.97368492,-90.06631138
29.94132428,-90.08009571
30.02749184,-89.96808617
29.99425576,-90.08390057
29.9387275,-90.06090109
29.95513519,-90.08315651
29.95262284,-90.07326303
30.00447582,-90.03552799
29.92094682,-90.01470707
29.952527,-90.06763618
29.97062974,-90.03445086
30.00448696,-90.10681174
29.97512263,-90.08997265
29.94839146,-90.08573737
29.94552879,-90.0483909
29.93415446,-90.10976254
29.96873009,-90.09288356
29.96818997,-90.09538105
29.91088408,-89.9635042
29.93427701,-90.08661301
29.94182902,-90.1294775
29.9201202,-90.02036995
29.98793123,-90.03400061
29.96767938,-90.05066358
29.96852215,-90.11953664
29.99504692,-90.07330505
29.96755702,-90.04045132
30.00683584,-90.1325253
30.02006537,-90.11998503
29.96656836,-90.07950895
30.0102754,-90.11698116
29.93619424,-90.1254614
29.9275808,-90.08461954
29.94939446,-90.08447371
29.9412316,-90.10850308
29.95781274,-90.07372603
29.96591003,-90.05201582
30.02115543,-90.11916799
29.95616543,-90.0729979
30.04634933,-89.96112524
29.97062974,-90.03445086
29.99155431,-90.06949907
30.02446777,-90.065319
30.03008253,-89.99359546
29.999593,-90.06113466
30.00240103,-90.0397746
29.95258997,-90.07084704
30.00528734,-90.03528868
29.94940316,-90.03934576
29.97613029,-90.09904186
30.01814153,-90.07651454
29.92389204,-90.13128547
29.94492093,-90.07479572
29.96853026,-90.08523984
29.99286743,-90.05691523
29.98243933,-90.07189807
29.93040602,-90.09868243
29.96381187,-90.05413244
30.02774514,-89.92645078
29.92314347,-90.0282826
30.01725569,-90.01113424
30.03997933,-89.91608263
30.02977593,-89.98510547
29.90438615,-89.98973799
29.93288296,-90.03368719
30.06068606,-89.92706381
30.04221752,-89.99001124
30.05084875,-89.95557538
30.01404701,-90.03239215
30.04301351,-89.99296344
30.02555968,-90.00089472
29.95035375,-90.1053057
30.01176025,-90.10177661
29.95523994,-90.06399812
29.94896033,-90.06355021
30.03874449,-89.966373
29.93202328,-90.0336091
30.0481948,-89.95945037
30.0063725,-90.03213161
29.97688251,-90.05869391
30.02114238,-89.98091849
30.04174737,-89.99231125
29.92951547,-90.01336066
29.97519442,-90.06628186
30.01301298,-90.0209059
30.03297593,-90.00754593
29.96300379,-90.11617421
30.02285083,-90.01883439
30.04133409,-89.99679475
29.94063748,-90.10413758
30.04632892,-89.97300977
29.97007836,-90.05026545
29.97770122,-90.05904759
30.02134957,-89.98631395
29.96086394,-90.09280234
29.97538574,-90.04940585
30.04600269,-89.95940505
30.03945838,-89.99465577
29.99409252,-90.07902623
29.95679737,-90.07463541
30.02775769,-89.99314088
30.05275845,-89.9729496
30.00979195,-90.01917607
29.97711431,-90.03834761
30.01540353,-89.99444476
29.9225115,-90.0231748
30.00700353,-89.99969811
30.0555106,-89.97201965
30.03948822,-89.91535076
29.95593052,-90.0733683
29.97586032,-90.05691632
29.98024265,-90.06361235
29.96300614,-90.04561477
30.04284901,-89.98395864
29.95996774,-90.10840522
29.9597922,-90.12789549
29.94133429,-90.109647
29.94929644,-90.07546266
29.94738615,-90.10747954
29.9717697,-90.00818355
30.01621397,-89.97658025
29.94492283,-90.0664012
29.98274388,-90.10310387
29.95608132,-90.06721748
29.96602727,-90.07453287
29.93942078,-90.13152746
29.96276815,-90.07870063
29.96455401,-90.06535262
29.96868698,-90.11998318
30.01007622,-90.01453649
29.9974327,-90.10907916
29.95935566,-90.06991538
29.96258492,-90.05709722
29.98319469,-90.10000447
30.01165255,-90.09958133
30.01945479,-90.11759281
29.94835287,-90.07561831
30.07659,-89.92302
29.94305074,-90.09456157
29.9690913,-90.09670642
29.97613361,-90.09372075
30.0310999,-89.9856718
29.93265911,-90.02690554
29.92485278,-90.07427703
29.96387638,-90.08641418
29.9183908,-90.08655856
29.93211869,-90.03968741
30.00591922,-90.12150364
29.88535724,-90.05817506
29.92402146,-90.01822851
29.96115388,-90.07322686
29.93454239,-90.04161264
29.95732229,-90.07117063
29.93934077,-90.100311
30.02115219,-90.00022821
29.97753638,-90.09910308
29.96976266,-90.122956
30.00448696,-90.10681174
29.97833261,-90.07393341
30.02598321,-90.00570855
29.97859341,-90.03438031
29.91737123,-89.99963423
29.96643783,-90.09694581
30.01667368,-90.01783737
29.95852165,-90.01076944
30.01856862,-90.072794
29.95599515,-90.11142474
29.91990485,-90.02283112
30.01553817,-90.07699156
29.97720082,-90.04838841
29.96238216,-90.03660375
29.96272514,-90.01252883
30.02142953,-89.96516773
29.95806059,-90.02580616
30.03820564,-89.90725148
30.02735574,-90.01133827
29.93621169,-90.03173045
29.98122876,-90.06609048
30.03585456,-89.91435609
30.04588216,-89.9864737
29.97854458,-90.0600863
29.99038395,-90.10490397
29.93387018,-90.02565164
30.06333438,-89.95351121
29.95592393,-90.0709444
29.98886455,-90.06029695
29.94358736,-90.0803408
29.91813459,-90.09883001
29.97062974,-90.03445086
29.95821734,-90.07058526
29.97409358,-90.07716941
29.99672,-90.05306573
29.96782222,-90.10766575
29.97044022,-90.12353081
29.96580785,-90.09438777
29.96905448,-90.04921765
30.00653068,-90.10271991
29.95880755,-90.06188126
29.96026918,-90.06418133
30.02457599,-89.9586739
29.93699407,-90.08308397
30.0440027,-89.97986555
29.99636412,-90.0485309
29.94086559,-90.10023255
29.94155738,-90.07841368
29.94844761,-90.07625459
29.92950735,-90.09398497
29.94963232,-90.07669626
29.97250284,-90.10230867
29.9605317,-90.06851229
29.96287285,-90.12557142
29.95267036,-90.06811828
29.92950119,-90.09402095
29.92422446,-90.0109452
29.96260366,-90.04790357
30.00204815,-90.04725143
29.99764646,-90.05300381
29.98004848,-90.0745461
30.02378293,-90.05973991
29.98165349,-90.07312004
29.95538535,-90.06691051
29.96794211,-90.11334447
30.01817682,-90.05542515
30.01940524,-89.9715025
30.02815433,-90.01123962
29.96122824,-90.07501258
29.96800529,-90.10312225
30.04475524,-89.97079154
30.0802271,-89.91923268
29.93705512,-90.08574788
29.91668266,-90.00610357
30.00448696,-90.10681174
29.96862264,-90.08967978
29.96800529,-90.10312225
29.96930823,-90.11549198
29.94340769,-90.08883495
29.97760379,-90.08044968
29.93360196,-90.09254622
29.96551695,-90.07080376
29.94939206,-90.06497551
29.95190221,-90.04672575
29.95190221,-90.04672575
29.95704093,-90.06706964
29.93268625,-90.019226
29.98327645,-90.09481234
29.96221897,-90.05120576
29.95741438,-90.07130509
29.96776744,-90.05492694
29.94607942,-90.02999422
29.95853132,-90.06587578
29.95732229,-90.07117063
29.9462197,-90.11341401
30.05845999,-89.95213691
29.93531283,-90.04306573
29.99721191,-90.05776017
29.95732229,-90.07117063
30.00082936,-90.10621576
29.95857741,-90.08842163
29.98765875,-90.03437791
29.99776286,-90.07630831
29.95592285,-90.06352541
30.01555651,-90.11574905
30.02493944,-89.98022277
29.98161193,-90.11199568
29.92080306,-90.10160549
29.95244915,-90.06855665
29.94326883,-90.07320678
29.95407226,-90.06429241
29.95822926,-90.06191535
30.03981099,-89.97859034
29.95873373,-90.06771586
29.9539507,-90.06949377
29.96905448,-90.04921765
30.02940332,-89.99232266
30.03233552,-90.01509312
29.9866187,-90.11602874
29.99874962,-90.10338199
29.99576971,-90.12282161
29.96733149,-90.09827678
29.95939306,-90.07229994
29.95936607,-90.06841046
29.93455795,-90.10717365
29.94145283,-90.08306752
29.95996774,-90.10840522
29.95092657,-90.11613127
29.95743734,-90.06687993
29.9566987,-90.07025272
29.96188205,-90.08929474
29.98751249,-90.07543722
29.98756205,-90.03144388
29.95424948,-90.06783554
29.95509879,-90.06880278
29.98749363,-90.03117906
29.92714332,-90.13259361
29.98756205,-90.03144388
30.02299102,-89.97400771
30.00791364,-90.0495965
29.95244915,-90.06855665
30.02697765,-89.96883566
29.93058908,-90.02194008
29.96229657,-90.0652544
29.94186167,-90.07860793
29.95785279,-90.06661469
29.9268015,-90.10562547
29.95647676,-90.06283828
29.96578487,-90.09737529
29.96776121,-90.10320548
29.97982846,-90.08985791
29.94158664,-90.07840352
29.94973465,-90.10822636
29.9605317,-90.06851229
29.94945447,-90.10850339
29.9565335,-90.08513552
30.00215128,-90.10065333
29.97764166,-90.06101292
29.96074633,-90.06767757
29.96566445,-90.11022088
29.95541931,-90.12057558
30.00389959,-90.10047788
30.02807579,-89.95459293
30.03720467,-89.93032003
29.93613194,-90.10851846
29.90098677,-89.99654206
29.89914679,-89.99444827
29.95585656,-90.12069334
29.93613194,-90.10851846
29.95669911,-90.06280806
29.93373404,-90.04266033
30.00535623,-90.02418795
29.96218432,-90.07476723
30.01909463,-89.98314535
29.95585656,-90.12069334
29.95832097,-90.0773024
29.97942516,-90.064905
29.99440308,-90.04043801
29.92000282,-90.0223077
29.96307381,-90.10144512
29.95552589,-90.06830144
30.00389959,-90.10047788
29.96820998,-90.0873379
30.00450933,-90.02587295
29.95591941,-90.06828115
30.00423534,-90.03638355
29.94496815,-90.0368243
30.00423534,-90.03638355
29.99463129,-90.10796705
29.95240273,-90.07928219
29.93439031,-90.08063779
30.0194866,-90.1064762
29.93182658,-90.01896968
29.94145727,-90.09608443
29.9625294,-90.11663333
30.00476271,-90.02241577
29.95588434,-90.06810205
29.96480462,-90.09038661
29.9535452,-90.08308704
29.98982307,-90.05865029
29.98818293,-90.03865772
29.95430772,-90.06653375
30.00008946,-90.04119528
29.95791569,-90.08299172
30.02807579,-89.95459293
29.91836149,-90.02258529
29.94070465,-90.10299417
29.96047247,-90.08149795
29.93229884,-90.02770232
30.04809477,-89.96168257
29.95906472,-90.06654328
29.96212882,-90.05223592
30.04153432,-89.98010353
29.95785622,-90.06617255
29.97936493,-90.10701633
29.98053936,-90.04055038
29.93295404,-90.04170948
29.95851247,-90.06565847
30.05874788,-89.94142862
29.969084,-90.10953253
30.04960037,-89.95455191
29.9421592,-90.06518754
29.97306671,-90.05641743
29.95387931,-90.06989927
29.97300606,-90.07393769
29.94631526,-90.11144893
