item_number,district,location,disposition,signal_type,signal_description,occurred_date_time,charge_code,charge_description,offender_number,offenderid,offenderstatus,offender_race,offender_gender,offender_age,victim_number,persontype,victim_race,victim_gender,victim_age,victim_fatal_status,hate_crime,report_type,year
B-18433-22,5,017XX Mcshane Pl,OPEN,67A,AUTO THEFT,2/11/2022 19:57,14 67.26,THEFT OF A MOTOR VEHICLE,1.0,734163.0,,UNKNOWN,MALE,,1.0,VICTIM,,,,Non-fatal,,Supplemental Report,2022
B-27538-22,5,025XX N Roman St,OPEN,67AR,AUTO THEFT & RECOVERY,2/24/2022 3:00,14 67.26,THEFT OF A MOTOR VEHICLE,1.0,734164.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,32.0,Non-fatal,,Incident Report,2022
B-27538-22,5,025XX N Roman St,OPEN,67AR,AUTO THEFT & RECOVERY,2/24/2022 3:00,,,1.0,734164.0,,UNKNOWN,UNKNOWN,,2.0,REPORTING PERSON,WHITE,FEMALE,32.0,Non-fatal,,Incident Report,2022
B-27616-22,7,045XX Laine Av,OPEN,21R,OUT OF PARISH VEHICLE RECOVERY,2/23/2022 22:00,,,,,,,,,,,,,,Non-fatal,,Incident Report,2022
B-26936-22,8,003XX Canal St,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,2/17/2022 10:00,,,1.0,734176.0,,UNKNOWN,UNKNOWN,,1.0,REPORTING PERSON,BLACK,FEMALE,58.0,Non-fatal,,Incident Report,2022
B-26936-22,8,003XX Canal St,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,2/17/2022 10:00,14 67,THEFT,1.0,734176.0,,UNKNOWN,UNKNOWN,,2.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-27581-22,2,003XX Loyola Av,OPEN,103,DISTURBANCE,2/24/2022 4:10,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,67.0,Non-fatal,,Incident Report,2022
B-26860-22,3,063XX Mandeville St,OPEN,103D,DISTURBANCE (DOMESTIC),2/14/2022 11:58,14 79,VIOLATIONS OF PROTECTIVE ORDERS,1.0,734166.0,,WHITE,MALE,29.0,1.0,VICTIM,WHITE,FEMALE,29.0,Non-fatal,,Incident Report,2022
B-27647-22,4,037XX Michelle St,OPEN,29,DEATH,2/24/2022 7:30,,,,,,,,,1.0,REPORTING PERSON,ASIAN,FEMALE,47.0,Non-fatal,,Incident Report,2022
B-27647-22,4,037XX Michelle St,OPEN,29,DEATH,2/24/2022 7:30,,,,,,,,,2.0,VICTIM,ASIAN,FEMALE,79.0,Non-fatal,,Incident Report,2022
B-27682-22,1,020XX Kerlerec St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/24/2022 0:15,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,734169.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,41.0,Non-fatal,,Incident Report,2022
B-27682-22,1,020XX Kerlerec St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/24/2022 0:15,14 62,SIMPLE BURGLARY,1.0,734169.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,41.0,Non-fatal,,Incident Report,2022
B-27595-22,4,039XX Behrman Pl,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2/24/2022 4:02,14 62,SIMPLE BURGLARY,1.0,734170.0,,BLACK,MALE,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-27595-22,4,039XX Behrman Pl,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2/24/2022 4:02,,,1.0,734170.0,,BLACK,MALE,,2.0,REPORTING PERSON,BLACK,FEMALE,48.0,Non-fatal,,Incident Report,2022
B-27595-22,4,039XX Behrman Pl,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2/24/2022 4:02,14 62,SIMPLE BURGLARY,2.0,734171.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-27595-22,4,039XX Behrman Pl,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2/24/2022 4:02,,,2.0,734171.0,,UNKNOWN,UNKNOWN,,2.0,REPORTING PERSON,BLACK,FEMALE,48.0,Non-fatal,,Incident Report,2022
B-27595-22,4,039XX Behrman Pl,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2/24/2022 4:02,14 (24) 62,PRINCIPAL TO SIMPLE BURGLARY,3.0,734174.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-27595-22,4,039XX Behrman Pl,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2/24/2022 4:02,,,3.0,734174.0,,UNKNOWN,UNKNOWN,,2.0,REPORTING PERSON,BLACK,FEMALE,48.0,Non-fatal,,Incident Report,2022
B-27611-22,2,027XX Cadiz St,OPEN,103D,DISTURBANCE (DOMESTIC),2/24/2022 6:15,,,,,,,,,1.0,REPORTING PERSON,BLACK,MALE,47.0,Non-fatal,,Incident Report,2022
B-23184-22,7,072XX Hayne Bd,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2/19/2022 22:45,14 34,AGG. BATTERY,1.0,734172.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,35.0,Non-fatal,,Supplemental Report,2022
B-27711-22,3,043XX Chef Menteur Hw,CLOSED,67S,SHOPLIFTING,2/24/2022 9:00,54 186,THEFT,1.0,734179.0,ARRESTED,BLACK,MALE,35.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-27711-22,3,043XX Chef Menteur Hw,CLOSED,67S,SHOPLIFTING,2/24/2022 9:00,,,1.0,734179.0,ARRESTED,BLACK,MALE,35.0,2.0,REPORTING PERSON,BLACK,FEMALE,,Non-fatal,,Incident Report,2022
B-27687-22,6,032XX Loyola Av,OPEN,103D,DISTURBANCE (DOMESTIC),2/24/2022 8:30,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,29.0,Non-fatal,,Incident Report,2022
B-27687-22,6,032XX Loyola Av,OPEN,103D,DISTURBANCE (DOMESTIC),2/24/2022 8:30,,,,,,,,,2.0,REPORTING PERSON,BLACK,FEMALE,,Non-fatal,,Incident Report,2022
B-26656-22,8,002XX N Peters St,OPEN,67A,AUTO THEFT,2/20/2022 23:30,,,,,,,,,1.0,VICTIM,WHITE,FEMALE,35.0,Non-fatal,,Supplemental Report,2022
B-27601-22,5,029XX Saint Claude Av,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2/23/2022 3:06,14 62.2,SIMPLE BURGLARY (INHABITED DWELLING),1.0,734173.0,,WHITE,MALE,,1.0,VICTIM,WHITE,MALE,61.0,Non-fatal,,Incident Report,2022
B-27708-22,6,012XX 7th St,CLOSED,62C,SIMPLE BURGLARY (VEHICLE),2/24/2022 9:00,14 62,SIMPLE BURGLARY,1.0,734175.0,ARRESTED,BLACK,MALE,36.0,1.0,VICTIM,WHITE,MALE,48.0,Non-fatal,,Incident Report,2022
B-26042-22,2,012XX Broadway,CLOSED,59,CRIMINAL MISCHIEF,1/28/2022 1:12,54 152,TAMPERING,1.0,734178.0,ARRESTED,WHITE,MALE,20.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-25745-22,7,045XX Viola St,OPEN,103D,DISTURBANCE (DOMESTIC),2/21/2022 8:58,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,25.0,Non-fatal,,Incident Report,2022
B-20188-22,8,007XX Convention Center Bd,OPEN,67A,AUTO THEFT,2/16/2022 20:30,,,,,,,,,,,,,,Non-fatal,,Supplemental Report,2022
B-27636-22,7,068XX Cindy Pl,OPEN,27-67C,ATTEMPTED THEFT FROM EXTERIOR OF VEHICLE,2/24/2022 7:28,14 (27) 67,ATTEMPT - THEFT,1.0,734180.0,,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,27.0,Non-fatal,,Incident Report,2022
B-27636-22,7,068XX Cindy Pl,OPEN,27-67C,ATTEMPTED THEFT FROM EXTERIOR OF VEHICLE,2/24/2022 7:28,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,734180.0,,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,27.0,Non-fatal,,Incident Report,2022
B-27644-22,7,110XX Morrison Rd,OPEN,67S,SHOPLIFTING,2/24/2022 7:28,14 67,THEFT,1.0,734183.0,,BLACK,MALE,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-27644-22,7,110XX Morrison Rd,OPEN,67S,SHOPLIFTING,2/24/2022 7:28,,,1.0,734183.0,,BLACK,MALE,,2.0,REPORTING PERSON,UNKNOWN,MALE,45.0,Non-fatal,,Incident Report,2022
B-27671-22,2,031XX General Taylor St,OPEN,21,MISCELLANEOUS INCIDENT,2/22/2022 12:00,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,79.0,Non-fatal,,Incident Report,2022
B-27671-22,2,031XX General Taylor St,OPEN,21,MISCELLANEOUS INCIDENT,2/22/2022 12:00,,,,,,,,,2.0,INTERVIEW,BLACK,FEMALE,18.0,Non-fatal,,Incident Report,2022
A-17300-22,6,033XX 3rd St,OPEN,67A,AUTO THEFT,1/16/2022 0:00,,,,,,,,,1.0,REPORTING PERSON,WHITE,FEMALE,57.0,Non-fatal,,Supplemental Report,2022
A-34988-22,3,XX Dreyfous Dr,CLOSED,79,VIOLATION OF PROTECTIVE ORDERS,1/31/2022 16:30,14 79,VIOLATIONS OF PROTECTIVE ORDERS,1.0,734186.0,ARRESTED,BLACK,FEMALE,28.0,1.0,VICTIM,BLACK,FEMALE,27.0,Non-fatal,,Supplemental Report,2022
B-26106-22,2,045XX Tchoupitoulas St,OPEN,21,MISCELLANEOUS INCIDENT,2/22/2022 17:31,,,,,,,,,1.0,INTERVIEW,BLACK,FEMALE,66.0,Non-fatal,,Incident Report,2022
B-27703-22,6,043XX Magazine St,OPEN,21,MISCELLANEOUS INCIDENT,2/24/2022 2:30,,,,,,,,,1.0,REPORTING PERSON,BLACK,MALE,35.0,Non-fatal,,Incident Report,2022
B-27703-22,6,043XX Magazine St,OPEN,21,MISCELLANEOUS INCIDENT,2/24/2022 2:30,,,,,,,,,2.0,INTERVIEW,WHITE,FEMALE,37.0,Non-fatal,,Incident Report,2022
B-27732-22,2,087XX Spruce St,OPEN,21,MISCELLANEOUS INCIDENT,2/24/2022 9:36,,,,,,,,,1.0,REPORTING PERSON,WHITE,FEMALE,43.0,Non-fatal,,Incident Report,2022
A-25919-22,3,063XX Mandeville St,OPEN,35D,SIMPLE BATTERY (DOMESTIC),1/24/2022 5:35,,,,,,,,,1.0,VICTIM,WHITE,FEMALE,29.0,Non-fatal,,Supplemental Report,2022
B-27727-22,8,013XX Perdido St,OPEN,63P,PROTEST,2/24/2022 9:30,,,,,,,,,,,,,,Non-fatal,,Incident Report,2022
B-27641-22,3,056XX Milne St,OPEN,21,MISCELLANEOUS INCIDENT,2/24/2022 10:00,,,,,,,,,,,,,,Non-fatal,,Incident Report,2022
B-27767-22,3,087XX Pear St,OPEN,21,MISCELLANEOUS INCIDENT,2/24/2022 10:00,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,23.0,Non-fatal,,Incident Report,2022
B-27757-22,5,024XX Tupelo St,OPEN,79,VIOLATION OF PROTECTIVE ORDERS,2/24/2022 11:18,14 79,VIOLATIONS OF PROTECTIVE ORDERS,1.0,734192.0,,BLACK,MALE,44.0,1.0,VICTIM,BLACK,FEMALE,33.0,Non-fatal,,Incident Report,2022
B-27757-22,5,024XX Tupelo St,OPEN,79,VIOLATION OF PROTECTIVE ORDERS,2/24/2022 11:18,14 62.3,UNAUTHORIZED ENTRY (INHAB.DWELLING),1.0,734192.0,,BLACK,MALE,44.0,1.0,VICTIM,BLACK,FEMALE,33.0,Non-fatal,,Incident Report,2022
B-27757-22,5,024XX Tupelo St,OPEN,79,VIOLATION OF PROTECTIVE ORDERS,2/24/2022 11:18,14 67,THEFT,1.0,734192.0,,BLACK,MALE,44.0,1.0,VICTIM,BLACK,FEMALE,33.0,Non-fatal,,Incident Report,2022
B-27789-22,8,021XX Decatur St,OPEN,67,THEFT,2/12/2022 23:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,734191.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-27789-22,8,021XX Decatur St,OPEN,67,THEFT,2/12/2022 23:00,14 67,THEFT,1.0,734191.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-27789-22,8,021XX Decatur St,OPEN,67,THEFT,2/12/2022 23:00,,,1.0,734191.0,,UNKNOWN,UNKNOWN,,2.0,REPORTING PERSON,WHITE,MALE,26.0,Non-fatal,,Incident Report,2022
B-27694-22,7,060XX Chef Menteur Hw,OPEN,21,MISCELLANEOUS INCIDENT,2/24/2022 8:44,,,,,,,,,1.0,REPORTING PERSON,BLACK,MALE,35.0,Non-fatal,,Incident Report,2022
B-27028-22,6,028XX Josephine St,OPEN,24,MEDICAL,2/23/2022 14:00,,,,,,,,,1.0,VICTIM,WHITE,MALE,46.0,Non-fatal,,Incident Report,2022
B-24120-22,3,X Victory Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/20/2022 20:23,,,,,,,,,1.0,REPORTING PERSON,WHITE,MALE,34.0,Non-fatal,,Incident Report,2022
B-27697-22,1,014XX Iberville St #412,OPEN,67A,AUTO THEFT,2/24/2022 2:30,14 67.26,THEFT OF A MOTOR VEHICLE,1.0,734206.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,30.0,Non-fatal,,Incident Report,2022
B-27743-22,3,042XX Chef Hw,OPEN,67S,SHOPLIFTING,2/24/2022 10:00,14 67,THEFT,1.0,734193.0,,BLACK,MALE,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-27743-22,3,042XX Chef Hw,OPEN,67S,SHOPLIFTING,2/24/2022 10:00,,,1.0,734193.0,,BLACK,MALE,,2.0,REPORTING PERSON,BLACK,FEMALE,32.0,Non-fatal,,Incident Report,2022
B-27762-22,2,XX Mcalister Dr,OPEN,35,SIMPLE BATTERY,2/22/2022 12:00,54 96,BATTERY,1.0,734194.0,ARRESTED,BLACK,MALE,41.0,1.0,VICTIM,BLACK,FEMALE,48.0,Non-fatal,,Incident Report,2022
B-27762-22,2,XX Mcalister Dr,OPEN,35,SIMPLE BATTERY,2/22/2022 12:00,14 35,SIMPLE BATTERY,1.0,734194.0,ARRESTED,BLACK,MALE,41.0,1.0,VICTIM,BLACK,FEMALE,48.0,Non-fatal,,Incident Report,2022
B-27716-22,7,102XX Curran Bd,OPEN,103,DISTURBANCE,2/23/2022 16:30,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,43.0,Non-fatal,,Incident Report,2022
B-27716-22,7,102XX Curran Bd,OPEN,103,DISTURBANCE,2/23/2022 16:30,,,,,,,,,2.0,INTERVIEW,BLACK,MALE,12.0,Non-fatal,,Incident Report,2022
B-27828-22,2,087XX Oak St,OPEN,67F,THEFT BY FRAUD,2/24/2022 10:00,14 67.11,CREDIT CARD FRAUD ,3.0,734196.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-27828-22,2,087XX Oak St,OPEN,67F,THEFT BY FRAUD,2/24/2022 10:00,,,3.0,734196.0,,UNKNOWN,UNKNOWN,,2.0,REPORTING PERSON,UNKNOWN,FEMALE,50.0,Non-fatal,,Incident Report,2022
B-27820-22,3,011XX Milton St,CLOSED,17J,JUVENILE ATTACHMENT,2/15/2022 12:00,14 730.3,RUNAWAY JUVENILE,1.0,734195.0,ARRESTED,BLACK,FEMALE,17.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-27821-22,4,019XX River Oaks Dr,UNFOUNDED,67,THEFT,2/24/2022 11:30,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,33.0,Non-fatal,,Incident Report,2022
A-09992-22,1,032XX Canal St,CLOSED,35,SIMPLE BATTERY,1/9/2022 20:15,14 34.1,SECOND DEGREE BATTERY,1.0,734200.0,ARRESTED,BLACK,MALE,63.0,1.0,VICTIM,BLACK,MALE,51.0,Non-fatal,,Supplemental Report,2022
B-27534-22,8,009XX N Rampart,OPEN,21,MISCELLANEOUS INCIDENT,2/24/2022 3:30,,,,,,,,,1.0,REPORTING PERSON,WHITE,MALE,52.0,Non-fatal,,Incident Report,2022
B-27814-22,1,009XX Picheloup Dr,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/24/2022 9:10,14 62,SIMPLE BURGLARY,1.0,734197.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,46.0,Non-fatal,,Incident Report,2022
B-27824-22,4,059XX Tullis Dr,OPEN,56D,SIMPLE CRIMINAL DAMAGE (DOMESTIC),2/24/2022 2:30,,,1.0,734198.0,,BLACK,FEMALE,40.0,1.0,REPORTING PERSON,BLACK,FEMALE,38.0,Non-fatal,,Incident Report,2022
B-27824-22,4,059XX Tullis Dr,OPEN,56D,SIMPLE CRIMINAL DAMAGE (DOMESTIC),2/24/2022 2:30,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,734198.0,,BLACK,FEMALE,40.0,2.0,VICTIM,BLACK,MALE,52.0,Non-fatal,,Incident Report,2022
B-27882-22,4,019XX River Oaks Dr,OPEN,21,MISCELLANEOUS INCIDENT,2/24/2022 11:00,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,33.0,Non-fatal,,Incident Report,2022
B-27849-22,2,090XX Forshey St,OPEN,79,VIOLATION OF PROTECTIVE ORDERS,2/23/2022 21:29,14 79,VIOLATIONS OF PROTECTIVE ORDERS,1.0,734201.0,,BLACK,MALE,34.0,1.0,VICTIM,BLACK,FEMALE,35.0,Non-fatal,,Incident Report,2022
B-27857-22,8,Bourbon St & Canal St,OPEN,67P,PICKPOCKET,2/23/2022 18:30,14 67,THEFT,1.0,734202.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,64.0,Non-fatal,,Incident Report,2022
B-27645-22,7,075XX Vanderkloot Av,OPEN,67A,AUTO THEFT,2/24/2022 12:00,14 67.26,THEFT OF A MOTOR VEHICLE,1.0,734203.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,43.0,Non-fatal,,Incident Report,2022
B-27892-22,7,017XX Chef Menteur Hw #701,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2/24/2022 12:36,14 35.3(L),ACTS OF DOMESTIC VIOLENCE(STRANGULATION) - SIMPLE,1.0,734216.0,,BLACK,MALE,34.0,1.0,VICTIM,BLACK,FEMALE,30.0,Non-fatal,,Incident Report,2022
B-27892-22,7,017XX Chef Menteur Hw #701,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2/24/2022 12:36,14 35.3(I),DOMESTIC ABUSE BATTERY(CHILD ENDANGERMENT) - SIMPLE,1.0,734216.0,,BLACK,MALE,34.0,1.0,VICTIM,BLACK,FEMALE,30.0,Non-fatal,,Incident Report,2022
B-27903-22,7,077XX Windward Ct,OPEN,24,MEDICAL,2/24/2022 12:47,,,,,,,,,1.0,VICTIM,BLACK,FEMALE,67.0,Non-fatal,,Incident Report,2022
B-27895-22,6,010XX Loyola Av,CLOSED,106,OBSCENITY,2/24/2022 12:15,54 254,LEWD CONDUCT,1.0,734205.0,ARRESTED,BLACK,MALE,38.0,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-27895-22,6,010XX Loyola Av,CLOSED,106,OBSCENITY,2/24/2022 12:15,,,1.0,734205.0,ARRESTED,BLACK,MALE,38.0,2.0,REPORTING PERSON,BLACK,FEMALE,35.0,Non-fatal,,Incident Report,2022
B-27893-22,1,012XX Saint Louis Av,OPEN,67,THEFT,2/24/2022 3:53,14 67,THEFT,1.0,734212.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,MALE,74.0,Non-fatal,,Incident Report,2022
B-27886-22,1,025XX Saint Ann St,OPEN,67,THEFT,2/24/2022 12:00,14 67,THEFT,1.0,734207.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,FEMALE,29.0,Non-fatal,,Incident Report,2022
B-27897-22,7,047XX Hauck Dr,OPEN,21,MISCELLANEOUS INCIDENT,2/24/2022 12:59,,,,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,35.0,Non-fatal,,Incident Report,2022
B-27944-22,8,001XX Saint Charles Av,OPEN,67F,THEFT BY FRAUD,2/21/2022 10:00,14 71.1,BANK FRAUD,1.0,734209.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-21686-22,7,140XX Chef Menteur Hw,OPEN,42,AGGRAVATED RAPE,2/18/2022 15:40,,,,,,,,,,,,,,Non-fatal,,Incident Report,2022
N-00088-22,8,Toulouse St & Bourbon St,OPEN,21P,LOST PROPERTY,2/23/2022 15:45,,,,,,,,,1.0,REPORTING PERSON,WHITE,FEMALE,40.0,Non-fatal,,Incident Report,2022
B-27811-22,8,010XX Kerlerec St,OPEN,67F,THEFT BY FRAUD,2/14/2022 2:00,14 67.16,IDENTITY THEFT,1.0,734210.0,,BLACK,FEMALE,,1.0,VICTIM,WHITE,MALE,40.0,Non-fatal,,Incident Report,2022
B-27811-22,8,010XX Kerlerec St,OPEN,67F,THEFT BY FRAUD,2/14/2022 2:00,14 67,THEFT,1.0,734210.0,,BLACK,FEMALE,,1.0,VICTIM,WHITE,MALE,40.0,Non-fatal,,Incident Report,2022
B-27811-22,8,010XX Kerlerec St,OPEN,67F,THEFT BY FRAUD,2/14/2022 2:00,14 67.16,IDENTITY THEFT,2.0,734211.0,,BLACK,FEMALE,,1.0,VICTIM,WHITE,MALE,40.0,Non-fatal,,Incident Report,2022
B-27811-22,8,010XX Kerlerec St,OPEN,67F,THEFT BY FRAUD,2/14/2022 2:00,14 67,THEFT,2.0,734211.0,,BLACK,FEMALE,,1.0,VICTIM,WHITE,MALE,40.0,Non-fatal,,Incident Report,2022
B-22564-22,1,Governor Nicholls St & N Prieur St,OPEN,43,SIMPLE RAPE,2/19/2022 11:00,,,,,,,,,1.0,VICTIM,BLACK,FEMALE,34.0,Non-fatal,,Incident Report,2022
B-27840-22,1,011XX Canal St #305,OPEN,56D,SIMPLE CRIMINAL DAMAGE (DOMESTIC),2/24/2022 11:30,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,-2.0,734213.0,,BLACK,MALE,33.0,1.0,VICTIM,BLACK,FEMALE,33.0,Non-fatal,,Incident Report,2022
B-25809-22,2,002XX Henry Clay Av,OPEN,81,INDECENT BEHAVIOR WITH A JUVENILE,2/22/2022 13:30,,,,,,,,,,,,,,Non-fatal,,Incident Report,2022
B-27966-22,3,047XX Saint Roch Av,OPEN,67,THEFT,2/24/2022 13:00,14 67,THEFT,1.0,734214.0,,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,26.0,Non-fatal,,Incident Report,2022
B-26107-22,8,007XX Loyola Av,OPEN,42U,AGGRAVATED RAPE UNFOUNDED,2/22/2022 15:30,,,,,,,,,1.0,VICTIM,WHITE,MALE,28.0,Non-fatal,,Incident Report,2022
B-26979-22,5,005XX Touro St,OPEN,42,AGGRAVATED RAPE,2/23/2022 15:50,,,,,,,,,1.0,VICTIM,BLACK,FEMALE,19.0,Non-fatal,,Incident Report,2022
B-27934-22,1,004XX N Cortez St #2115,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/23/2022 23:45,14 62,SIMPLE BURGLARY,1.0,734220.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,ASIAN,FEMALE,27.0,Non-fatal,,Incident Report,2022
B-27934-22,1,004XX N Cortez St #2115,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2/23/2022 23:45,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,734220.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,ASIAN,FEMALE,27.0,Non-fatal,,Incident Report,2022
A-33541-22,4,044XX Joycelyn Dr,OPEN,67A,AUTO THEFT,1/30/2022 3:30,14 67.26,THEFT OF A MOTOR VEHICLE,1.0,734217.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,UNKNOWN,MALE,48.0,Non-fatal,,Supplemental Report,2022
A-33541-22,4,044XX Joycelyn Dr,OPEN,67A,AUTO THEFT,1/30/2022 3:30,,,1.0,734217.0,,UNKNOWN,UNKNOWN,,2.0,REPORTING PERSON,BLACK,MALE,69.0,Non-fatal,,Supplemental Report,2022
B-10558-22,7,070XX Neptune Ct,OPEN,67A,AUTO THEFT,2/9/2022 3:00,14 67.26,THEFT OF A MOTOR VEHICLE,1.0,734218.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,BLACK,MALE,24.0,Non-fatal,,Supplemental Report,2022
B-27896-22,8,002XX N Peters St,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2/24/2022 2:51,,,1.0,734221.0,,UNKNOWN,UNKNOWN,,1.0,REPORTING PERSON,NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,MALE,68.0,Non-fatal,,Incident Report,2022
B-27896-22,8,002XX N Peters St,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2/24/2022 2:51,14 62,SIMPLE BURGLARY,1.0,734221.0,,UNKNOWN,UNKNOWN,,2.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-27896-22,8,002XX N Peters St,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2/24/2022 2:51,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,734221.0,,UNKNOWN,UNKNOWN,,2.0,VICTIM,,,,Non-fatal,,Incident Report,2022
B-27983-22,7,054XX Provincial Pl,OPEN,103,DISTURBANCE,2/24/2022 9:34,,,,,,,,,1.0,REPORTING PERSON,BLACK,MALE,45.0,Non-fatal,,Incident Report,2022
B-27983-22,7,054XX Provincial Pl,OPEN,103,DISTURBANCE,2/24/2022 9:34,,,,,,,,,2.0,INTERVIEW,BLACK,MALE,15.0,Non-fatal,,Incident Report,2022
B-27835-22,1,014XX N Roman St,OPEN,56,SIMPLE CRIMINAL DAMAGE,2/24/2022 0:30,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,1.0,734219.0,,UNKNOWN,UNKNOWN,,1.0,VICTIM,WHITE,FEMALE,41.0,Non-fatal,,Incident Report,2022
B-27835-22,1,014XX N Roman St,OPEN,56,SIMPLE CRIMINAL DAMAGE,2/24/2022 0:30,,,1.0,734219.0,,UNKNOWN,UNKNOWN,,2.0,REPORTING PERSON,WHITE,MALE,51.0,Non-fatal,,Incident Report,2022
B-22346-22,7,139XX Linden St,CLOSED,34C,AGGRAVATED BATTERY (CUTTING),2/19/2022 6:30,,,,,,,,,1.0,VICTIM,BLACK,FEMALE,45.0,Non-fatal,,Supplemental Report,2022
B-28014-22,7,105XX Curran Bd #C10,OPEN,21,MISCELLANEOUS INCIDENT,2/23/2022 15:00,,,,,,,,,1.0,REPORTING PERSON,BLACK,MALE,44.0,Non-fatal,,Incident Report,2022
B-27920-22,6,025XX Thalia St,OPEN,29U,UNCLASSIFIED DEATH,2/24/2022 13:01,,,,,,,,,1.0,REPORTING PERSON,BLACK,MALE,51.0,Non-fatal,,Incident Report,2022
B-27920-22,6,025XX Thalia St,OPEN,29U,UNCLASSIFIED DEATH,2/24/2022 13:01,,,,,,,,,4.0,VICTIM,BLACK,FEMALE,35.0,Fatal,,Incident Report,2022
B-27920-22,6,025XX Thalia St,OPEN,29U,UNCLASSIFIED DEATH,2/24/2022 13:01,,,,,,,,,3.0,REPORTING PERSON,BLACK,FEMALE,,Non-fatal,,Incident Report,2022
