latitude,longitude,set
29.97703063,-90.10844005,calls_for_service
30.02749184,-89.96808617,calls_for_service
29.99782717,-90.11356357,calls_for_service
29.97396822,-90.05672259,calls_for_service
29.98876392,-90.03582335,calls_for_service
29.96352053,-90.08956026,calls_for_service
29.94305074,-90.09456157,calls_for_service
29.92388771,-89.98512229,calls_for_service
30.00411603,-90.10268056,calls_for_service
29.96893135,-90.05015188,calls_for_service
30.03759694,-90.00176494,calls_for_service
29.94173275,-90.09686068,calls_for_service
30.01971487,-90.11874582,calls_for_service
29.9337876,-90.10025414,calls_for_service
29.97178598,-90.10868983,calls_for_service
30.00595558,-90.03628117,calls_for_service
30.00469822,-90.1035563,calls_for_service
29.93765009,-90.08364114,calls_for_service
30.00411603,-90.10268056,calls_for_service
29.96492448,-90.06534761,calls_for_service
29.92094682,-90.01470707,calls_for_service
29.95578749,-90.07820192,calls_for_service
30.03061207,-90.02895263,calls_for_service
30.03169187,-90.0282029,calls_for_service
29.9607251,-90.08135199,calls_for_service
29.96399191,-90.0054993,calls_for_service
30.03123796,-90.02919108,calls_for_service
29.96769168,-90.03081214,calls_for_service
29.92080967,-90.00904275,calls_for_service
29.94557722,-90.04941245,calls_for_service
29.99126946,-90.03896756,calls_for_service
29.94995674,-90.09803405,calls_for_service
29.96859277,-90.12113134,calls_for_service
29.9605317,-90.06851229,calls_for_service
30.05238316,-89.95616652,calls_for_service
29.93287654,-90.01019897,calls_for_service
29.94166916,-90.12947057,calls_for_service
29.93964504,-90.05181573,calls_for_service
29.91627662,-90.11656827,calls_for_service
29.92003737,-90.02222273,calls_for_service
30.03716348,-89.97406207,calls_for_service
29.95773122,-90.11230877,calls_for_service
29.98111432,-90.11387604,calls_for_service
29.92447816,-90.12504042,calls_for_service
29.93220677,-90.0417584,calls_for_service
30.00262268,-90.04334419,calls_for_service
29.963278,-90.04878695,calls_for_service
29.95692146,-90.10279178,calls_for_service
29.95935566,-90.06991538,calls_for_service
29.93073042,-90.02550604,calls_for_service
29.94451119,-90.07679012,calls_for_service
29.96659025,-90.06960408,calls_for_service
29.92398264,-90.08928509,calls_for_service
29.96272293,-90.04183209,calls_for_service
29.96480557,-90.02251401,calls_for_service
30.0163825,-90.08337174,calls_for_service
29.9866187,-90.11602874,calls_for_service
30.03881534,-90.00289913,calls_for_service
29.93426807,-90.03633939,calls_for_service
29.96562716,-90.05687242,calls_for_service
29.99755758,-90.04925147,calls_for_service
29.93724511,-90.09586765,calls_for_service
29.91770096,-89.98588776,calls_for_service
29.99970063,-90.05911274,calls_for_service
29.92722603,-90.0276439,calls_for_service
29.9344193,-90.08640577,calls_for_service
29.92686986,-90.02730048,calls_for_service
29.97322768,-90.10759949,calls_for_service
29.92726361,-90.08852755,calls_for_service
29.97174081,-90.06499247,calls_for_service
29.97181459,-90.07358146,calls_for_service
29.9735733,-90.1245069,calls_for_service
29.94768064,-90.06270271,calls_for_service
30.04896444,-89.96092179,calls_for_service
30.02041494,-89.99654714,calls_for_service
30.03889005,-89.97138829,calls_for_service
30.01589427,-89.97795554,calls_for_service
30.04440439,-89.92880067,calls_for_service
30.04440439,-89.92880067,calls_for_service
29.97088768,-90.09163955,calls_for_service
29.95002099,-90.10268726,calls_for_service
29.96012841,-90.09517715,calls_for_service
30.04208355,-89.99826419,calls_for_service
30.01900885,-90.06467929,calls_for_service
30.01934207,-90.02145317,calls_for_service
30.04232555,-89.90955372,calls_for_service
30.02749184,-89.96808617,calls_for_service
30.02957832,-89.97863745,calls_for_service
30.02096429,-89.95939913,calls_for_service
30.07270034,-89.9433239,calls_for_service
29.95161809,-90.10495853,calls_for_service
30.03723608,-89.98469828,calls_for_service
30.03671229,-89.91143192,calls_for_service
30.04134677,-89.99401008,calls_for_service
30.033281,-90.00862706,calls_for_service
29.96781152,-90.10076745,calls_for_service
30.0494752,-89.95442989,calls_for_service
30.05252237,-89.8798577,calls_for_service
29.9772871,-90.0590454,calls_for_service
29.96560997,-90.0854057,calls_for_service
30.03182014,-89.9848304,calls_for_service
30.02386367,-90.0223312,calls_for_service
30.01044662,-90.06574872,calls_for_service
29.96682789,-90.03948643,calls_for_service
30.015419,-90.01416809,calls_for_service
30.05003042,-89.94884455,calls_for_service
30.05075106,-89.95913922,calls_for_service
29.98639254,-90.03459856,calls_for_service
30.03270662,-89.9907255,calls_for_service
30.02342694,-90.00124623,calls_for_service
30.04054138,-89.97687251,calls_for_service
30.01735086,-89.99518726,calls_for_service
30.01007622,-90.01453649,calls_for_service
30.01818892,-89.97782729,calls_for_service
30.03820239,-89.97709764,calls_for_service
29.96634034,-90.10047893,calls_for_service
30.04856073,-89.95355841,calls_for_service
29.96232541,-90.0448821,calls_for_service
29.96212735,-90.04399981,calls_for_service
29.9667136,-90.03192581,calls_for_service
29.97002525,-90.05120193,calls_for_service
29.96180421,-90.0425763,calls_for_service
29.97062974,-90.03445086,calls_for_service
30.04497126,-89.95832996,calls_for_service
29.96572883,-90.05615472,calls_for_service
29.99970886,-90.11624014,calls_for_service
29.96790367,-90.05092908,calls_for_service
30.01965051,-90.05029117,calls_for_service
30.04110406,-89.97817072,calls_for_service
29.9910379,-90.03308224,calls_for_service
30.04699869,-89.96381813,calls_for_service
29.9203691,-90.11005748,calls_for_service
30.03820564,-89.90725148,calls_for_service
30.00920785,-90.0208144,calls_for_service
29.95000946,-90.06883135,calls_for_service
29.97847528,-90.06122557,calls_for_service
29.98273291,-90.05810341,calls_for_service
29.94267701,-90.0946948,calls_for_service
30.00748567,-89.99694793,calls_for_service
30.03607816,-89.98714581,calls_for_service
29.96352053,-90.08956026,calls_for_service
29.98006053,-90.05812565,calls_for_service
29.97764166,-90.06101292,calls_for_service
29.99652823,-90.06104989,calls_for_service
29.92094682,-90.01470707,calls_for_service
29.97271289,-90.04798849,calls_for_service
29.962906,-90.03796772,calls_for_service
29.96873009,-90.09288356,calls_for_service
29.97847528,-90.06122557,calls_for_service
29.94585558,-90.0659901,calls_for_service
30.01100501,-90.0206491,calls_for_service
29.96756106,-90.10391202,calls_for_service
29.92094682,-90.01470707,calls_for_service
29.96579401,-90.0960135,calls_for_service
29.99015511,-90.04947454,calls_for_service
29.94680364,-90.06878724,calls_for_service
30.02716802,-89.96328845,calls_for_service
29.97687725,-90.05131185,calls_for_service
29.9451681,-90.06832188,calls_for_service
30.01282948,-90.11837515,calls_for_service
30.02060496,-90.01759104,calls_for_service
29.91753641,-90.00843186,calls_for_service
29.93220677,-90.0417584,calls_for_service
29.97689579,-90.05979577,calls_for_service
29.96011708,-90.07167192,calls_for_service
29.99397847,-90.04514968,calls_for_service
29.96269186,-90.05726444,calls_for_service
29.93951726,-90.02028283,calls_for_service
29.98318297,-90.07175669,calls_for_service
29.96800529,-90.10312225,calls_for_service
29.95851247,-90.06565847,calls_for_service
29.92139747,-90.09566339,calls_for_service
29.92459187,-90.10412677,calls_for_service
29.97333927,-90.05665848,calls_for_service
29.98253884,-90.10058163,calls_for_service
29.99561914,-90.10927455,calls_for_service
29.96731333,-90.04034003,calls_for_service
30.04594795,-89.98215255,calls_for_service
30.00591922,-90.12150364,calls_for_service
29.98936539,-90.04911018,calls_for_service
29.95935566,-90.06991538,calls_for_service
29.97467255,-90.09176261,calls_for_service
29.96241401,-90.1185057,calls_for_service
29.98281356,-90.09740868,calls_for_service
30.03112551,-89.98693783,calls_for_service
29.93364567,-90.04049658,calls_for_service
29.96348787,-90.07415809,calls_for_service
29.95348475,-90.06904312,calls_for_service
30.01735571,-90.00062189,calls_for_service
29.97724441,-90.0799256,calls_for_service
29.98349979,-90.08900262,calls_for_service
29.96956734,-90.06873272,calls_for_service
29.92710882,-90.07100527,calls_for_service
29.93951726,-90.02028283,calls_for_service
29.95057202,-90.06918609,calls_for_service
29.96309585,-90.04949942,calls_for_service
29.96527513,-90.09759424,calls_for_service
30.01249335,-90.12126212,calls_for_service
29.94890867,-90.0498112,calls_for_service
30.00517826,-90.11464441,calls_for_service
29.96833041,-90.0148375,calls_for_service
29.95189311,-90.06790895,calls_for_service
29.96186646,-90.06689637,calls_for_service
29.97207133,-90.12125485,calls_for_service
30.07114939,-89.94385954,calls_for_service
30.0385384,-89.99802524,calls_for_service
29.95263043,-90.07270462,calls_for_service
29.95428708,-90.07129465,calls_for_service
29.94470323,-90.07417091,calls_for_service
29.95842686,-90.06726276,calls_for_service
29.95892626,-90.11096837,calls_for_service
29.98343182,-90.0459447,calls_for_service
29.97886908,-90.10679707,calls_for_service
30.00083534,-90.11921543,calls_for_service
29.92711613,-90.11343269,calls_for_service
29.94134282,-90.06782202,calls_for_service
29.99738937,-90.11420607,calls_for_service
29.95631071,-90.13108203,calls_for_service
29.96352053,-90.08956026,calls_for_service
29.93226267,-90.04274692,calls_for_service
29.9635548,-90.04648437,calls_for_service
29.97222486,-90.12212175,calls_for_service
29.97187394,-90.03535858,calls_for_service
29.96978423,-90.03960555,calls_for_service
30.0152251,-89.97968232,calls_for_service
30.0152251,-89.97968232,calls_for_service
29.96776719,-90.04416628,calls_for_service
29.9186637,-90.02259125,calls_for_service
29.94875461,-90.05296168,calls_for_service
29.95750757,-90.06966976,calls_for_service
29.96893162,-90.10642935,calls_for_service
30.00427497,-90.12164207,calls_for_service
29.93501288,-90.12400306,calls_for_service
29.96241872,-90.0751156,calls_for_service
30.01881655,-90.09869041,calls_for_service
29.96992424,-90.08404454,calls_for_service
29.97454758,-90.05863099,calls_for_service
29.96455887,-90.11139009,calls_for_service
29.95563014,-90.07080923,calls_for_service
30.03112551,-89.98693783,calls_for_service
29.97046178,-90.10093803,calls_for_service
29.95996774,-90.10840522,calls_for_service
29.95708097,-90.06686191,calls_for_service
29.93014055,-90.11660741,calls_for_service
29.92403747,-90.01822937,calls_for_service
30.01007622,-90.01453649,calls_for_service
30.00576839,-90.11884765,calls_for_service
29.97005823,-90.05248701,calls_for_service
30.02160509,-89.98511991,calls_for_service
30.01393037,-90.1057038,calls_for_service
29.91750131,-89.98323637,calls_for_service
29.97969165,-90.0927471,calls_for_service
29.93360178,-90.09308065,calls_for_service
29.97619266,-90.09897785,calls_for_service
30.02210743,-90.01146966,calls_for_service
29.92578856,-90.02171598,calls_for_service
29.92003737,-90.02222273,calls_for_service
29.99550902,-90.05314986,calls_for_service
29.9328631,-90.03962955,calls_for_service
29.97661556,-90.09170097,calls_for_service
30.00312554,-90.11160025,calls_for_service
29.97443941,-90.04831449,calls_for_service
29.94848373,-90.05358083,calls_for_service
29.96302134,-90.11273655,calls_for_service
29.95161809,-90.10495853,calls_for_service
30.00825062,-90.10331991,calls_for_service
29.97785043,-90.054562,calls_for_service
29.96755488,-90.09444069,calls_for_service
29.97595105,-90.07821425,calls_for_service
29.95413338,-90.07466651,calls_for_service
29.93923477,-90.02279498,calls_for_service
30.00572817,-90.03268998,calls_for_service
29.96838964,-90.05927866,calls_for_service
29.96732587,-90.05219466,calls_for_service
29.95615702,-90.07274291,calls_for_service
30.04684789,-89.98148419,calls_for_service
29.95487005,-90.11410538,calls_for_service
30.01176025,-90.10177661,calls_for_service
29.91391845,-89.99842792,calls_for_service
29.95166894,-90.08481247,calls_for_service
29.92344951,-89.98409681,calls_for_service
29.97207133,-90.12125485,calls_for_service
29.91844564,-90.11677689,calls_for_service
29.98135247,-90.11026152,calls_for_service
29.93379453,-90.04373626,calls_for_service
29.99410798,-90.10905658,calls_for_service
30.01849835,-90.11881183,calls_for_service
29.9803254,-90.09811423,calls_for_service
30.00713029,-90.08411408,calls_for_service
29.93861979,-90.1211254,calls_for_service
29.9462197,-90.11341401,calls_for_service
29.9810694,-90.11364149,calls_for_service
29.96731333,-90.04034003,calls_for_service
29.94450806,-90.06626196,calls_for_service
29.95138474,-90.07856751,calls_for_service
30.01090256,-90.01565936,calls_for_service
29.96175872,-90.11606797,calls_for_service
29.91479659,-89.98624445,calls_for_service
29.99893141,-90.1054281,calls_for_service
29.97062974,-90.03445086,calls_for_service
30.02124885,-90.07562655,calls_for_service
29.95000946,-90.06883135,calls_for_service
29.92000282,-90.0223077,calls_for_service
29.95413338,-90.07466651,calls_for_service
29.937985,-90.11035667,calls_for_service
29.90928228,-89.99338336,calls_for_service
30.00591922,-90.12150364,calls_for_service
29.9539507,-90.06949377,calls_for_service
30.01167141,-90.10065541,calls_for_service
29.95336939,-90.03823209,calls_for_service
30.0066266,-90.10554126,calls_for_service
29.92045686,-90.11822139,calls_for_service
29.93630358,-90.07545378,calls_for_service
29.97009529,-90.10871787,calls_for_service
29.96209044,-90.05273817,calls_for_service
30.01509591,-89.97052519,calls_for_service
30.02137669,-90.11836923,calls_for_service
30.00447582,-90.03552799,calls_for_service
29.95572706,-90.12052327,calls_for_service
29.96873009,-90.09288356,calls_for_service
29.96992424,-90.08404454,calls_for_service
29.92388771,-89.98512229,calls_for_service
30.01978249,-90.12034923,calls_for_service
29.98925175,-90.07307929,calls_for_service
29.97604764,-90.09948677,calls_for_service
29.94492283,-90.0664012,calls_for_service
29.93051663,-90.092768,calls_for_service
29.97956413,-90.08724853,calls_for_service
29.95111699,-90.06772481,calls_for_service
30.02088264,-90.081831,calls_for_service
29.9766905,-90.09986268,calls_for_service
30.00230806,-90.11604628,calls_for_service
30.02749184,-89.96808617,calls_for_service
29.92711753,-90.09574708,calls_for_service
29.95084984,-90.13084625,calls_for_service
29.92171134,-90.02243278,calls_for_service
29.93249993,-90.13089946,calls_for_service
29.92133643,-90.10906206,calls_for_service
29.92342591,-90.00839477,calls_for_service
29.92112868,-90.01158307,calls_for_service
29.9608153,-90.12597437,calls_for_service
29.98680176,-90.07304952,calls_for_service
29.96848511,-90.05606857,calls_for_service
30.01838385,-90.1051636,calls_for_service
30.00558333,-90.105345,calls_for_service
29.96199909,-90.04396823,calls_for_service
30.00824189,-90.11865957,calls_for_service
29.96635413,-90.04893617,calls_for_service
29.98278897,-90.02792038,calls_for_service
30.07432755,-89.86204192,calls_for_service
29.97920469,-90.08867994,calls_for_service
29.97657137,-90.04720859,calls_for_service
30.02732024,-90.04395899,calls_for_service
30.02908336,-89.97492279,calls_for_service
30.01894076,-90.02077644,calls_for_service
29.94492627,-90.0767044,calls_for_service
30.00552532,-90.11600887,calls_for_service
29.9689007,-90.04915311,calls_for_service
29.9545021,-90.06624545,calls_for_service
29.97199598,-90.0961923,calls_for_service
29.96426253,-90.00871472,calls_for_service
29.98110795,-90.08664755,calls_for_service
30.02210743,-90.01146966,calls_for_service
30.01838385,-90.1051636,calls_for_service
29.92053458,-90.00420693,calls_for_service
29.95996774,-90.10840522,calls_for_service
30.02988062,-89.99348219,calls_for_service
29.95838076,-90.06286425,calls_for_service
30.04396568,-89.93051162,calls_for_service
30.00678879,-90.13129537,calls_for_service
30.01176025,-90.10177661,calls_for_service
29.94132428,-90.08009571,calls_for_service
29.95608329,-90.12451059,calls_for_service
29.99970928,-90.11929248,calls_for_service
29.9243165,-90.01376151,calls_for_service
30.06493722,-89.94682345,calls_for_service
29.97068726,-90.05815685,calls_for_service
29.96559175,-90.05646533,calls_for_service
29.95538535,-90.06691051,calls_for_service
30.01829225,-90.01215025,calls_for_service
30.03118318,-89.9854473,calls_for_service
29.96525544,-90.06954987,calls_for_service
29.96629551,-90.03913758,calls_for_service
29.97999291,-90.11344797,calls_for_service
29.96100025,-90.07320916,calls_for_service
30.03723608,-89.98469828,calls_for_service
29.97368492,-90.06631138,calls_for_service
29.94132428,-90.08009571,calls_for_service
30.02749184,-89.96808617,calls_for_service
29.99425576,-90.08390057,calls_for_service
29.9387275,-90.06090109,calls_for_service
29.95513519,-90.08315651,calls_for_service
29.95262284,-90.07326303,calls_for_service
30.00447582,-90.03552799,calls_for_service
