item_number,Signal Code
B-23699-20,30C
C-20045-20,35
C-20104-20,20
C-20096-20,64J
C-20147-20,103
C-20163-20,21
C-20014-20,64-K
C-20284-20,20
C-20646-20,103
C-20089-20,20F
C-09758-20,67A
C-20784-20,20
C-15115-20,34S
C-20723-20,100
C-20792-20,34C
C-21586-20,64J
C-21701-20,62C
C-20792-20,34C
C-22123-20,20
C-22139-20,100
C-06292-20,67A
C-22371-20,20
C-22748-20,27-42
C-22756-20,20C
C-21667-20,62C
C-23061-20,20
C-22982-20,67A
C-23216-20,20
C-23522-20,20
C-22824-20,67
C-22791-20,65
C-23573-20,20I
C-15115-20,34S
C-23587-20,65
C-15115-20,34S
C-23767-20,20I
C-24041-20,34S
C-22050-20,62C
C-24415-20,20
C-24041-20,34S
C-21730-20,62C
C-21565-20,62C
C-24418-20,62B
C-12199-20,62C
C-24810-20,20
C-24958-20,100-I
C-24958-20,100 I
C-25420-20,20
C-25433-20,106
C-25225-20,21
C-25526-20,103
C-25707-20,20-I
C-25623-20,65
C-25942-20,100
C-25985-20,27/67 A
C-26182-20,21
C-26163-20,64G
C-26326-20,20
C-25932-20,67
C-26406-20,103
C-12199-20,62C
C-26745-20,100
C-26796-20,18
C-26877-20,22A
C-27013-20,20I
C-27154-20,20
C-27166-20,66
C-27214-20,103
C-27058-20,39
C-27304-20,21
C-27684-20,27-65
C-27769-20,21
C-27833-20,21G
C-15115-20,34S
C-19252-20,62C
C-27715-20,21
C-20329-20,65P
C-28233-20,34
C-08752-20,94
C-24041-20,34S
C-29019-20,100
C-19252-20,62C
C-28741-20,58R
C-29147-20,24
C-29278-20,21G
C-29328-20,20
C-29419-20,34S
C-09213-20,34C
C-26552-20,27-65
C-29847-20,27-67S
C-26163-20,35
C-30161-20,21G
C-29969-20,62C
C-22982-20,67A
C-30799-20,67A
C-30917-20,34 S
C-30891-20,100
C-31037-20,34 S
C-31241-20,20I
C-30452-20,37
C-31301-20,107
C-31301-20,21
C-31522-20,103D
C-31542-20,21G
C-31781-20,21G
C-31884-20,20
C-32151-20,103
C-32741-20,20
B-38044-20,62R
C-33041-20,37
C-33359-20,35
C-33939-20,94
C-34260-20,64-J
C-34388-20,56
C-34112-20,94
C-34444-20,34S
C-34865-20,21
C-27684-20,27-65
C-30404-20,67A
C-35319-20,24
C-35035-20,20
C-35964-20,22A
C-26243-20,95G
C-36494-20,21G
C-36703-20,35
C-36746-20,21
C-36572-20,34-S
C-36599-20,67 A
C-36999-20,34-S
C-37325-20,20
C-37337-20,20
C-36999-20,34S
L-34975-19,30S
C-37341-20,21G
L-34975-19,30S
C-37589-20,67B
C-37786-20,21G
C-36999-20,34S
C-38018-20,37
C-38074-20,34-S
C-27335-20,27;42
D-00468-20,20I
C-33344-20,64J
D-00676-20,20F
D-00561-20,37
D-00825-20,37
D-01092-20,30S
D-01374-20,34C
D-01491-20,30
D-01432-20,37
D-01543-20,37D
D-01092-20,30S
D-02023-20,20
C-38074-20,34-S
D-01432-20,37
D-02433-20,55
D-02681-20,62B
D-02595-20,34-C
D-03006-20,35D
C-18101-20,34S
D-03456-20,21G
D-03551-20,21G
D-03632-20,21G
C-36999-20,34-S
D-03746-20,94
D-03990-20,20/21G
D-03990-20,20
D-04051-20,34S
D-04752-20,20
D-04844-20,99
D-05495-20,30S
D-05681-20,21
D-05495-20,30S
D-05685-20,21G
D-05704-20,103F
D-05752-20,21G
D-05781-20,21 G
D-06024-20,103F
D-05913-20,62-B
D-06075-20,20
D-06504-20,94
D-06678-20,35D
C-34444-20,34S
D-00861-20,30S
D-04727-20,64G
D-04699-20,64G
D-07722-20,100
D-00814-20,103
C-37325-20,20
D-08507-20,94
D-08822-20,62B
C-14115-20,966
D-08824-20,62C
D-08988-20,62R
D-10480-20,21ID
D-09436-20,20
D-09489-20,21G
D-09542-20,94
D-09568-20,21 G
D-09425-20,94
D-09670-20,21G
D-09564-20,37
D-08005-20,37
D-10432-20,103F
D-10455-20,67S
C-14401-20,51
D-09225-20,37
D-10557-20,34S
D-10557-20,34S
D-10856-20,21G
D-10849-20,30 S
D-10911-20,34S
D-10557-20,34-S
D-11011-20,64J
D-10581-20,100
D-10581-20,34-S
D-11036-20,67
D-11011-20,64 J
D-11011-20,64J
D-11420-20,37
D-11496-20,67S
D-10374-20,30
D-11638-20,94
D-10849-20,30
D-11625-20,55
C-34479-20,34
D-12080-20,34S
D-12377-20,107
D-12655-20,20
D-09164-20,34
D-12890-20,94
D-13078-20,67A
D-11971-20,55
D-13156-20,20
D-13254-20,94
D-12080-20,34S
D-13807-20,94
D-12890-20,94
D-14076-20,107
D-14556-20,37
D-14485-20,34S
D-14556-20,37
D-14703-20,64J
D-14825-20,20I
TUPD 200248,106
D-14800-20,20
D-14575-20,64
D-14931-20,35
D-01389-20,62B
D-14485-20,34S
D-15061-20,20-I
D-15048-20,21
D-02595-20,34C
D-14226-20,100I
D-15440-20,103
D-10911-20,34-S
D-15906-20,103
D-15922-20,107
D-16069-20,67S
D-15061-20,20I
D-12080-20,34s
D-14575-20,64G
D-16431-20,103
D-08887-20,62C
D-16498-20,107
D-05495-20,30S
D-16675-20,21G
D-16674-20,21G
D-16667-20,21G
D-16723-20,21G
D-16830-20,103 F
D-16887-20,108
D-10480-20,21ID
D-14032-20,107
D-16601-20,62R
D-14575-20,64
D-17330-20,100
D-17587-20,20
D-17512-20,65P
D-17771-20,20
D-17725-20,34S
D-17872-20,103
D-18046-20,35
D-17908-20,34S
D-18001-20,100
D-18011-20,55
D-17858-20,64-G
D-18135-20,34S
D-18138-20,34S
D-18668-20,20C
D-16601-20,62R
D-18135-20,34S
D-18135-20,34s
D-18711-06,106
D-18095-20,67A
D-18932-20,103D
D-18948-20,64G
D-19071-20,106
D-18011-20,55
D-18321-20,95
D-16064-20,65P
D-05495-20,30s
D-08822-20,62B
D-20003-20,20
D-17862-20,34S
D-20285-20,20
D-20454-20,21G
D-20465-20,21G
D-20420-20,21G
D-20515-20,21 G
D-20566-20,107
D-18135-20,34 S
D-20698-20,20 I
D-20828-20,20
D-20786-20,103
D-21417-20,21F
D-21456-20,21F
D-21465-20,21F
D-21457-20,21F
D-21766-20,20
D-21786-20,37
D-21840-20,103
D-21885-20,20
D-21922-20,62 B
D-21777-20,94
D-22004-20,103 F
D-22021-20,100
D-22074-20,103
D-22161-20,30S
D-22177-20,100
D-22096-20,21R
D-22410-20,20
D-22501-20,20
D-22526-20,34s
D-21777-20,94
D-22648-20,95
D-22697-20,103
D-22564-20,37
D-22805-20,21G
D-22526-20,34-S
D-31218-20,37
D-22931-20,107
D-23359-20,34C
D-16448-20,67B
D-17725-20,30S
D-04074-20,43B
D-22526-20,34-S
D-23904-20,20
D-23965-20,20I
RTCC 11950,21ID
RTCC 11951,21ID
D-25404-20,30S
D-26067-20,103
D-24257-20,30S
D-13875-20,64-S
D-26674-20,103
D-26906-20,63
D-27428-20,67A
D-27618-20,20I
D-27797-20,20 I
D-27856-20,103
D-27922-20,94
D-27928-20,107
D-27943-20,62B
D-28072-20,94
D-28376-20,20
D-28506-20,20
D-27105-20,62C
D-27943-20,62B
D-28646-20,94
D-28698-20,64
D-28859-20,20
D-28897-20,34-S
D-28920-20,35
D-27072-20,30
D-29187-20,94
D-29131-20,34S
D-29387-20,21
D-29166-20,20
D-29461-20,27-64
D-29686-20,64K
D-29024-20,67S
D-29234-20,67A
D-14062-20,62C
D-30044-20,100
D-30102-20,34C
D-30814-20,20
D-30839-20,20
D-30949-20,21
D-27943-20,62B
D-31024-20,103F
D-31059-20,67A
D-31028-20,37
D-31325-20,20
D-29619-20,65
D-25263-20,67A
D-32117-20,18
D-32127-20,18
D-32258-20,20
D-32256-20,20
D-27943-20,62B
D-32514-20,30 S
D-32654-20,34
D-32751-20,20I
D-32814-20,21
D-32695-20,65 P
D-33026-20,35
D-33006-20,34-S
D-32988-20,62 C
D-33274-20,20
D-33470-20,20
D-14575-20,64G
D-32200-20,62C
D-33006-20,34S
D-33769-20,18
D-33844-20,18
D-25397-20,65P
D-32654-20,34
D-26609-20,42
D-33788-20,966
D-33964-20,21G
D-33988-20,21G
D-34053-20,20
D-34201-20,20
D-34493-20,65
D-32988-20,62C
D-34721-20,62C
D-13875-20,64G
D-24347-20,43B
D-34900-20,21
D-30916-20,67AR
D-35340-20,37
D-20144-20,58R
D-35901-20,67AR
D-36074-21,21
D-36201-20,20I
D-28897-20,30S
D-36361-20,100
E-00027-20,103-F
D-27072-20,30-S
E-00130-20,37
E-00344-20,35
E-00588-20,20
D-36553-20,100
E-00704-20,62R
E-00857-20,966
E-00894-20,20I
E-01228-20,64-G
E-01331-20,94
E-01936-20,18
E-01993-20,103-F
E-02186-20,103F
E-02182-20,21G
E-02297-20,20
E-02397-20,100
E-02454-20,103
E-02971-20,18
E-03121-20,103
E-03112-20,21G
E-03051-20,21G
E-03191-20,21
E-03263-20,20
E-03388-20,103
E-03393-20,35
E-03403-20,64 J
E-03508-20,103
E-03935-20,35D
E-04140-20,34S
E-04140-20,34S
E-04278-20,21G
D-24854-20,62c
E-01012-20,67
E-01077-20,55
E-05496-20,21
E-00582-20,62R
E-05650-20,21J
E-05775-20,20
E-05805-20,21G
E-05827-20,21G
C-36999-20,34-S
RTCC-12153,21
E-06535-20,100
E-06621-20,62C
E-03756-20,62C
E-06783-20,20
D-34707-20,21
D-36201-20,20I
E-07140-20,20
D-36201-20,20-I
D-29459-20,37
E-07361-20,37
E-07396-20,65
E-07396-20,65
E-07840-20,107
D-34707-20,21
D-34707-20,21
D-29049-20,37
D-31206-20,34S
E-00383-20,67A
E-08290-20,106
E-08356-20,21 G
E-08434-20,94
E-08424-20,34-S
E-08473-20,94
E-09191-20,94
E-09227-20,20
E-09135-20,67S
D-32751-20,100
E-09594-20,99
E-09622-20,27/29S
E-09976-20,21
E-10008-20,18
E-10041-20,94
E-10046-20,34-S
E-10239-20,67A
E-10516-20,20
E-10660-20,100
E-10699-20,20
E-10784-20,100-I
E-10699-20,20
E-10834-20,20-I
E-09510-20,65
E-11298-20,107
E-11340-20,106
D-29686-20,64G
E-11426-20,20
E-11468-20,20
E-11521-20,103D
E-11435-20,30S
E-11676-20,20I
E-11870-20,18
E-11878-20,21
E-12602-20,18
D-12970-20,100
E-12818-20,18
E-12675-20,107
E-12870-20,18
E-12861-20,37
E-12710-20,20
E-13181-20,30 S
E-13333-20,103
E-13352-20,18
E-13181-20,30-S
E-13405-20,103
E-13181-20,30
E-13181-20,30S
E-13615-20,18
E-13618-20,103
E-13916-20,18
E-13338-20,966
E-14187-20,21
D-34118-20,62R
D-18095-20,67A
E-14274-20,966
E-14323-20,103M
E-14335-20,966
E-14495-20,21G
E-04140-20,34-S
E-14671-20,20 I
E-14699-20,18
E-14743-20,18
E-14767-20,103
E-14776-20,18
E-14795-20,21G
E-14834-20,18
E-14847-20,34 S
E-14885-20,107
E-14836-20,56
E-14329-20,34-C
E-14860-20,64 K
RTCC-12302,21
E-15150-20,100
E-15266-20,20
E-15435-20,20
E-15439-20,34C
E-15489-20,20I
: E-15611-20,21
E-06015-20,966
E-15791-20,20
E-15805-20,20
E-15852-20,21G
E-15867-20,21G
E-15998-20,18
E-16050-20,103F
E-16157-20,21
E-16270-20,103M
E-16567-20,100
E-16592-20,20I
E-11435-20,30S
E-16746-20,20I
E-16483-20,34C
E-16817-20,67S
E-16877-20,966
E-16824-20,966
E-17000-20,20I
E-16050-20,64K
E-17100-20,21
E-13338-20,966
E-17472-20,21-F
E-17159-20,966
E-17501-20,21-F
E-17531-20,21-F
E-17208-20,67AR
E-17536-20,21-F
E-17524-20,21-F
E-17696-20,64J
D-10911-20,34S
E-17932-20,94
E-17964-20,20-I
E-18003-20,20
E-17932-20,94
E-18092-20,20-I
E-18070-20,103F
E-18120-20,20X
E-15681-20,67A
E-13283-20,67A
E-18232-20,21
E-18291-20,20
E-18303-20,94
E-18390-20,18
E-18418-20,18
E-18481-20,18
E-18275-20,30 S
E-18303-20,34-S
E-18498-20,103
E-18544,18
E-18564-20,18
E-18303-20,34-S
E-18584-20,18
E-16483-20,34 C
E-18621-20,21
E-18605-20,107
E-18666-20,103F
E-18665-20,63
E-18750-20,18
E-18767-20,21
E-18964-20,35D
E-18937-20,103
E-19204-20,18
E-19181-20,100I
E-19233-20,20
E-19227-20,103M
E-19427-20,20
E-19444-20,100I
E-19526-20,20
E-19551-20,21G
E-19627-20,94
E-19639-20,18
E-19685-20,18
E-19736-20,18
E-19757-20,21G
E-19666-20,21
E-19698-20,100-I
E-18275-20,30S
E-19816-20,18
E-19886-20,20
E-19929-20,18
E-20056-20,63
E-20089-20,18
E-20011-20,21
E-20215-20,21
E-20207-20,18
E-20268-20,107
E-20313-20,18
E-18209-20,64G
E-02479-20,62C
E-20574-20,18
E-20614-20,966
E-20490-20,37
E-20806-20,63
E-20854-20,966
E-20841-20,21G
E-20906-20,18
E-20925-20,21G
E-20937-20,21
E-20942-20,18
E-20980-20,21
E-21044-20,18
E-20982-20,21G
E-21161-20,18
E-21071-20,30-S
E-21239-20,18
E-21245-20,18
E-21256-20,18
E-21075-20,27/62R
E-21251-20,27/64G
E-21389-20,20
E-21482-20,20
E-21495-20,20I
E-19011-20,67A
E-21648-20,106
E-21677-20,20
D-26158-20,67A
E-12221-20,67A
E-21869-20,94
E-21901-20,20
E-22064-20,20
E-22263-20,34S
E-22355-20,94
E-22427-20,18
E-22645-20,18
E-21891-20,67S
E-22851-20,20
E-23067-20,20I
E-23204-20,34C
E-21251-20,27-64G
E-23415-20,20
E-23490-20,103F
E-23587-20,21G
E-23651-20,103
E-23676-20,18
E-12909-20,37
E-12859-20,37
E-23919-20,21G
E-24347-20,20
E-24269-20,63P
E-24570-20,20I
E-24672-20,103
E-18186-20,64G
E-24953-20,18
E-24910-20,20 I
E-10949-20,65 P
E-24923-20,43-MB
E-25070-20,18
E-25098-20,18
E-25101-20,103
E-25182-20,20 I
E-25187-20,35
E-25119-20,64 J
E-25344-20,103
E-25378-20,18
E-25396-20,18
E-25436-20,103
E-25443-20,103
E-25494-20,103
E-25518-20,21
E-24823-20,67A
E-25680-20,103
E-18209-20,64G
E-24823-20,67A
E-25836-20,20
E-25836-20,20
E-26003-20,21
E-09510-20,67F
RTCC-12561,24
E-25997-20,20
E-25824-20,67A
E-25824-20,67A
E-26259-20,20
E-26270-20,94
E-26439-20,18
E-26429-20,67
E-26498-20,21G
E-26636-20,18
E-26722-20,18
E-26845-20,18
E-23397-20,100
E-27176-20,20I
E-21209-20,64G
E-27380-20,100
E-27464-20,37D
E-27602-20,21
E-27609-20,20
E-27711-20,37
E-27627-20,E-27627-20
E-27666-20,100I
E-27731-20,21
E-27762-20,62A
E-27766-20,103
E-27776-20,21G
E-27800-20,1028NP
E-27805-20,21
E-28006-20,103
E-28102-20,18
E-28155-20,21
E-28154-20,103
E-28158-20,62B
"E-28448-20,",20
E-28490-20,Public Gathering
E-28470-20,20
E-28574-20,34S
E-28562-20,103M
E-28739-20,30-S
E-28937-20,21-f
E-28764-20,103
E-28735-20,20
E-28796-20,21G
E-28804-20,18
E-28788-20,103
E-28853-20,103
E-28884-20,20I
E-28894-20,62A
E-28935-20,21
E-29010-20,63
E-29124-20,99
E-26270-20,55
E-28739-20,30S
E-29257-20,56
E-29269-20,34C
E-28724-20,67A
E-29549-20,20
E-29590-20,21G
E-29633-20,107
E-29754-20,103
E-29919-20,107
E-29877-20,20I
E-29876-20,21
E-29894-20,18
E-29891-20,103
E-29895-20,21G
E-26270-20,55
E-29912-20,21G
E-29922-20,21
E-29961-20,21
E-29959-20,24
E-29978-20,21
E-29997-20,21G
E-30006-20,21
E-30124-20,21G
E-30312-20,21
E-30390-20,18
E-30646-20,20X
E-28739-20,30S
E-30764-20,20
E-28739-20,30S
E-30866-20,20
E-30928-20,103
E-31085-20,103
E-31107-20,103 F
E-30837-20,34-D
E-31153-20,18
E-31180-20,18
E-31274-20,103
E-31302-20,20I
E-31360-20,18
E-31390-20,103
E-31522-20,107
E-31777-20,20I
E-31911-20,106
E-32082-20,20
E-32169-20,20
E-32346-20,103
E-32370-20,67S
E-32404-20,18
E-32471-20,56
E-32495-20,64J
E-32460-20,34-S
E-32564-20,18
E-32552-20,21
E-30837-20,34 D
E-32897-20,103
E-32953-20,62C
E-33056-20,103D
E-11703-20,100
E-33460-20,35D
E-33801-20,20
E-33623-20,100I
E-33664-20,103M
E-33683-20,37
E-33692-20,21P
E-33728-20,103F
E-33982-2,27/67-A
E-33853-20,52F
E-34181-20,100
E-33226-20,67A
E-34253-20,103
E-34281-20,103F
E-34331-20,20I
E-34210-20,62C
E-26429-20,67
E-34541-20,21 ID
E-34620-20,107
E-33228-20,67
E-25948-20,62R
E-27158-20,62R
E-26507-20,67A
E-34203-20,64G
E-28739-20,30S
E-34809-20,20
E-34837-20,64G
E-35095-20,21-G
E-35105,103
E-34946-20,67A
E-34989-20,103
E-35008-20,20
E-35052-20,67A
E-35120-20,62R
E-35122-20,34
E-35166-20,107
E-35132-20,103D
E-35244-20,20
E-35339-20,21
E-25119-20,64J
E-35357-20,103
E-35577-20,62C
E-35555-20,56D
E-35741-20,103
E-35536-20,62C
E-35716-20,35
E-21764-20,67A
E-35741-20,65
E-35581-20,106
E-35999-20,103F
E-28739-20,30S
E-34771-20,30S
E-04587-20,30S
E-36279-20,20
E-36376-20,21 G
E-36334-20,21G
E-36383-20,94
E-36439-20,34 S
E-36490-20,103
E-36561-20,103
E-36421-20;,20
E-36759-20,20-I
E-36879-20,20X
E-36918-20,62C
E-36918-20,62C
E-36974-20,63P
E-37082-20,65
E-37108-20,18
E-37298-20,107
E-36439-20,34 S
E-37387-20,18
E-37468-20,103
E-37484-20,18
E-37517-20,21G
E-37530-20,103
E-37511-20,56
E-37593-20,64J
E-37604-20,18
E-37717-20,103F
E-37718-20,18
E-37881-20,20
E-37904-20,966
E-38032-20,66
E-38070-20,18
E-38270-20,20
E-38320-20,20
E-38229-20,30S
E-38178-20,34s
E-38424-20,21
E-19181-20,100 I
E-38491-20,21G
E-38531-20,21
E-38537-20,21 G
E-38555-20,18
E-38563-20,21G
E-38575-20,18
E-38615-20,18
E-38613-20,103
E-38637-20,18
E-38640-20,103
E-38654-20,18
E-38668-20,21G
E-36439-20,30 S
E-38692-20,21 G
E-38681-20,103 F
E-31711-20,37
F-00003-20,21
F-00059-20,18
F-00102-20,63
F-00121-20,103
F-00133-20,18
F-00120-20,21J
F-00103-20,30S
E-27176-20,20I
F-00618-20,34S
F-00618-20,34S
F-00466-20,37
F-00618-20,34S
E-25119-20,64J
F-00738-20,20
F-00873-20,62R
F-00873-20,21
F-01107-20,63P
F-00928-20,20
F-01024-20,18
F-01023-20,35D
F-01060-20,20I
F-01082-20,56
E-37593-20,64J
F-01137-20,107
F-01150-20,18
F-01178-20,100
RTCC 12897,21
F-01770-20,20
F-01566-20,20
F-01817-20,20
F-01821-20,20
F-01908-20,20
E-36334-20,21G
E-22144-20,20I
F-01932-20,67S
F-01994-20,20I
F-02051-20,20
E-37856-20,62B
F-02275-20,21
F-02272-20,21G
F-02259-20,21
F-02252-20,20
F-02358-20,20I
F-02449-20,21G
F-02505-20,103
F-02371-20,64-G
E-37593-20,64J
F-02579-20,103
F-02620-20,103D
F-02848-20,22D
F-02950-20,100I
F-03190-20,21
E-37856-20,62B
F-03241-20,63P
F-03823-20,107
F-04165-20,67A
F-02133-20,62C
F-04338-20,67AR
F-04248-20,100
E-38681-20,103F
F-04465-20,100
F-04395-20,20
F-00666-20,24
F-04571-20,63P
F-04755-20,34C
F-04775-20,103
F-04571-20,63 P
F-04707-20,103 F
F-04736-20,94
F-05320-20,21
F-05344-20,100
F-03316-20,67S
F-03367-20,67S
F-05358-20,103
F-05361-20,100
F-05492-20,20
F-05564-20,103
F-05677-20,20
F-05725-20,18
F-05915-20,21-G
F-05779-20,20
F-05784-20,20
F-05892-20,21
E-38544-20,34S
F-03630-20,34-S
F-06009-20,20
F-06052-20,35
F-06061-20,94
F-06244-20,62A
F-06300-20,103
F-06483-20,20
F-06692-20,103D
F-06729-20,20I
F-06829-20,79
F-06948-20,20
F-06972-20,35
F-07013-20,18
F-07129-20,107
F-07180-20,20
F-07256-20,62-B
Q-00039-20,62R
F-04102-20,62C
F-07914-20,20
F-03603-20,34-S
E-28728-20,30-S
F-08082-20,100
F-08438-20,18
F-08651-20,21
F-07108-20,34C
F-09170-20,21F
F-09171-20,21F
F-09181-20,21F
F-09173-20,21F
F-08858-20,67A
F-09292-20,100
F-08991-20,67
F-09340-20,30S
F-09435-20,20
F-05730-20,62C
F-09504-20,20
F-09592-20,21
F-09739-20,100
F-09909-20,107
F-09984-20,18
F-10004-20,35-D
F-10057-20,107
F-10140-20,34 S
F-10087-20,18
F-10379-20,20
F-10433-20,18
F-10588-20,100I
F-10756-20,20
E-28739-20,30S
E-28739-20,30S
F-10790-20,65P
F-10956-20,107
F-10871-20,20
F-10964-20,107
F-10142-20,34-S
F-11078-20,20
F-08991-20,67
F-11220-20,20 I
F-11292-20,103
F-11299-20,21-G
F-11307-20,37
F-11453-20,64J
F-09340-20,30S
F-12053-20,21ID
F-11453-20,64J
F-12153-20,18
F-12158-20,100I
F-12192-20,20
F-12242-20,20
F-12361-20,20I
F-12446-20,103-D
F-12452-20,99
F-12405-20,21G
F-12473-20,20
F-12646-20,37
F-12722-20,30S
F-12788-20,67-AR
F-12867-20,100I
F-12870-20,20I
F-12964-20,107
F-13066-20,63P
F-12722-20,30S
E-34707-21,103D
F-13192-20,20I
F-13240-20,20
F-13256-20,34S
F-11453-20,64J
F-13330-20,20I
F-13539-20,20
F-13524-20,21
F-13630-20,18
F-13631-20,107
F-13745-20,94
F-13779-20,34S
F-03603-20,34-S
F-14003-20,21
F-14232-20,67
F-14216-20,67
F-14542-20,63P
F-14703-20,100
F-14809-20,103-F
F-15313-20,94
F-15119-20,30S
F-15595-20,20I
F-15477-20,34S
F-04757-20,94
15850-20,20
F-15631-20,63P
F-15909-20,94
F-15766-20,62
F-15850-20,20-I
F-15844-20,67 A
R-12345-20,21
F-16336-20,20
F-16401-20,94
F-16429-20,100
F-17151-20,30-S
F-13002-20,67
F-17091-20,64 G
F-15171-20,30-S
F-17248-20,21 G
F-17398-20,35 D
F-17367-20,30-S
F-17697-20,20
F-17639-20,64J
F-17767-20,20I
F-15012-20,34S
F-17816-20,103
F-17797-20,103M
F-18122-20,103M
F-15631-20,63P
F-18182-20,38D
F-18224-20,35D
F-18182-20,38D
F-18317-20,30S
F-18431-20,20
F-18501-20,94
F-18510-20,100
F-18552-20,21
F-18582-20,65
F-18501-20,94
F-18673-20,103
F-18828-20,64-J
F-18868-20,103
F-18705-20,20
F-18785-20,103
F-18948-20,106
F-19243-20,100
F-19330-20,20
F-15909-20,94
F-19392-20,20
F-17767-20,20I
F-19436-20,20
F-18647-20,64J
F-19566-20,21
F-19650-20,20
F-19585-20,100
F-19634-20,64G
F-19876-20,20
F-19857-20,103M
F-19904-20,103F
F-18828-20,64-J
F-19984-20,64-G
F-20110-20,107
F-20265-20,18
F-20395-20,55
F-15012-20,34S
F-15092-20,64G
E-32014-20,100I
F-19338-20,67S
F-20883-20,64J
F-20671-20,37
F-20791-20,21
F-21489-20,64 G
F-21598-20,35 D
F-21633-20,67
F-21603-20,62-C
F-21712-20,55
F-21836-20,94
F-21164-20,64G
E-28739-20,30S
F-22242-20,20X
F-22267-20,34S
F-15012-20,34S
F-21758-20,62C
F-22205-20,34 S
F-22388-20,67-A
F-15012-20,34-S
F-22267-20,34-S
F-21758-20,62-C
F-22717-20,63
F-22844-20,103 F
"F-23348-20,45",45
F-23774-20,20I
F-23745-20,34S
F-23823-20,20I
F-23987-20,21
F-24242-20,20I
F-24304-20,64G
F-09214-20,100
F-24502-20,94
F-24630-20,30S
F-24820-20,20
F-24895-20,20
F-24247-20,37
F-24920-20,21
F-24955-20,21
F-24940-20,100I
F-24985-20,21G
F-25009-20,20I
F-25036-20,20
F-25138-20,35
F-25158-20,20
F-25175-20,107
F-25154-20,21G
F-25289-20,67AR
F-25353-20,103
F-25589-20,21
F-28610-20,911
F-25796-20,20
F-25799-20,20I
F-25794-20,34S
F-25868-20,20
F-25873-20,20
F-25969-20,34S
F-20639-20,67A
F-24955-20,21
F-20639-20,94
F-24955-20,21
F-26182-20,103F
F-26219-20,103
F-26301-20,20
F-26375-20,103F
F-26412-20,34S
F-26453-20,94
F-26613-20,21
F-26361-20,100
F-26656-20,21
F-26645-20,20I
F-26862-20,100I
F-26930-20,65J
F-22160-20,67
F-27029-20,94
F-25256-20,20F
F-27098-20,20
F-22877-20,67A
F-15633-20,67A
F-12722-20,30S
F-27298-20,20
F-27400-20,100 I
F-27595-20,37
F-28092-20,18
F-28132-20,20
F-28030-20,37
F-28141-20,29U
F-28265-20,107
F-28296-20,100I
F-20671-20,37
F-28228-20,29U
F-22267-20,34S
F-28570-20,94
F-28557-20,21
F-28575-20,34S
F-28604-20,20
F-28662-20,20
F-28678-20,24
F-28662-20,20
F-28997-20,37
F-28999-20,21
F-29114-20,103 F
F-29476-20,21F
F-19965-20,67A
F-29629-20,94
F-29159-20,64J
F-29673-20,30S
F-29836-20,20
F-28078-20,55
F-28078-20,55
F-30038-20,20I
F-30049-20,21G
F-30013-20,100
F-29993-20,100
F-28240-20,55
F-30107-20,20-I
F-24791-20,30-S
F-30184-20,21G
F-30347-20,37
F-30432-20,20
F-30762-20,20
F-31029-20,24
F-31034-20,56D
F-31022-20,20
F-28527-20,64J
F-28055-20,62
F-01232-20,62C
F-31209-20,107
F-31212-20,94
F-31457-20,20
F-31496-20,103
F-16229-20,65
F-31619-20,21G
F-31683-20,20I
F-31746-20,24
F-31746-20,24
F-32068-20,63P
F-32204-20,103
F-32246-20,20
F-32189-20,21
F-30834-20,21ID
F-26253-20,62C
F-32609-20,21
F-32148-20,62R
F-32764-20,63 P
F-32857-20,21G
F-24307-20,55
F-32981-20,21G
F-32991-20,21 G
F-33018-20,107
F-33066-20,21G
F-33077-20,20
F-33073-20,21G
F-33081-20,21-G
F-32994-20,67-A
F-33052-20,64-J
F-33302-20,18
F-33338-20,34S
F-33317-20,94
F-33364-20,21
F-33317-20,108
F-33252-20,27-64G
F-33533-20,21
F-33815-20,18
F-33930-20,18
F-33885-20,21P
F-33252-20,27/64 G
F-33936-20,20
F-33977-20,103 F
F-34098-20,21G
F-34102-20,21G
F-34138-20,21 G
F-34209-20,21
F-34296-20,108
F-34177-20,100-I
F-34236-20,34 S
F-34265-20,30-S
F-34475-20,100
F-34616-20,103
F-34716-20,20I
F-34782-20,35
