occurred_date_time,latitude,longitude,hour,item_number,disposition,occurred_date,occurred_time
2018-01-08 16:30:00,29.9488665,-90.0893422,16,d2077118,CLOSED,2018-01-08,16:30:00
2018-01-08 16:30:00,29.9488665,-90.0893422,16,d2077118,CLOSED,2018-01-08,16:30:00
2018-01-26 02:00:00,29.9658235,-90.03638149999999,2,e1274818,OPEN,2018-01-26,02:00:00
2018-01-26 02:00:00,30.0721789,-89.9435642,2,l2194418,OPEN,2018-01-26,02:00:00
2018-01-26 02:00:00,30.0721789,-89.9435642,2,l2194418,OPEN,2018-01-26,02:00:00
2018-01-26 02:00:00,30.0721789,-89.9435642,2,l2194418,OPEN,2018-01-26,02:00:00
2018-02-17 11:33:00,30.0721789,-89.9435642,11,l2194418,OPEN,2018-02-17,11:33:00
2018-02-17 11:33:00,29.9293911,-90.0920491,11,j3237918,CLOSED,2018-02-17,11:33:00
2018-03-15 07:40:00,29.9809617,-90.1139965,7,g3552218,CLOSED,2018-03-15,07:40:00
2018-03-28 04:00:00,29.9809617,-90.1139965,4,g3552218,CLOSED,2018-03-28,04:00:00
2018-03-28 11:09:00,29.9538224,-90.0892731,11,e0567318,OPEN,2018-03-28,11:09:00
2018-03-28 11:09:00,29.9799705,-90.0404911,11,e1466618,OPEN,2018-03-28,11:09:00
2018-03-28 11:09:00,29.9799705,-90.0404911,11,e1466618,OPEN,2018-03-28,11:09:00
2018-03-28 11:09:00,29.9547116,-90.069155,11,i3041618,CLOSED,2018-03-28,11:09:00
2018-03-29 01:47:00,29.98787,-90.06428,1,h1008618,OPEN,2018-03-29,01:47:00
2018-04-01 04:30:00,29.98787,-90.06428,4,h1008618,OPEN,2018-04-01,04:30:00
2018-04-01 15:35:00,29.98787,-90.06428,15,h1008618,OPEN,2018-04-01,15:35:00
2018-04-02 01:00:00,29.98787,-90.06428,1,h1008618,OPEN,2018-04-02,01:00:00
2018-04-02 03:00:00,29.98787,-90.06428,3,h1008618,OPEN,2018-04-02,03:00:00
2018-04-03 23:40:00,29.9921256,-90.0541057,23,d2635218,CLOSED,2018-04-03,23:40:00
2018-04-04 02:30:00,29.9921256,-90.0541057,2,d2635218,CLOSED,2018-04-04,02:30:00
2018-04-04 02:30:00,29.9921256,-90.0541057,2,d2635218,CLOSED,2018-04-04,02:30:00
2018-04-04 03:00:00,29.9921256,-90.0541057,3,d2635218,CLOSED,2018-04-04,03:00:00
2018-04-04 22:40:00,29.9921256,-90.0541057,22,d2635218,CLOSED,2018-04-04,22:40:00
2018-04-06 14:07:00,29.9921256,-90.0541057,14,d2635218,CLOSED,2018-04-06,14:07:00
2018-04-07 01:35:00,29.9921256,-90.0541057,1,d2635218,CLOSED,2018-04-07,01:35:00
2018-04-07 16:00:00,29.9670716,-90.0179487,16,e1605118,OPEN,2018-04-07,16:00:00
2018-04-07 16:00:00,29.944205,-90.08645,16,e1373418,OPEN,2018-04-07,16:00:00
2018-04-07 16:00:00,29.9547116,-90.069155,16,e0571318,CLOSED,2018-04-07,16:00:00
2018-04-07 16:00:00,29.9547116,-90.069155,16,e1315118,CLOSED,2018-04-07,16:00:00
2018-04-09 05:43:00,29.9547116,-90.069155,5,e1315118,CLOSED,2018-04-09,05:43:00
2018-04-09 11:09:00,29.9547116,-90.069155,11,e1315118,CLOSED,2018-04-09,11:09:00
2018-04-09 21:00:00,29.9547116,-90.069155,21,e1315118,CLOSED,2018-04-09,21:00:00
2018-04-09 21:00:00,29.9547116,-90.069155,21,e1315118,CLOSED,2018-04-09,21:00:00
2018-04-10 15:07:00,29.9547116,-90.069155,15,e1315118,CLOSED,2018-04-10,15:07:00
2018-04-10 15:07:00,29.9352628,-90.0787053,15,e1480918,OPEN,2018-04-10,15:07:00
2018-04-10 15:07:00,29.9352628,-90.0787053,15,e1480918,OPEN,2018-04-10,15:07:00
2018-04-11 13:15:00,29.9352628,-90.0787053,13,e1480918,OPEN,2018-04-11,13:15:00
2018-04-11 13:15:00,29.9352628,-90.0787053,13,e1480918,OPEN,2018-04-11,13:15:00
2018-04-11 13:15:00,29.964377,-90.040264,13,l3404618,OPEN,2018-04-11,13:15:00
2018-04-11 13:15:00,29.964377,-90.040264,13,l3404618,OPEN,2018-04-11,13:15:00
2018-04-11 13:15:00,29.9621978,-90.06700409999999,13,i3615518,OPEN,2018-04-11,13:15:00
2018-04-11 13:15:00,29.9621978,-90.06700409999999,13,i3615518,OPEN,2018-04-11,13:15:00
2018-04-11 14:52:00,29.9151582,-89.9929658,14,e1518618,OPEN,2018-04-11,14:52:00
2018-04-11 14:52:00,29.9266718,-90.1008088,14,e1601818,OPEN,2018-04-11,14:52:00
2018-04-11 14:52:00,29.9266718,-90.1008088,14,e1601818,OPEN,2018-04-11,14:52:00
2018-04-11 14:52:00,29.9768501,-90.0717871,14,i3544218,OPEN,2018-04-11,14:52:00
2018-04-11 21:05:00,29.9427937,-90.0947769,21,l2059318,CLOSED,2018-04-11,21:05:00
2018-04-11 21:15:00,30.0091673,-90.0838176,21,d0076618,OPEN,2018-04-11,21:15:00
2018-04-13 01:20:00,29.9528225,-90.06636460000001,1,i0222118,OPEN,2018-04-13,01:20:00
2018-04-13 01:20:00,29.9528225,-90.06636460000001,1,i0222118,OPEN,2018-04-13,01:20:00
2018-04-13 02:50:00,29.9528225,-90.06636460000001,2,i0222118,OPEN,2018-04-13,02:50:00
2018-04-13 04:42:00,29.9528225,-90.06636460000001,4,i0222118,OPEN,2018-04-13,04:42:00
2018-04-13 04:42:00,29.9528225,-90.06636460000001,4,i0222118,OPEN,2018-04-13,04:42:00
2018-04-13 23:05:00,29.961054,-90.0347944,23,h0551318,OPEN,2018-04-13,23:05:00
2018-04-14 09:37:00,29.961054,-90.0347944,9,h0551318,OPEN,2018-04-14,09:37:00
2018-04-14 09:37:00,29.961054,-90.0347944,9,h0551318,OPEN,2018-04-14,09:37:00
2018-04-14 09:37:00,29.9280449,-90.02920639999999,9,e2076018,OPEN,2018-04-14,09:37:00
2018-04-14 14:15:00,29.9280449,-90.02920639999999,14,e2076018,OPEN,2018-04-14,14:15:00
2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,OPEN,2018-04-14,14:15:00
2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,OPEN,2018-04-14,14:15:00
2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,OPEN,2018-04-14,14:15:00
2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,OPEN,2018-04-14,14:15:00
2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,OPEN,2018-04-14,14:15:00
2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,OPEN,2018-04-14,14:15:00
2018-04-14 14:15:00,29.9547116,-90.069155,14,i2174418,OPEN,2018-04-14,14:15:00
2018-04-14 14:15:00,29.9547116,-90.069155,14,i2174418,OPEN,2018-04-14,14:15:00
2018-04-14 14:15:00,30.0761631,-89.8589764,14,d2055418,CLOSED,2018-04-14,14:15:00
2018-04-15 22:42:00,29.94531,-90.022219,22,i3348818,OPEN,2018-04-15,22:42:00
2018-04-16 14:09:00,29.9043332,-89.9923507,14,l2198518,CLOSED,2018-04-16,14:09:00
2018-04-17 04:00:00,29.9043332,-89.9923507,4,l2198518,CLOSED,2018-04-17,04:00:00
2018-04-17 09:00:00,29.9043332,-89.9923507,9,l2198518,CLOSED,2018-04-17,09:00:00
2018-04-17 09:00:00,29.9043332,-89.9923507,9,l2198518,CLOSED,2018-04-17,09:00:00
2018-04-17 09:00:00,29.9043332,-89.9923507,9,l2198518,CLOSED,2018-04-17,09:00:00
2018-04-17 20:10:00,29.9599205,-90.0113436,20,i3688518,OPEN,2018-04-17,20:10:00
2018-04-17 20:10:00,29.9599205,-90.0113436,20,i3688518,OPEN,2018-04-17,20:10:00
2018-04-17 20:10:00,29.9404877,-90.0202054,20,d2674818,OPEN,2018-04-17,20:10:00
2018-04-17 22:25:00,29.9404877,-90.0202054,22,d2674818,OPEN,2018-04-17,22:25:00
2018-04-17 22:25:00,30.0127901,-90.0195342,22,i1890818,CLOSED,2018-04-17,22:25:00
2018-04-18 00:40:00,29.9547116,-90.069155,0,l2935618,OPEN,2018-04-18,00:40:00
2018-04-18 00:40:00,29.9547116,-90.069155,0,l2935618,OPEN,2018-04-18,00:40:00
2018-04-18 01:00:00,29.9547116,-90.069155,1,l2935618,OPEN,2018-04-18,01:00:00
2018-04-18 04:52:00,29.9547116,-90.069155,4,l2935618,OPEN,2018-04-18,04:52:00
2018-04-18 04:52:00,29.9707601,-90.0795922,4,e0492218,CLOSED,2018-04-18,04:52:00
2018-04-18 12:04:00,29.9707601,-90.0795922,12,e0492218,CLOSED,2018-04-18,12:04:00
2018-04-18 14:30:00,29.9809261,-90.0814592,14,d2570418,CLOSED,2018-04-18,14:30:00
2018-04-18 15:37:00,30.0318331,-90.0019775,15,e0378718,OPEN,2018-04-18,15:37:00
2018-04-18 22:15:00,29.967587,-90.086426,22,e1960018,OPEN,2018-04-18,22:15:00
2018-04-19 19:55:00,29.967587,-90.086426,19,e1960018,OPEN,2018-04-19,19:55:00
2018-04-20 00:00:00,29.967587,-90.086426,0,e1960018,OPEN,2018-04-20,00:00:00
2018-04-20 00:00:00,29.967587,-90.086426,0,e1960018,OPEN,2018-04-20,00:00:00
2018-04-20 09:38:00,29.9547116,-90.069155,9,e2682518,OPEN,2018-04-20,09:38:00
2018-04-21 01:50:00,29.9776514,-90.0767059,1,e2595018,CLOSED,2018-04-21,01:50:00
2018-04-21 01:50:00,30.027116,-89.992026,1,d2292318,CLOSED,2018-04-21,01:50:00
2018-04-21 04:00:00,29.9784841,-90.0838403,4,e0304218,OPEN,2018-04-21,04:00:00
2018-04-21 04:00:00,29.9898281,-90.0715699,4,e2521818,OPEN,2018-04-21,04:00:00
2018-04-21 04:00:00,29.9362305,-90.1183137,4,e2605718,OPEN,2018-04-21,04:00:00
2018-04-21 04:00:00,29.9362305,-90.1183137,4,e2605718,OPEN,2018-04-21,04:00:00
2018-04-21 04:00:00,29.9362305,-90.1183137,4,e2605718,OPEN,2018-04-21,04:00:00
2018-04-21 04:00:00,29.9362305,-90.1183137,4,e2605718,OPEN,2018-04-21,04:00:00
2018-04-22 00:33:00,29.9362305,-90.1183137,0,e2605718,OPEN,2018-04-22,00:33:00
2018-04-22 01:45:00,29.9362305,-90.1183137,1,e2605718,OPEN,2018-04-22,01:45:00
2018-04-22 01:45:00,30.055529,-89.95895999999999,1,i3314318,OPEN,2018-04-22,01:45:00
2018-04-22 02:45:00,30.055529,-89.95895999999999,2,i3314318,OPEN,2018-04-22,02:45:00
2018-04-22 11:00:00,30.055529,-89.95895999999999,11,i3314318,OPEN,2018-04-22,11:00:00
2018-04-22 11:00:00,30.055529,-89.95895999999999,11,i3314318,OPEN,2018-04-22,11:00:00
2018-04-22 14:30:00,29.970529,-90.1204105,14,i1076318,CLOSED,2018-04-22,14:30:00
2018-04-22 16:25:00,29.9547116,-90.069155,16,e2470318,CLOSED,2018-04-22,16:25:00
2018-04-22 16:25:00,29.9718607,-90.03897,16,d2859018,OPEN,2018-04-22,16:25:00
2018-04-22 16:25:00,29.9547116,-90.069155,16,l0288518,OPEN,2018-04-22,16:25:00
2018-04-22 16:25:00,29.9547116,-90.069155,16,l0288518,OPEN,2018-04-22,16:25:00
2018-04-22 16:25:00,30.013297,-90.0747578,16,d2128718,CLOSED,2018-04-22,16:25:00
2018-04-22 16:25:00,29.9587961,-90.1172672,16,i3512618,OPEN,2018-04-22,16:25:00
2018-04-22 16:25:00,29.9587961,-90.1172672,16,i3512618,OPEN,2018-04-22,16:25:00
2018-04-22 22:10:00,29.9984885,-90.0500148,22,e2774718,OPEN,2018-04-22,22:10:00
2018-04-22 22:10:00,29.9984885,-90.0500148,22,e2774718,OPEN,2018-04-22,22:10:00
2018-04-22 22:10:00,29.9984885,-90.0500148,22,e2774718,OPEN,2018-04-22,22:10:00
2018-04-22 23:20:00,29.9984885,-90.0500148,23,e2774718,OPEN,2018-04-22,23:20:00
2018-04-22 23:20:00,29.9392017,-90.0866475,23,e2827218,CLOSED,2018-04-22,23:20:00
2018-04-23 01:00:00,29.9392017,-90.0866475,1,e2827218,CLOSED,2018-04-23,01:00:00
2018-04-23 02:00:00,30.027116,-89.992026,2,i2115918,CLOSED,2018-04-23,02:00:00
2018-04-23 02:00:00,30.027116,-89.992026,2,i2115918,CLOSED,2018-04-23,02:00:00
2018-04-24 14:10:00,30.027116,-89.992026,14,i2115918,CLOSED,2018-04-24,14:10:00
2018-04-24 19:36:00,30.027116,-89.992026,19,i2115918,CLOSED,2018-04-24,19:36:00
2018-04-24 19:36:00,30.0258175,-90.0011773,19,i3012318,OPEN,2018-04-24,19:36:00
2018-04-24 19:36:00,30.0258175,-90.0011773,19,i3012318,OPEN,2018-04-24,19:36:00
2018-04-25 01:47:00,30.0258175,-90.0011773,1,i3012318,OPEN,2018-04-25,01:47:00
2018-04-25 01:47:00,30.0258175,-90.0011773,1,i3012318,OPEN,2018-04-25,01:47:00
2018-04-25 01:47:00,30.0258175,-90.0011773,1,i3012318,OPEN,2018-04-25,01:47:00
2018-04-25 21:17:00,30.0258175,-90.0011773,21,i3012318,OPEN,2018-04-25,21:17:00
2018-04-25 21:17:00,30.0258175,-90.0011773,21,i3012318,OPEN,2018-04-25,21:17:00
2018-04-26 15:00:00,30.0258175,-90.0011773,15,i3012318,OPEN,2018-04-26,15:00:00
2018-04-26 17:15:00,30.0258175,-90.0011773,17,i3012318,OPEN,2018-04-26,17:15:00
2018-04-26 23:25:00,30.0258175,-90.0011773,23,i3012318,OPEN,2018-04-26,23:25:00
2018-04-26 23:25:00,30.0258175,-90.0011773,23,i3012318,OPEN,2018-04-26,23:25:00
2018-04-26 23:25:00,30.0258175,-90.0011773,23,i3012318,OPEN,2018-04-26,23:25:00
2018-04-26 23:25:00,30.0258175,-90.0011773,23,i3012318,OPEN,2018-04-26,23:25:00
2018-04-28 01:00:00,30.0258175,-90.0011773,1,i3012318,OPEN,2018-04-28,01:00:00
2018-04-28 01:00:00,30.0258175,-90.0011773,1,i3012318,OPEN,2018-04-28,01:00:00
2018-04-28 01:45:00,29.9316704,-90.0174135,1,e3440418,OPEN,2018-04-28,01:45:00
2018-04-28 01:45:00,29.9316704,-90.0174135,1,e3440418,OPEN,2018-04-28,01:45:00
2018-04-28 01:45:00,29.9316704,-90.0174135,1,e3440418,OPEN,2018-04-28,01:45:00
2018-04-28 01:45:00,29.9316704,-90.0174135,1,e3440418,OPEN,2018-04-28,01:45:00
2018-04-28 01:45:00,29.9629228,-90.1240107,1,e2993818,OPEN,2018-04-28,01:45:00
2018-04-28 01:45:00,29.9629228,-90.1240107,1,e2993818,OPEN,2018-04-28,01:45:00
2018-04-28 01:45:00,29.9629228,-90.1240107,1,e2993818,OPEN,2018-04-28,01:45:00
2018-04-28 01:45:00,29.9629228,-90.1240107,1,e2993818,OPEN,2018-04-28,01:45:00
2018-04-28 01:45:00,29.9885897,-90.0620161,1,e3546518,OPEN,2018-04-28,01:45:00
2018-04-28 01:45:00,29.9885897,-90.0620161,1,e3546518,OPEN,2018-04-28,01:45:00
2018-04-28 04:30:00,29.9885897,-90.0620161,4,e3546518,OPEN,2018-04-28,04:30:00
2018-04-28 18:19:00,29.9547116,-90.069155,18,d1599418,CLOSED,2018-04-28,18:19:00
2018-04-28 18:19:00,29.9386565,-90.0358744,18,e3432818,OPEN,2018-04-28,18:19:00
2018-04-29 01:50:00,29.9355522,-90.0246302,1,l3083618,OPEN,2018-04-29,01:50:00
2018-04-29 03:03:00,29.9355522,-90.0246302,3,l3083618,OPEN,2018-04-29,03:03:00
2018-04-29 14:10:00,29.9461739,-90.1197572,14,i0413218,OPEN,2018-04-29,14:10:00
2018-05-01 00:00:00,29.930204,-90.0192769,0,i0323118,OPEN,2018-05-01,00:00:00
2018-05-02 12:54:00,29.930204,-90.0192769,12,i0323118,OPEN,2018-05-02,12:54:00
2018-05-02 12:54:00,29.930204,-90.0192769,12,i0323118,OPEN,2018-05-02,12:54:00
2018-05-02 12:54:00,29.930204,-90.0192769,12,i0323118,OPEN,2018-05-02,12:54:00
2018-05-02 12:54:00,29.9547116,-90.069155,12,d3468818,CLOSED,2018-05-02,12:54:00
2018-05-03 02:00:00,29.9712212,-90.06295709999999,2,e1174018,OPEN,2018-05-03,02:00:00
2018-05-03 06:50:00,29.936456,-90.026733,6,e0936618,CLOSED,2018-05-03,06:50:00
2018-05-03 15:30:00,29.936456,-90.026733,15,e0936618,CLOSED,2018-05-03,15:30:00
2018-05-03 16:44:00,29.936456,-90.026733,16,e0936618,CLOSED,2018-05-03,16:44:00
2018-05-03 16:44:00,29.936456,-90.026733,16,e0936618,CLOSED,2018-05-03,16:44:00
2018-05-03 16:44:00,29.9695151,-90.0838153,16,e3592518,OPEN,2018-05-03,16:44:00
2018-05-03 16:44:00,29.9695151,-90.0838153,16,e3592518,OPEN,2018-05-03,16:44:00
2018-05-03 16:44:00,29.9695151,-90.0838153,16,e3592518,OPEN,2018-05-03,16:44:00
2018-05-03 16:44:00,29.9538711,-90.0698991,16,j0048918,OPEN,2018-05-03,16:44:00
2018-05-03 21:11:00,29.9538711,-90.0698991,21,j0048918,OPEN,2018-05-03,21:11:00
2018-05-03 21:11:00,29.9538711,-90.0698991,21,e3341218,OPEN,2018-05-03,21:11:00
2018-05-03 23:34:00,29.9538711,-90.0698991,23,e3341218,OPEN,2018-05-03,23:34:00
2018-05-03 23:34:00,29.9538711,-90.0698991,23,e3341218,OPEN,2018-05-03,23:34:00
2018-05-03 23:50:00,29.9538711,-90.0698991,23,e3341218,OPEN,2018-05-03,23:50:00
2018-05-03 23:50:00,29.9538711,-90.0698991,23,e3341218,OPEN,2018-05-03,23:50:00
2018-05-03 23:50:00,29.9538711,-90.0698991,23,e3341218,OPEN,2018-05-03,23:50:00
2018-05-03 23:50:00,29.969793,-90.1057635,23,g0605318,OPEN,2018-05-03,23:50:00
2018-05-04 15:05:00,29.9528731,-90.1317272,15,d1304218,OPEN,2018-05-04,15:05:00
2018-05-05 02:30:00,29.9581685,-90.097431,2,e3426018,CLOSED,2018-05-05,02:30:00
2018-05-05 04:00:00,29.9266718,-90.1008088,4,d1802618,CLOSED,2018-05-05,04:00:00
2018-05-05 04:48:00,29.9587961,-90.1172672,4,e3702318,OPEN,2018-05-05,04:48:00
2018-05-05 10:30:00,29.9587961,-90.1172672,10,e3702318,OPEN,2018-05-05,10:30:00
2018-05-05 10:30:00,29.947339,-90.1281357,10,e3749618,OPEN,2018-05-05,10:30:00
2018-05-05 17:17:00,29.9380076,-90.0413713,17,d0790918,OPEN,2018-05-05,17:17:00
2018-05-06 02:00:00,29.967587,-90.086426,2,e3734218,OPEN,2018-05-06,02:00:00
2018-05-06 02:00:00,29.9361026,-90.0851819,2,e3594018,OPEN,2018-05-06,02:00:00
2018-05-06 02:00:00,29.9361026,-90.0851819,2,e3594018,OPEN,2018-05-06,02:00:00
2018-05-06 03:00:00,29.9361026,-90.0851819,3,e3594018,OPEN,2018-05-06,03:00:00
2018-05-06 03:30:00,29.9361026,-90.0851819,3,e3594018,OPEN,2018-05-06,03:30:00
2018-05-06 03:30:00,29.9390577,-90.0945582,3,e0359818,CLOSED,2018-05-06,03:30:00
2018-05-06 03:30:00,29.9390577,-90.0945582,3,e0359818,CLOSED,2018-05-06,03:30:00
2018-05-06 03:30:00,29.9390577,-90.0945582,3,e0359818,CLOSED,2018-05-06,03:30:00
2018-05-06 11:06:00,29.9390577,-90.0945582,11,e0359818,CLOSED,2018-05-06,11:06:00
2018-05-06 11:06:00,29.9390577,-90.0945582,11,e0359818,CLOSED,2018-05-06,11:06:00
2018-05-08 08:40:00,29.9390577,-90.0945582,8,e0359818,CLOSED,2018-05-08,08:40:00
2018-05-08 08:40:00,29.969779,-90.0395958,8,f0079718,OPEN,2018-05-08,08:40:00
2018-05-08 08:40:00,29.969779,-90.0395958,8,f0079718,OPEN,2018-05-08,08:40:00
2018-05-08 08:40:00,29.9672124,-90.0331624,8,f0199418,OPEN,2018-05-08,08:40:00
2018-05-09 02:33:00,29.9292568,-90.0953593,2,f0217018,OPEN,2018-05-09,02:33:00
2018-05-09 21:00:00,29.9223387,-90.1078948,21,j3234618,OPEN,2018-05-09,21:00:00
2018-05-10 00:00:00,29.9223387,-90.1078948,0,j3234618,OPEN,2018-05-10,00:00:00
2018-05-10 18:07:00,30.0065753,-90.118539,18,i3807918,OPEN,2018-05-10,18:07:00
2018-05-11 00:05:00,30.0065753,-90.118539,0,i3807918,OPEN,2018-05-11,00:05:00
2018-05-11 00:05:00,29.9580265,-90.085768,0,f0274918,OPEN,2018-05-11,00:05:00
2018-05-11 00:05:00,29.9580265,-90.085768,0,f0274918,OPEN,2018-05-11,00:05:00
2018-05-11 00:05:00,29.9547116,-90.069155,0,j0017618,OPEN,2018-05-11,00:05:00
2018-05-11 00:05:00,29.9547116,-90.069155,0,j0017618,OPEN,2018-05-11,00:05:00
2018-05-11 00:05:00,29.9547116,-90.069155,0,j0017618,OPEN,2018-05-11,00:05:00
2018-05-11 10:00:00,29.9547116,-90.069155,10,j0017618,OPEN,2018-05-11,10:00:00
2018-05-11 10:00:00,29.9547116,-90.069155,10,j0017618,OPEN,2018-05-11,10:00:00
2018-05-11 12:31:00,29.9547116,-90.069155,12,j0017618,OPEN,2018-05-11,12:31:00
2018-05-12 03:30:00,29.9547116,-90.069155,3,j0017618,OPEN,2018-05-12,03:30:00
2018-05-12 03:30:00,29.9547116,-90.069155,3,j0017618,OPEN,2018-05-12,03:30:00
2018-05-12 05:22:00,29.9587961,-90.1172672,5,f0298618,OPEN,2018-05-12,05:22:00
2018-05-12 05:45:00,29.9587961,-90.1172672,5,f0298618,OPEN,2018-05-12,05:45:00
2018-05-12 05:45:00,29.9690663,-90.0865692,5,f0706418,OPEN,2018-05-12,05:45:00
2018-05-12 05:45:00,29.9690663,-90.0865692,5,f0706418,OPEN,2018-05-12,05:45:00
2018-05-12 05:45:00,29.9350037,-90.0756419,5,d0482018,OPEN,2018-05-12,05:45:00
2018-05-12 16:00:00,29.9350037,-90.0756419,16,d0482018,OPEN,2018-05-12,16:00:00
2018-05-13 03:40:00,29.9363219,-90.0776671,3,f0416318,OPEN,2018-05-13,03:40:00
2018-05-13 04:00:00,29.9363219,-90.0776671,4,f0416318,OPEN,2018-05-13,04:00:00
2018-05-13 04:00:00,29.9363219,-90.0776671,4,f0416318,OPEN,2018-05-13,04:00:00
2018-05-13 09:50:00,30.0212488,-90.0227379,9,e3986418,OPEN,2018-05-13,09:50:00
2018-05-13 17:19:00,29.9274023,-90.0864316,17,l0935618,OPEN,2018-05-13,17:19:00
2018-05-13 17:19:00,30.0212488,-90.0227379,17,g3034918,OPEN,2018-05-13,17:19:00
2018-05-16 02:00:00,29.9934345,-90.0661722,2,e1634018,CLOSED,2018-05-16,02:00:00
2018-05-16 02:00:00,29.9934345,-90.0661722,2,e1634018,CLOSED,2018-05-16,02:00:00
2018-05-16 02:48:00,29.943336,-90.052053,2,i2519518,CLOSED,2018-05-16,02:48:00
2018-05-16 02:48:00,29.943336,-90.052053,2,i2519518,CLOSED,2018-05-16,02:48:00
2018-05-16 02:48:00,29.943336,-90.052053,2,i2519518,CLOSED,2018-05-16,02:48:00
2018-05-16 02:48:00,29.943336,-90.052053,2,i2519518,CLOSED,2018-05-16,02:48:00
2018-05-16 10:22:00,29.943336,-90.052053,10,i2519518,CLOSED,2018-05-16,10:22:00
2018-05-16 10:22:00,29.943336,-90.052053,10,i2519518,CLOSED,2018-05-16,10:22:00
2018-05-16 10:22:00,29.9592653,-90.0704119,10,i2262618,CLOSED,2018-05-16,10:22:00
2018-05-18 14:28:00,29.9592653,-90.0704119,14,i2262618,CLOSED,2018-05-18,14:28:00
2018-05-18 14:28:00,29.9961848,-90.0710402,14,e1585918,CLOSED,2018-05-18,14:28:00
2018-05-18 14:28:00,29.9743819,-90.0402887,14,e3354518,OPEN,2018-05-18,14:28:00
2018-05-18 14:28:00,29.9594343,-90.070663,14,f1236018,OPEN,2018-05-18,14:28:00
2018-05-18 14:28:00,29.9594343,-90.070663,14,f1236018,OPEN,2018-05-18,14:28:00
2018-05-18 14:28:00,29.9594343,-90.070663,14,f1236018,OPEN,2018-05-18,14:28:00
2018-05-18 14:28:00,29.9594343,-90.070663,14,f1236018,OPEN,2018-05-18,14:28:00
2018-05-18 14:28:00,29.9594343,-90.070663,14,f1236018,OPEN,2018-05-18,14:28:00
2018-05-18 14:28:00,29.9594343,-90.070663,14,f1236018,OPEN,2018-05-18,14:28:00
2018-05-18 14:28:00,29.9547116,-90.069155,14,i3082218,OPEN,2018-05-18,14:28:00
2018-05-19 07:00:00,29.9151582,-89.9929658,7,f0993818,OPEN,2018-05-19,07:00:00
2018-05-19 17:00:00,29.9151582,-89.9929658,17,f0993818,OPEN,2018-05-19,17:00:00
2018-05-19 22:30:00,29.944997,-90.079105,22,j1637918,OPEN,2018-05-19,22:30:00
2018-05-19 22:30:00,29.944997,-90.079105,22,j1637918,OPEN,2018-05-19,22:30:00
2018-05-20 02:30:00,29.944997,-90.079105,2,j1637918,OPEN,2018-05-20,02:30:00
2018-05-20 16:27:00,29.944997,-90.079105,16,j1637918,OPEN,2018-05-20,16:27:00
2018-05-20 23:15:00,29.944997,-90.079105,23,j1637918,OPEN,2018-05-20,23:15:00
2018-05-20 23:15:00,29.944997,-90.079105,23,j1637918,OPEN,2018-05-20,23:15:00
2018-05-20 23:15:00,29.9386892,-90.0890123,23,f0735718,OPEN,2018-05-20,23:15:00
2018-05-20 23:15:00,29.9547116,-90.069155,23,l1450018,OPEN,2018-05-20,23:15:00
2018-05-20 23:15:00,29.9182774,-90.0969793,23,h1426218,CLOSED,2018-05-20,23:15:00
2018-05-20 23:15:00,29.9182774,-90.0969793,23,h1426218,CLOSED,2018-05-20,23:15:00
2018-05-21 23:40:00,29.9182774,-90.0969793,23,h1426218,CLOSED,2018-05-21,23:40:00
2018-05-22 02:14:00,29.9182774,-90.0969793,2,h1426218,CLOSED,2018-05-22,02:14:00
2018-05-22 17:28:00,29.9043332,-89.9923507,17,f1162018,OPEN,2018-05-22,17:28:00
2018-05-22 17:28:00,29.9355767,-90.0803738,17,f0555018,CLOSED,2018-05-22,17:28:00
2018-05-22 17:28:00,29.944997,-90.079105,17,k3167818,CLOSED,2018-05-22,17:28:00
2018-05-22 17:28:00,29.9961754,-90.0591483,17,j3590618,CLOSED,2018-05-22,17:28:00
2018-05-23 00:30:00,29.9961754,-90.0591483,0,j3590618,CLOSED,2018-05-23,00:30:00
2018-05-23 00:30:00,29.9961754,-90.0591483,0,j3590618,CLOSED,2018-05-23,00:30:00
2018-05-24 08:19:00,29.9961754,-90.0591483,8,j3590618,CLOSED,2018-05-24,08:19:00
2018-05-24 08:19:00,29.9961754,-90.0591483,8,j3590618,CLOSED,2018-05-24,08:19:00
2018-05-24 08:19:00,29.9529913,-90.0686006,8,d2978818,CLOSED,2018-05-24,08:19:00
2018-05-24 08:19:00,29.9684843,-90.0840786,8,f1032218,CLOSED,2018-05-24,08:19:00
2018-05-24 15:45:00,29.9684843,-90.0840786,15,f1032218,CLOSED,2018-05-24,15:45:00
2018-05-24 15:45:00,29.966589,-90.06959599999999,15,i2412618,OPEN,2018-05-24,15:45:00
2018-05-24 15:45:00,29.966589,-90.06959599999999,15,i2412618,OPEN,2018-05-24,15:45:00
2018-05-25 01:15:00,29.9537072,-90.0700564,1,i3802618,CLOSED,2018-05-25,01:15:00
2018-05-25 01:15:00,29.9979087,-90.1718086,1,e3504018,OPEN,2018-05-25,01:15:00
2018-05-26 10:58:00,29.9979087,-90.1718086,10,e3504018,OPEN,2018-05-26,10:58:00
