,occurred_date_time,latitude,longitude,hour,item_number,occurred_date,occurred_time
0,2018-01-08 16:30:00,29.9488665,-90.0893422,16,d2077118,2018-01-08,16:30:00
2,2018-01-08 16:30:00,29.9488665,-90.0893422,16,d2077118,2018-01-08,16:30:00
17,2018-02-17 11:33:00,30.0721789,-89.9435642,11,l2194418,2018-02-17,11:33:00
21,2018-02-17 11:33:00,29.9293911,-90.0920491,11,j3237918,2018-02-17,11:33:00
22,2018-03-15 07:40:00,29.9809617,-90.1139965,7,g3552218,2018-03-15,07:40:00
26,2018-03-28 11:09:00,29.9538224,-90.0892731,11,e0567318,2018-03-28,11:09:00
27,2018-03-28 11:09:00,29.9799705,-90.0404911,11,e1466618,2018-03-28,11:09:00
29,2018-03-28 11:09:00,29.9799705,-90.0404911,11,e1466618,2018-03-28,11:09:00
31,2018-03-28 11:09:00,29.9547116,-90.069155,11,i3041618,2018-03-28,11:09:00
42,2018-04-01 15:35:00,29.98787,-90.06428,15,h1008618,2018-04-01,15:35:00
92,2018-04-06 14:07:00,29.9921256,-90.0541057,14,d2635218,2018-04-06,14:07:00
106,2018-04-07 16:00:00,29.9670716,-90.0179487,16,e1605118,2018-04-07,16:00:00
107,2018-04-07 16:00:00,29.944205,-90.08645,16,e1373418,2018-04-07,16:00:00
108,2018-04-07 16:00:00,29.9547116,-90.069155,16,e0571318,2018-04-07,16:00:00
109,2018-04-07 16:00:00,29.9547116,-90.069155,16,e1315118,2018-04-07,16:00:00
121,2018-04-09 11:09:00,29.9547116,-90.069155,11,e1315118,2018-04-09,11:09:00
139,2018-04-10 15:07:00,29.9547116,-90.069155,15,e1315118,2018-04-10,15:07:00
145,2018-04-10 15:07:00,29.9352628,-90.0787053,15,e1480918,2018-04-10,15:07:00
149,2018-04-10 15:07:00,29.9352628,-90.0787053,15,e1480918,2018-04-10,15:07:00
153,2018-04-11 13:15:00,29.9352628,-90.0787053,13,e1480918,2018-04-11,13:15:00
157,2018-04-11 13:15:00,29.9352628,-90.0787053,13,e1480918,2018-04-11,13:15:00
161,2018-04-11 13:15:00,29.964377,-90.040264,13,l3404618,2018-04-11,13:15:00
163,2018-04-11 13:15:00,29.964377,-90.040264,13,l3404618,2018-04-11,13:15:00
165,2018-04-11 13:15:00,29.9621978,-90.06700409999999,13,i3615518,2018-04-11,13:15:00
167,2018-04-11 13:15:00,29.9621978,-90.06700409999999,13,i3615518,2018-04-11,13:15:00
169,2018-04-11 14:52:00,29.9151582,-89.9929658,14,e1518618,2018-04-11,14:52:00
173,2018-04-11 14:52:00,29.9266718,-90.1008088,14,e1601818,2018-04-11,14:52:00
175,2018-04-11 14:52:00,29.9266718,-90.1008088,14,e1601818,2018-04-11,14:52:00
177,2018-04-11 14:52:00,29.9768501,-90.0717871,14,i3544218,2018-04-11,14:52:00
232,2018-04-14 09:37:00,29.961054,-90.0347944,9,h0551318,2018-04-14,09:37:00
259,2018-04-14 09:37:00,29.961054,-90.0347944,9,h0551318,2018-04-14,09:37:00
286,2018-04-14 09:37:00,29.9280449,-90.02920639999999,9,e2076018,2018-04-14,09:37:00
288,2018-04-14 14:15:00,29.9280449,-90.02920639999999,14,e2076018,2018-04-14,14:15:00
290,2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,2018-04-14,14:15:00
296,2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,2018-04-14,14:15:00
302,2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,2018-04-14,14:15:00
308,2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,2018-04-14,14:15:00
314,2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,2018-04-14,14:15:00
320,2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,2018-04-14,14:15:00
326,2018-04-14 14:15:00,29.9547116,-90.069155,14,i2174418,2018-04-14,14:15:00
328,2018-04-14 14:15:00,29.9547116,-90.069155,14,i2174418,2018-04-14,14:15:00
330,2018-04-14 14:15:00,30.0761631,-89.8589764,14,d2055418,2018-04-14,14:15:00
332,2018-04-16 14:09:00,29.9043332,-89.9923507,14,l2198518,2018-04-16,14:09:00
342,2018-04-17 09:00:00,29.9043332,-89.9923507,9,l2198518,2018-04-17,09:00:00
347,2018-04-17 09:00:00,29.9043332,-89.9923507,9,l2198518,2018-04-17,09:00:00
352,2018-04-17 09:00:00,29.9043332,-89.9923507,9,l2198518,2018-04-17,09:00:00
366,2018-04-18 00:40:00,29.9547116,-90.069155,0,l2935618,2018-04-18,00:40:00
370,2018-04-18 00:40:00,29.9547116,-90.069155,0,l2935618,2018-04-18,00:40:00
384,2018-04-18 12:04:00,29.9707601,-90.0795922,12,e0492218,2018-04-18,12:04:00
386,2018-04-18 14:30:00,29.9809261,-90.0814592,14,d2570418,2018-04-18,14:30:00
387,2018-04-18 15:37:00,30.0318331,-90.0019775,15,e0378718,2018-04-18,15:37:00
396,2018-04-20 00:00:00,29.967587,-90.086426,0,e1960018,2018-04-20,00:00:00
400,2018-04-20 00:00:00,29.967587,-90.086426,0,e1960018,2018-04-20,00:00:00
404,2018-04-20 09:38:00,29.9547116,-90.069155,9,e2682518,2018-04-20,09:38:00
433,2018-04-22 00:33:00,29.9362305,-90.1183137,0,e2605718,2018-04-22,00:33:00
453,2018-04-22 11:00:00,30.055529,-89.95895999999999,11,i3314318,2018-04-22,11:00:00
457,2018-04-22 11:00:00,30.055529,-89.95895999999999,11,i3314318,2018-04-22,11:00:00
461,2018-04-22 14:30:00,29.970529,-90.1204105,14,i1076318,2018-04-22,14:30:00
462,2018-04-22 16:25:00,29.9547116,-90.069155,16,e2470318,2018-04-22,16:25:00
463,2018-04-22 16:25:00,29.9718607,-90.03897,16,d2859018,2018-04-22,16:25:00
464,2018-04-22 16:25:00,29.9547116,-90.069155,16,l0288518,2018-04-22,16:25:00
466,2018-04-22 16:25:00,29.9547116,-90.069155,16,l0288518,2018-04-22,16:25:00
468,2018-04-22 16:25:00,30.013297,-90.0747578,16,d2128718,2018-04-22,16:25:00
469,2018-04-22 16:25:00,29.9587961,-90.1172672,16,i3512618,2018-04-22,16:25:00
471,2018-04-22 16:25:00,29.9587961,-90.1172672,16,i3512618,2018-04-22,16:25:00
501,2018-04-24 14:10:00,30.027116,-89.992026,14,i2115918,2018-04-24,14:10:00
614,2018-04-26 15:00:00,30.0258175,-90.0011773,15,i3012318,2018-04-26,15:00:00
629,2018-04-26 17:15:00,30.0258175,-90.0011773,17,i3012318,2018-04-26,17:15:00
868,2018-04-28 18:19:00,29.9547116,-90.069155,18,d1599418,2018-04-28,18:19:00
869,2018-04-28 18:19:00,29.9386565,-90.0358744,18,e3432818,2018-04-28,18:19:00
874,2018-04-29 14:10:00,29.9461739,-90.1197572,14,i0413218,2018-04-29,14:10:00
875,2018-05-01 00:00:00,29.930204,-90.0192769,0,i0323118,2018-05-01,00:00:00
879,2018-05-02 12:54:00,29.930204,-90.0192769,12,i0323118,2018-05-02,12:54:00
883,2018-05-02 12:54:00,29.930204,-90.0192769,12,i0323118,2018-05-02,12:54:00
887,2018-05-02 12:54:00,29.930204,-90.0192769,12,i0323118,2018-05-02,12:54:00
891,2018-05-02 12:54:00,29.9547116,-90.069155,12,d3468818,2018-05-02,12:54:00
897,2018-05-03 15:30:00,29.936456,-90.026733,15,e0936618,2018-05-03,15:30:00
901,2018-05-03 16:44:00,29.936456,-90.026733,16,e0936618,2018-05-03,16:44:00
905,2018-05-03 16:44:00,29.936456,-90.026733,16,e0936618,2018-05-03,16:44:00
909,2018-05-03 16:44:00,29.9695151,-90.0838153,16,e3592518,2018-05-03,16:44:00
912,2018-05-03 16:44:00,29.9695151,-90.0838153,16,e3592518,2018-05-03,16:44:00
915,2018-05-03 16:44:00,29.9695151,-90.0838153,16,e3592518,2018-05-03,16:44:00
918,2018-05-03 16:44:00,29.9538711,-90.0698991,16,j0048918,2018-05-03,16:44:00
959,2018-05-04 15:05:00,29.9528731,-90.1317272,15,d1304218,2018-05-04,15:05:00
964,2018-05-05 10:30:00,29.9587961,-90.1172672,10,e3702318,2018-05-05,10:30:00
