occurred_date_time,latitude,longitude,hour,item_number,disposition,occurred_date,occurred_time,day
2018-01-08 16:30:00,29.9488665,-90.0893422,16,d2077118,CLOSED,2018-01-08,16:30:00,1
2018-01-08 16:30:00,29.9488665,-90.0893422,16,d2077118,CLOSED,2018-01-08,16:30:00,1
2018-02-17 11:33:00,30.0721789,-89.9435642,11,l2194418,OPEN,2018-02-17,11:33:00,1
2018-02-17 11:33:00,29.9293911,-90.0920491,11,j3237918,CLOSED,2018-02-17,11:33:00,1
2018-03-15 07:40:00,29.9809617,-90.1139965,7,g3552218,CLOSED,2018-03-15,07:40:00,1
2018-03-28 11:09:00,29.9538224,-90.0892731,11,e0567318,OPEN,2018-03-28,11:09:00,1
2018-03-28 11:09:00,29.9799705,-90.0404911,11,e1466618,OPEN,2018-03-28,11:09:00,1
2018-03-28 11:09:00,29.9799705,-90.0404911,11,e1466618,OPEN,2018-03-28,11:09:00,1
2018-03-28 11:09:00,29.9547116,-90.069155,11,i3041618,CLOSED,2018-03-28,11:09:00,1
2018-04-01 15:35:00,29.98787,-90.06428,15,h1008618,OPEN,2018-04-01,15:35:00,1
2018-04-06 14:07:00,29.9921256,-90.0541057,14,d2635218,CLOSED,2018-04-06,14:07:00,1
2018-04-07 16:00:00,29.9670716,-90.0179487,16,e1605118,OPEN,2018-04-07,16:00:00,1
2018-04-07 16:00:00,29.944205,-90.08645,16,e1373418,OPEN,2018-04-07,16:00:00,1
2018-04-07 16:00:00,29.9547116,-90.069155,16,e0571318,CLOSED,2018-04-07,16:00:00,1
2018-04-07 16:00:00,29.9547116,-90.069155,16,e1315118,CLOSED,2018-04-07,16:00:00,1
2018-04-09 11:09:00,29.9547116,-90.069155,11,e1315118,CLOSED,2018-04-09,11:09:00,1
2018-04-10 15:07:00,29.9547116,-90.069155,15,e1315118,CLOSED,2018-04-10,15:07:00,1
2018-04-10 15:07:00,29.9352628,-90.0787053,15,e1480918,OPEN,2018-04-10,15:07:00,1
2018-04-10 15:07:00,29.9352628,-90.0787053,15,e1480918,OPEN,2018-04-10,15:07:00,1
2018-04-11 13:15:00,29.9352628,-90.0787053,13,e1480918,OPEN,2018-04-11,13:15:00,1
2018-04-11 13:15:00,29.9352628,-90.0787053,13,e1480918,OPEN,2018-04-11,13:15:00,1
2018-04-11 13:15:00,29.964377,-90.040264,13,l3404618,OPEN,2018-04-11,13:15:00,1
2018-04-11 13:15:00,29.964377,-90.040264,13,l3404618,OPEN,2018-04-11,13:15:00,1
2018-04-11 13:15:00,29.9621978,-90.06700409999999,13,i3615518,OPEN,2018-04-11,13:15:00,1
2018-04-11 13:15:00,29.9621978,-90.06700409999999,13,i3615518,OPEN,2018-04-11,13:15:00,1
2018-04-11 14:52:00,29.9151582,-89.9929658,14,e1518618,OPEN,2018-04-11,14:52:00,1
2018-04-11 14:52:00,29.9266718,-90.1008088,14,e1601818,OPEN,2018-04-11,14:52:00,1
2018-04-11 14:52:00,29.9266718,-90.1008088,14,e1601818,OPEN,2018-04-11,14:52:00,1
2018-04-11 14:52:00,29.9768501,-90.0717871,14,i3544218,OPEN,2018-04-11,14:52:00,1
2018-04-14 09:37:00,29.961054,-90.0347944,9,h0551318,OPEN,2018-04-14,09:37:00,1
2018-04-14 09:37:00,29.961054,-90.0347944,9,h0551318,OPEN,2018-04-14,09:37:00,1
2018-04-14 09:37:00,29.9280449,-90.02920639999999,9,e2076018,OPEN,2018-04-14,09:37:00,1
2018-04-14 14:15:00,29.9280449,-90.02920639999999,14,e2076018,OPEN,2018-04-14,14:15:00,1
2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,OPEN,2018-04-14,14:15:00,1
2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,OPEN,2018-04-14,14:15:00,1
2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,OPEN,2018-04-14,14:15:00,1
2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,OPEN,2018-04-14,14:15:00,1
2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,OPEN,2018-04-14,14:15:00,1
2018-04-14 14:15:00,30.0151117,-90.0101641,14,h3810018,OPEN,2018-04-14,14:15:00,1
2018-04-14 14:15:00,29.9547116,-90.069155,14,i2174418,OPEN,2018-04-14,14:15:00,1
2018-04-14 14:15:00,29.9547116,-90.069155,14,i2174418,OPEN,2018-04-14,14:15:00,1
2018-04-14 14:15:00,30.0761631,-89.8589764,14,d2055418,CLOSED,2018-04-14,14:15:00,1
2018-04-16 14:09:00,29.9043332,-89.9923507,14,l2198518,CLOSED,2018-04-16,14:09:00,1
2018-04-17 09:00:00,29.9043332,-89.9923507,9,l2198518,CLOSED,2018-04-17,09:00:00,1
2018-04-17 09:00:00,29.9043332,-89.9923507,9,l2198518,CLOSED,2018-04-17,09:00:00,1
2018-04-17 09:00:00,29.9043332,-89.9923507,9,l2198518,CLOSED,2018-04-17,09:00:00,1
2018-04-18 00:40:00,29.9547116,-90.069155,0,l2935618,OPEN,2018-04-18,00:40:00,1
2018-04-18 00:40:00,29.9547116,-90.069155,0,l2935618,OPEN,2018-04-18,00:40:00,1
2018-04-18 12:04:00,29.9707601,-90.0795922,12,e0492218,CLOSED,2018-04-18,12:04:00,1
2018-04-18 14:30:00,29.9809261,-90.0814592,14,d2570418,CLOSED,2018-04-18,14:30:00,1
2018-04-18 15:37:00,30.0318331,-90.0019775,15,e0378718,OPEN,2018-04-18,15:37:00,1
2018-04-20 00:00:00,29.967587,-90.086426,0,e1960018,OPEN,2018-04-20,00:00:00,1
2018-04-20 00:00:00,29.967587,-90.086426,0,e1960018,OPEN,2018-04-20,00:00:00,1
2018-04-20 09:38:00,29.9547116,-90.069155,9,e2682518,OPEN,2018-04-20,09:38:00,1
2018-04-22 00:33:00,29.9362305,-90.1183137,0,e2605718,OPEN,2018-04-22,00:33:00,1
2018-04-22 11:00:00,30.055529,-89.95895999999999,11,i3314318,OPEN,2018-04-22,11:00:00,1
2018-04-22 11:00:00,30.055529,-89.95895999999999,11,i3314318,OPEN,2018-04-22,11:00:00,1
2018-04-22 14:30:00,29.970529,-90.1204105,14,i1076318,CLOSED,2018-04-22,14:30:00,1
2018-04-22 16:25:00,29.9547116,-90.069155,16,e2470318,CLOSED,2018-04-22,16:25:00,1
2018-04-22 16:25:00,29.9718607,-90.03897,16,d2859018,OPEN,2018-04-22,16:25:00,1
2018-04-22 16:25:00,29.9547116,-90.069155,16,l0288518,OPEN,2018-04-22,16:25:00,1
2018-04-22 16:25:00,29.9547116,-90.069155,16,l0288518,OPEN,2018-04-22,16:25:00,1
2018-04-22 16:25:00,30.013297,-90.0747578,16,d2128718,CLOSED,2018-04-22,16:25:00,1
2018-04-22 16:25:00,29.9587961,-90.1172672,16,i3512618,OPEN,2018-04-22,16:25:00,1
2018-04-22 16:25:00,29.9587961,-90.1172672,16,i3512618,OPEN,2018-04-22,16:25:00,1
2018-04-24 14:10:00,30.027116,-89.992026,14,i2115918,CLOSED,2018-04-24,14:10:00,1
2018-04-26 15:00:00,30.0258175,-90.0011773,15,i3012318,OPEN,2018-04-26,15:00:00,1
2018-04-26 17:15:00,30.0258175,-90.0011773,17,i3012318,OPEN,2018-04-26,17:15:00,1
2018-04-28 18:19:00,29.9547116,-90.069155,18,d1599418,CLOSED,2018-04-28,18:19:00,1
2018-04-28 18:19:00,29.9386565,-90.0358744,18,e3432818,OPEN,2018-04-28,18:19:00,1
2018-04-29 14:10:00,29.9461739,-90.1197572,14,i0413218,OPEN,2018-04-29,14:10:00,1
2018-05-01 00:00:00,29.930204,-90.0192769,0,i0323118,OPEN,2018-05-01,00:00:00,1
2018-05-02 12:54:00,29.930204,-90.0192769,12,i0323118,OPEN,2018-05-02,12:54:00,1
2018-05-02 12:54:00,29.930204,-90.0192769,12,i0323118,OPEN,2018-05-02,12:54:00,1
2018-05-02 12:54:00,29.930204,-90.0192769,12,i0323118,OPEN,2018-05-02,12:54:00,1
2018-05-02 12:54:00,29.9547116,-90.069155,12,d3468818,CLOSED,2018-05-02,12:54:00,1
2018-05-03 15:30:00,29.936456,-90.026733,15,e0936618,CLOSED,2018-05-03,15:30:00,1
2018-05-03 16:44:00,29.936456,-90.026733,16,e0936618,CLOSED,2018-05-03,16:44:00,1
2018-05-03 16:44:00,29.936456,-90.026733,16,e0936618,CLOSED,2018-05-03,16:44:00,1
2018-05-03 16:44:00,29.9695151,-90.0838153,16,e3592518,OPEN,2018-05-03,16:44:00,1
2018-05-03 16:44:00,29.9695151,-90.0838153,16,e3592518,OPEN,2018-05-03,16:44:00,1
2018-05-03 16:44:00,29.9695151,-90.0838153,16,e3592518,OPEN,2018-05-03,16:44:00,1
2018-05-03 16:44:00,29.9538711,-90.0698991,16,j0048918,OPEN,2018-05-03,16:44:00,1
2018-05-04 15:05:00,29.9528731,-90.1317272,15,d1304218,OPEN,2018-05-04,15:05:00,1
2018-05-05 10:30:00,29.9587961,-90.1172672,10,e3702318,OPEN,2018-05-05,10:30:00,1
2018-05-05 10:30:00,29.947339,-90.1281357,10,e3749618,OPEN,2018-05-05,10:30:00,1
2018-05-05 17:17:00,29.9380076,-90.0413713,17,d0790918,OPEN,2018-05-05,17:17:00,1
2018-05-06 11:06:00,29.9390577,-90.0945582,11,e0359818,CLOSED,2018-05-06,11:06:00,1
2018-05-06 11:06:00,29.9390577,-90.0945582,11,e0359818,CLOSED,2018-05-06,11:06:00,1
2018-05-08 08:40:00,29.9390577,-90.0945582,8,e0359818,CLOSED,2018-05-08,08:40:00,1
2018-05-08 08:40:00,29.969779,-90.0395958,8,f0079718,OPEN,2018-05-08,08:40:00,1
2018-05-08 08:40:00,29.969779,-90.0395958,8,f0079718,OPEN,2018-05-08,08:40:00,1
2018-05-08 08:40:00,29.9672124,-90.0331624,8,f0199418,OPEN,2018-05-08,08:40:00,1
2018-05-10 00:00:00,29.9223387,-90.1078948,0,j3234618,OPEN,2018-05-10,00:00:00,1
2018-05-10 18:07:00,30.0065753,-90.118539,18,i3807918,OPEN,2018-05-10,18:07:00,1
2018-05-11 00:05:00,30.0065753,-90.118539,0,i3807918,OPEN,2018-05-11,00:05:00,1
2018-05-11 00:05:00,29.9580265,-90.085768,0,f0274918,OPEN,2018-05-11,00:05:00,1
2018-05-11 00:05:00,29.9580265,-90.085768,0,f0274918,OPEN,2018-05-11,00:05:00,1
2018-05-11 00:05:00,29.9547116,-90.069155,0,j0017618,OPEN,2018-05-11,00:05:00,1
2018-05-11 00:05:00,29.9547116,-90.069155,0,j0017618,OPEN,2018-05-11,00:05:00,1
2018-05-11 00:05:00,29.9547116,-90.069155,0,j0017618,OPEN,2018-05-11,00:05:00,1
2018-05-11 10:00:00,29.9547116,-90.069155,10,j0017618,OPEN,2018-05-11,10:00:00,1
2018-05-11 10:00:00,29.9547116,-90.069155,10,j0017618,OPEN,2018-05-11,10:00:00,1
2018-05-11 12:31:00,29.9547116,-90.069155,12,j0017618,OPEN,2018-05-11,12:31:00,1
2018-05-12 16:00:00,29.9350037,-90.0756419,16,d0482018,OPEN,2018-05-12,16:00:00,1
2018-05-13 09:50:00,30.0212488,-90.0227379,9,e3986418,OPEN,2018-05-13,09:50:00,1
2018-05-13 17:19:00,29.9274023,-90.0864316,17,l0935618,OPEN,2018-05-13,17:19:00,1
2018-05-13 17:19:00,30.0212488,-90.0227379,17,g3034918,OPEN,2018-05-13,17:19:00,1
2018-05-16 10:22:00,29.943336,-90.052053,10,i2519518,CLOSED,2018-05-16,10:22:00,1
2018-05-16 10:22:00,29.943336,-90.052053,10,i2519518,CLOSED,2018-05-16,10:22:00,1
2018-05-16 10:22:00,29.9592653,-90.0704119,10,i2262618,CLOSED,2018-05-16,10:22:00,1
2018-05-18 14:28:00,29.9592653,-90.0704119,14,i2262618,CLOSED,2018-05-18,14:28:00,1
2018-05-18 14:28:00,29.9961848,-90.0710402,14,e1585918,CLOSED,2018-05-18,14:28:00,1
2018-05-18 14:28:00,29.9743819,-90.0402887,14,e3354518,OPEN,2018-05-18,14:28:00,1
2018-05-18 14:28:00,29.9594343,-90.070663,14,f1236018,OPEN,2018-05-18,14:28:00,1
2018-05-18 14:28:00,29.9594343,-90.070663,14,f1236018,OPEN,2018-05-18,14:28:00,1
2018-05-18 14:28:00,29.9594343,-90.070663,14,f1236018,OPEN,2018-05-18,14:28:00,1
2018-05-18 14:28:00,29.9594343,-90.070663,14,f1236018,OPEN,2018-05-18,14:28:00,1
2018-05-18 14:28:00,29.9594343,-90.070663,14,f1236018,OPEN,2018-05-18,14:28:00,1
2018-05-18 14:28:00,29.9594343,-90.070663,14,f1236018,OPEN,2018-05-18,14:28:00,1
2018-05-18 14:28:00,29.9547116,-90.069155,14,i3082218,OPEN,2018-05-18,14:28:00,1
2018-05-19 07:00:00,29.9151582,-89.9929658,7,f0993818,OPEN,2018-05-19,07:00:00,1
2018-05-19 17:00:00,29.9151582,-89.9929658,17,f0993818,OPEN,2018-05-19,17:00:00,1
2018-05-20 16:27:00,29.944997,-90.079105,16,j1637918,OPEN,2018-05-20,16:27:00,1
2018-05-22 17:28:00,29.9043332,-89.9923507,17,f1162018,OPEN,2018-05-22,17:28:00,1
2018-05-22 17:28:00,29.9355767,-90.0803738,17,f0555018,CLOSED,2018-05-22,17:28:00,1
2018-05-22 17:28:00,29.944997,-90.079105,17,k3167818,CLOSED,2018-05-22,17:28:00,1
2018-05-22 17:28:00,29.9961754,-90.0591483,17,j3590618,CLOSED,2018-05-22,17:28:00,1
2018-05-23 00:30:00,29.9961754,-90.0591483,0,j3590618,CLOSED,2018-05-23,00:30:00,1
2018-05-23 00:30:00,29.9961754,-90.0591483,0,j3590618,CLOSED,2018-05-23,00:30:00,1
2018-05-24 08:19:00,29.9961754,-90.0591483,8,j3590618,CLOSED,2018-05-24,08:19:00,1
2018-05-24 08:19:00,29.9961754,-90.0591483,8,j3590618,CLOSED,2018-05-24,08:19:00,1
2018-05-24 08:19:00,29.9529913,-90.0686006,8,d2978818,CLOSED,2018-05-24,08:19:00,1
2018-05-24 08:19:00,29.9684843,-90.0840786,8,f1032218,CLOSED,2018-05-24,08:19:00,1
2018-05-24 15:45:00,29.9684843,-90.0840786,15,f1032218,CLOSED,2018-05-24,15:45:00,1
2018-05-24 15:45:00,29.966589,-90.06959599999999,15,i2412618,OPEN,2018-05-24,15:45:00,1
2018-05-24 15:45:00,29.966589,-90.06959599999999,15,i2412618,OPEN,2018-05-24,15:45:00,1
2018-05-26 10:58:00,29.9979087,-90.1718086,10,e3504018,OPEN,2018-05-26,10:58:00,1
2018-05-26 10:58:00,29.9979087,-90.1718086,10,e3504018,OPEN,2018-05-26,10:58:00,1
2018-05-26 10:58:00,29.9571463,-90.0727351,10,i2248218,CLOSED,2018-05-26,10:58:00,1
2018-05-26 10:58:00,29.9571463,-90.0727351,10,i2248218,CLOSED,2018-05-26,10:58:00,1
2018-05-26 10:58:00,29.9169379,-90.1034754,10,f1562218,OPEN,2018-05-26,10:58:00,1
2018-05-26 10:58:00,29.971754,-90.0335649,10,e0001118,CLOSED,2018-05-26,10:58:00,1
2018-05-26 12:40:00,29.947888,-90.091357,12,l3281518,CLOSED,2018-05-26,12:40:00,1
2018-05-26 12:40:00,29.9563033,-90.0648438,12,h1210918,OPEN,2018-05-26,12:40:00,1
2018-05-26 12:40:00,29.9563033,-90.0648438,12,h1210918,OPEN,2018-05-26,12:40:00,1
2018-05-26 12:40:00,29.9571463,-90.0727351,12,i3174118,CLOSED,2018-05-26,12:40:00,1
2018-05-27 00:52:00,29.9776514,-90.0767059,0,f0810718,OPEN,2018-05-27,00:52:00,1
2018-05-27 13:00:00,29.9776514,-90.0767059,13,f0810718,OPEN,2018-05-27,13:00:00,1
2018-05-27 17:18:00,29.9548753,-90.0675617,17,f1492918,CLOSED,2018-05-27,17:18:00,1
2018-05-28 10:30:00,29.9578082,-90.0737267,10,i2909218,CLOSED,2018-05-28,10:30:00,1
2018-05-28 10:30:00,29.9578082,-90.0737267,10,i2909218,CLOSED,2018-05-28,10:30:00,1
2018-05-28 10:30:00,29.9538711,-90.0698991,10,f1843218,OPEN,2018-05-28,10:30:00,1
2018-05-28 18:40:00,29.9547116,-90.069155,18,f1793018,OPEN,2018-05-28,18:40:00,1
2018-05-28 18:40:00,29.9547116,-90.069155,18,f1793018,OPEN,2018-05-28,18:40:00,1
2018-05-28 18:40:00,29.9547116,-90.069155,18,f1793018,OPEN,2018-05-28,18:40:00,1
2018-06-01 00:45:00,29.9995709,-90.0811867,0,f0450618,OPEN,2018-06-01,00:45:00,1
2018-06-01 15:11:00,29.9995709,-90.0811867,15,f0450618,OPEN,2018-06-01,15:11:00,1
2018-06-01 15:11:00,29.9995709,-90.0811867,15,f0450618,OPEN,2018-06-01,15:11:00,1
2018-06-01 18:05:00,29.9547116,-90.069155,18,f2447018,CLOSED,2018-06-01,18:05:00,1
2018-06-02 15:00:00,29.9641516,-90.0577984,15,j0080118,UNFOUNDED,2018-06-02,15:00:00,1
2018-06-02 18:50:00,29.9619177,-90.1009019,18,j2281018,OPEN,2018-06-02,18:50:00,1
2018-06-03 11:38:00,29.9590324,-90.0652928,11,f2851118,CLOSED,2018-06-03,11:38:00,1
2018-06-03 11:38:00,29.9590324,-90.0652928,11,f2851118,CLOSED,2018-06-03,11:38:00,1
2018-06-03 16:50:00,29.9590324,-90.0652928,16,f2851118,CLOSED,2018-06-03,16:50:00,1
2018-06-03 16:50:00,29.9590324,-90.0652928,16,f2851118,CLOSED,2018-06-03,16:50:00,1
2018-06-04 11:50:00,29.9590324,-90.0652928,11,f2851118,CLOSED,2018-06-04,11:50:00,1
2018-06-04 11:50:00,29.9590324,-90.0652928,11,f2851118,CLOSED,2018-06-04,11:50:00,1
2018-06-04 11:50:00,29.9590324,-90.0652928,11,f2851118,CLOSED,2018-06-04,11:50:00,1
2018-06-04 16:50:00,29.9590324,-90.0652928,16,f2851118,CLOSED,2018-06-04,16:50:00,1
2018-06-04 16:50:00,29.9590324,-90.0652928,16,f2851118,CLOSED,2018-06-04,16:50:00,1
2018-06-04 16:50:00,29.9590324,-90.0652928,16,f2851118,CLOSED,2018-06-04,16:50:00,1
2018-06-04 16:50:00,29.9590324,-90.0652928,16,f2851118,CLOSED,2018-06-04,16:50:00,1
2018-06-05 12:45:00,29.9590324,-90.0652928,12,f2851118,CLOSED,2018-06-05,12:45:00,1
2018-06-06 12:30:00,29.9590324,-90.0652928,12,f2851118,CLOSED,2018-06-06,12:30:00,1
2018-06-06 12:30:00,29.9590324,-90.0652928,12,f2851118,CLOSED,2018-06-06,12:30:00,1
2018-06-07 00:10:00,29.94648,-90.05227,0,f2709118,CLOSED,2018-06-07,00:10:00,1
2018-06-07 12:39:00,29.94648,-90.05227,12,f2709118,CLOSED,2018-06-07,12:39:00,1
2018-06-07 12:39:00,29.94648,-90.05227,12,f2709118,CLOSED,2018-06-07,12:39:00,1
2018-06-07 12:39:00,29.94648,-90.05227,12,f2709118,CLOSED,2018-06-07,12:39:00,1
2018-06-07 12:39:00,29.94648,-90.05227,12,f2709118,CLOSED,2018-06-07,12:39:00,1
2018-06-07 12:39:00,29.94648,-90.05227,12,f2709118,CLOSED,2018-06-07,12:39:00,1
2018-06-07 12:39:00,29.94648,-90.05227,12,f2709118,CLOSED,2018-06-07,12:39:00,1
2018-06-10 13:07:00,29.9593983,-90.0723156,13,l2338418,CLOSED,2018-06-10,13:07:00,1
2018-06-10 13:07:00,29.9593983,-90.0723156,13,l2338418,CLOSED,2018-06-10,13:07:00,1
2018-06-11 00:37:00,29.9548559,-90.1033765,0,f2739918,OPEN,2018-06-11,00:37:00,1
2018-06-11 00:37:00,29.9587173,-90.0713213,0,h1491518,CLOSED,2018-06-11,00:37:00,1
2018-06-13 00:52:00,29.9587961,-90.1172672,0,e0403418,CLOSED,2018-06-13,00:52:00,1
2018-06-13 08:20:00,29.966568,-90.0714569,8,f2160418,CLOSED,2018-06-13,08:20:00,1
2018-06-13 08:20:00,29.9718607,-90.03897,8,f3465018,OPEN,2018-06-13,08:20:00,1
2018-06-13 16:30:00,29.9385231,-90.0236937,16,f2401818,OPEN,2018-06-13,16:30:00,1
2018-06-13 17:45:00,29.9385231,-90.0236937,17,f2401818,OPEN,2018-06-13,17:45:00,1
2018-06-13 17:45:00,29.9385231,-90.0236937,17,f2401818,OPEN,2018-06-13,17:45:00,1
2018-06-13 17:45:00,29.9385231,-90.0236937,17,f2401818,OPEN,2018-06-13,17:45:00,1
2018-06-13 17:45:00,29.9385231,-90.0236937,17,f2401818,OPEN,2018-06-13,17:45:00,1
2018-06-15 12:39:00,29.9776514,-90.0767059,12,l3333718,OPEN,2018-06-15,12:39:00,1
2018-06-15 12:39:00,29.9981618,-90.0605101,12,l3344518,OPEN,2018-06-15,12:39:00,1
2018-06-15 12:39:00,29.9538711,-90.0698991,12,f3642618,OPEN,2018-06-15,12:39:00,1
2018-06-16 09:16:00,29.9538711,-90.0698991,9,f3642618,OPEN,2018-06-16,09:16:00,1
2018-06-16 13:30:00,29.9339708,-90.0416334,13,j0250918,OPEN,2018-06-16,13:30:00,1
2018-06-16 13:30:00,29.9339708,-90.0416334,13,j0250918,OPEN,2018-06-16,13:30:00,1
2018-06-16 13:30:00,29.9547116,-90.069155,13,f3241918,OPEN,2018-06-16,13:30:00,1
2018-06-16 13:30:00,29.9921256,-90.0541057,13,f2150518,CLOSED,2018-06-16,13:30:00,1
2018-06-16 13:30:00,29.9665153,-90.0646093,13,i3591118,OPEN,2018-06-16,13:30:00,1
2018-06-16 13:30:00,29.9665153,-90.0646093,13,i3591118,OPEN,2018-06-16,13:30:00,1
2018-06-16 13:30:00,29.9665153,-90.0646093,13,i3591118,OPEN,2018-06-16,13:30:00,1
2018-06-16 13:30:00,29.9547116,-90.069155,13,g0019318,CLOSED,2018-06-16,13:30:00,1
2018-06-16 13:30:00,29.9547116,-90.069155,13,g0019318,CLOSED,2018-06-16,13:30:00,1
2018-06-16 13:30:00,29.9547116,-90.069155,13,g0019318,CLOSED,2018-06-16,13:30:00,1
2018-06-18 14:53:00,30.0277211,-90.0252263,14,e1071218,OPEN,2018-06-18,14:53:00,1
2018-06-18 16:28:00,29.9399936,-90.01875000000001,16,j0392118,OPEN,2018-06-18,16:28:00,1
2018-06-20 10:33:00,29.9949701,-90.0576183,10,d3189318,OPEN,2018-06-20,10:33:00,1
2018-06-20 10:33:00,29.9949701,-90.0576183,10,d3189318,OPEN,2018-06-20,10:33:00,1
2018-06-20 11:30:00,29.9949701,-90.0576183,11,d3189318,OPEN,2018-06-20,11:30:00,1
2018-06-20 11:30:00,29.9949701,-90.0576183,11,d3189318,OPEN,2018-06-20,11:30:00,1
2018-06-20 11:30:00,30.0212488,-90.0227379,11,g3901518,OPEN,2018-06-20,11:30:00,1
2018-06-20 11:30:00,30.0212488,-90.0227379,11,g3901518,OPEN,2018-06-20,11:30:00,1
2018-06-20 11:30:00,30.0212488,-90.0227379,11,g3901518,OPEN,2018-06-20,11:30:00,1
2018-06-20 11:30:00,29.967587,-90.086426,11,g0598718,OPEN,2018-06-20,11:30:00,1
2018-06-21 10:31:00,29.9254093,-90.0735938,10,g0821818,OPEN,2018-06-21,10:31:00,1
2018-06-22 18:30:00,29.964377,-90.040264,18,k1967418,OPEN,2018-06-22,18:30:00,1
2018-06-22 18:30:00,29.9574928,-90.06953299999999,18,k0305918,OPEN,2018-06-22,18:30:00,1
2018-06-22 18:30:00,29.9538711,-90.0698991,18,g0447518,OPEN,2018-06-22,18:30:00,1
2018-06-22 18:30:00,29.9587961,-90.1172672,18,f2943118,CLOSED,2018-06-22,18:30:00,1
2018-06-22 18:30:00,30.0170106,-90.01259600000002,18,d1022718,OPEN,2018-06-22,18:30:00,1
2018-06-22 18:30:00,29.936036,-90.0337573,18,i3788918,OPEN,2018-06-22,18:30:00,1
2018-06-22 18:30:00,29.9695719,-90.1175757,18,h1690818,CLOSED,2018-06-22,18:30:00,1
2018-06-22 18:30:00,29.9695719,-90.1175757,18,h1690818,CLOSED,2018-06-22,18:30:00,1
2018-06-22 18:30:00,29.9587961,-90.1172672,18,f0123718,CLOSED,2018-06-22,18:30:00,1
2018-06-23 00:10:00,30.008589,-89.991871,0,f2722418,CLOSED,2018-06-23,00:10:00,1
2018-06-23 00:10:00,29.9647395,-90.0687916,0,f0323718,CLOSED,2018-06-23,00:10:00,1
2018-06-24 00:10:00,29.959472,-90.06489429999999,0,g0362218,OPEN,2018-06-24,00:10:00,1
2018-06-24 13:54:00,29.9552099,-90.0714454,13,k0943618,OPEN,2018-06-24,13:54:00,1
2018-06-24 13:54:00,29.938177,-90.02658439999999,13,l1034318,CLOSED,2018-06-24,13:54:00,1
2018-06-24 13:54:00,29.975148,-90.090387,13,g1241018,OPEN,2018-06-24,13:54:00,1
2018-06-25 17:12:00,29.965525,-90.0680776,17,f3192918,CLOSED,2018-06-25,17:12:00,1
2018-06-26 08:02:00,29.9547116,-90.069155,8,g1804718,OPEN,2018-06-26,08:02:00,1
2018-06-26 08:02:00,30.0212488,-90.0227379,8,j0276518,OPEN,2018-06-26,08:02:00,1
2018-06-26 08:02:00,29.9332312,-90.0841896,8,d1336718,CLOSED,2018-06-26,08:02:00,1
2018-06-26 17:47:00,29.9392017,-90.0866475,17,f1313019,CLOSED,2018-06-26,17:47:00,1
2018-06-27 17:40:00,29.9199523,-90.0990237,17,g1557318,OPEN,2018-06-27,17:40:00,1
2018-06-27 17:40:00,29.9704015,-90.0790562,17,i3832318,OPEN,2018-06-27,17:40:00,1
2018-06-27 17:40:00,29.9704015,-90.0790562,17,i3832318,OPEN,2018-06-27,17:40:00,1
2018-06-28 17:00:00,29.9476489,-90.1301495,17,e2815518,CLOSED,2018-06-28,17:00:00,1
2018-06-29 11:53:00,29.9641516,-90.0577984,11,h3043418,OPEN,2018-06-29,11:53:00,1
2018-06-29 11:53:00,30.038291,-89.976918,11,f2387718,OPEN,2018-06-29,11:53:00,1
2018-06-29 11:53:00,30.038291,-89.976918,11,f2387718,OPEN,2018-06-29,11:53:00,1
2018-06-29 18:35:00,29.9562778,-90.0677477,18,h1164718,OPEN,2018-06-29,18:35:00,1
2018-06-29 18:35:00,29.993085,-90.055202,18,f0098118,OPEN,2018-06-29,18:35:00,1
2018-06-30 00:40:00,29.9577248,-90.07178400000001,0,g0718618,CLOSED,2018-06-30,00:40:00,1
2018-06-30 00:40:00,29.9577248,-90.07178400000001,0,g0718618,CLOSED,2018-06-30,00:40:00,1
2018-06-30 00:40:00,29.9386892,-90.0890123,0,f0381018,CLOSED,2018-06-30,00:40:00,1
2018-07-01 00:20:00,29.9386892,-90.0890123,0,f0381018,CLOSED,2018-07-01,00:20:00,1
2018-07-02 00:57:00,29.9547116,-90.069155,0,g2027218,OPEN,2018-07-02,00:57:00,1
2018-07-02 12:00:00,29.9645475,-90.1162464,12,g2013218,OPEN,2018-07-02,12:00:00,1
2018-07-03 12:04:00,29.9538711,-90.0698991,12,g1563718,CLOSED,2018-07-03,12:04:00,1
2018-07-03 12:04:00,29.9538711,-90.0698991,12,g1563718,CLOSED,2018-07-03,12:04:00,1
2018-07-03 12:04:00,29.9563033,-90.0648438,12,g2721618,OPEN,2018-07-03,12:04:00,1
2018-07-03 12:04:00,29.9563033,-90.0648438,12,g2721618,OPEN,2018-07-03,12:04:00,1
2018-07-05 18:40:00,29.9246622,-90.1065577,18,g1981818,OPEN,2018-07-05,18:40:00,1
2018-07-05 18:40:00,29.9697601,-90.0996782,18,i3604218,OPEN,2018-07-05,18:40:00,1
2018-07-05 18:40:00,29.9043332,-89.9923507,18,g2630818,OPEN,2018-07-05,18:40:00,1
2018-07-06 10:15:00,29.9547116,-90.069155,10,g3319218,OPEN,2018-07-06,10:15:00,1
