uid,rtcc_requested
006ce7f5725ad54e0f3e50947ecb5b3a,0.001694645977863687
0094918b891c2bc5b29de2ccab14e618,0.0020653497855213686
00dc7fa677d54217b1277556ca9598c3,0.0009532383625483239
01214016f0b7f0fb22570872b3e2d539,0.0014298575438224858
01b193c51d37977d06302139eba9a2e1,0.00010591537361648044
01e1e30a82b396b80d074e2c5107d3d9,0.0008473229889318435
01e232e64b669411160fd004b51aac29,0.0007943653021236033
0236ef640a10bee213cc3dcf14ce8f2c,0.0010591537361648044
029ed3f21fe5465be4fd7522aeb02eb0,0.0015357729174389663
02e4ec4b26662357a7ebf459b0da49ed,0.0012709844833977651
02f01535938bf86cb650d0a615d19022,5.295768680824022e-05
031cc752af3b6bc33c0a8026defce80b,0.0008473229889318435
033437abfe9b0764b25c8032d73b0bb3,0.00042366149446592175
0380d3c4f1c4540503f5f30f30dd5765,0.00010591537361648044
03a2586d5c212d577a82f00bb7d61061,0.0013768998570142456
03a5f32aca57071db51f3e2bcdf3e7f1,0.0012709844833977651
03ae6ba9980204284498d6d6ee561468,5.295768680824022e-05
03dbb8bf9e0521cae7a619ad774d8c0c,0.00015887306042472064
03ecb42900acfefe2e7e1073af7cc836,0.00021183074723296087
040188940b58fd250eb13a27a15d920d,5.295768680824022e-05
0419e1335a19ab12aa4e3dfc9195e2bc,0.0009532383625483239
04360a881471db969b8773037f67b808,0.0030715458348779326
04a67b0d1db8cc205c045096c322903a,0.0025419689667955303
04a83489ebe48f055c959707624b9151,0.0012709844833977651
056b6ae64f9310a7cea20bd6f37d8a55,5.295768680824022e-05
060a8f0031b0cfd693a9c69a1393e719,0.00010591537361648044
065015748fb94656e8e0bfeffca985dd,5.295768680824022e-05
06716fc580209b2fd3bd7d512c7b74b5,0.0002647884340412011
0694f0abdba9b2342324968a229489b0,0.0009532383625483239
06ba6f3540f816b5b35f5eb2a9034910,0.0008473229889318435
0710ff34691bad59bdee10c9a8894b15,5.295768680824022e-05
0764efbe699364ea6e15c12bc1df99ea,0.005189853307207541
07770cba9dcb255d3b38e326251fdf8b,0.0017476036646719272
07803bcb502349c7fc5d349483bd55a4,5.295768680824022e-05
07d5f71ab8a3839fb89cd84a2c6964a6,0.00015887306042472064
07dc005a0d3498295bc1ff2bf13e0b7c,0.0003707038076576815
083ce272173092ce005645e2aac3c5a8,0.0003177461208494413
08c1d53a5cdf24190defc58fbc4a8c50,0.002224222845946089
08f95291dbecd4093b7e87021e813f6d,0.0011121114229730444
098c37fa813b2890f267b85881444481,0.0002647884340412011
09d6453d24a4369831845ac319e7452f,0.0010591537361648044
0a4d5b2ebb6af33145abc893d7074693,0.00021183074723296087
0ab2aef4ecafe099386d2f3fc4c9a3bb,0.0007943653021236033
0ac0e7bb2d1d9c0c1f49db93d00b5a86,5.295768680824022e-05
0ad90fd9faecdfb42a5fb318a161ed7d,0.0013239421702060054
0b1776c270e7745d44eefe706497be81,5.295768680824022e-05
0b1cf3feb27724c837201d22bd10d153,0.0015887306042472065
0b2c8f32f0a923afdd6a185aa76f4751,0.0008473229889318435
0b4ed6c47c09fe423334d6162b7e8206,0.0030185881480696924
0b67731b9c84d2f59b0cb3556819cd61,5.295768680824022e-05
0ba92ea83169755047abd2970b812e0f,0.00021183074723296087
0bd0863f10af4cdd758d4c0ee8c19acc,0.0030185881480696924
0be7542c39fb4f91bdc334e273724f7b,0.00015887306042472064
0bf52e74dc15b0cd839f5b2e1e54dacd,0.0007943653021236033
0bf83bca6db347bc556a7cf5ec9af94c,0.002118307472329609
0ca567cff9c037ecf830506c03c6755c,0.00021183074723296087
0cd0a0fdb66576df7e5c2a40718ed5c6,0.0005825345548906423
0ce978802e8feeaaab060602796a2df9,0.0003707038076576815
0db0dbb14b43e72e4c7fc3fd201b95f8,0.0021712651591378486
0dcf653f67086710da4e3ebde1a31dca,0.0007943653021236033
0e059c63f305c4f2d5d28705b0bc41ed,0.0020653497855213686
0f2551815a27e4673fff0fdc85793018,0.0006884499285071228
0f6945a33768486335a4ae50c8fac3b3,0.0014298575438224858
0f7e312f58f579aa5ddb15d5ebc41c29,0.0006354922416988826
0fb2a72420ba61b5c26da233ad7f5504,5.295768680824022e-05
0fd918953bcf405370b42851d73035a1,0.0042895726314674575
10109b2cfb8f6cea98d27f9d576ceb36,5.295768680824022e-05
102c51a42bbee9521891fb287daebdf3,0.0002647884340412011
10436488666482e044e8c680edfbdec5,0.0007943653021236033
10ae80e33f9caef21bf13927bedc0f9e,5.295768680824022e-05
10b030abc366e5d4dad1a47d1f51d909,0.00021183074723296087
10ba76a981d1668ba1824f74fa699310,0.0009532383625483239
1118a428cb18bcb11835a7a1b9779050,0.0011121114229730444
113fdb0734818b0a2c2defb44a22da28,0.0006884499285071228
114f1e5598de5f45cb08e67bc184e4c3,0.0011121114229730444
1162509b13dd941c1879866ef99d59b3,0.000741407615315363
1172332f3df2ee408e6a7c3067803da8,0.0002647884340412011
11f1a81fe7203ba4e53dedb66856bb64,0.0011650691097812847
1203fc12497195b0f74bd28b9ba36e76,0.0005825345548906423
126253a80ca83c2620f7d2a6455013a9,0.00015887306042472064
128a44eff43c709393ac356ecb1d7064,0.00015887306042472064
1322d22d2da9cc34e44c501edc3315e0,0.0004766191812741619
13310fc4e823f5508bd807cfd88a7c00,5.295768680824022e-05
1392af5fe4d9f5f9766157e2c7871d65,0.0002647884340412011
13d5ef70954980f90f0d5ca75c1fee3a,0.001482815230630726
1401ca5457880e3fe66c27e9db86c834,5.295768680824022e-05
1451ce36035cee55a6faea55d2622dec,0.004236614944659218
146785c09c39f420bd8f8237d8fb59db,0.0012709844833977651
146e167efb7a3acc83eeeff513ccfa5f,0.0005295768680824022
14758fd4f4710b0952ef7330c9d27057,0.0005295768680824022
14b8b33c301f5580041a965e27d1c2e6,0.0026478843404120107
14bd19f63acfbe4256fc738e053f04f6,5.295768680824022e-05
14f1b040ad4b9921e3a8faaaf71fba96,0.00042366149446592175
153212a8a188222b450d86a0681b8667,0.00021183074723296087
159dc4f15c32e5096ed100e027d9a1cd,0.0009532383625483239
15ba22dd8e69bba9af304e2ba19d0e99,0.0006354922416988826
16714eda74a85116116034b9dff1dab8,0.00010591537361648044
169db63ac2d114b01cd4b3064abacc0a,5.295768680824022e-05
16a7ddb5ecb8a70356d752846f9d6c3d,0.0003707038076576815
1745c244d8de326585bdfbc165b869c9,0.0017476036646719272
17bbe7f19ea5712c82610c6fd808add3,0.0003707038076576815
17bf22f44a91dcfd2f8aba76194ee55a,0.00010591537361648044
17d78743d447c70d940e9924fd976f54,0.0006354922416988826
182bf4e898ef802192985d5cf5b60522,0.00015887306042472064
184b8b53e82529e6b17fea38d6ebe158,0.00010591537361648044
186ce3fa8e4602abf379c9da1bb8b718,0.0011650691097812847
18cee54eda8b3c3805fb0e7aafbd1d5e,0.0007943653021236033
19acfd6c0fd382a614554d7cbccfe83b,0.00015887306042472064
1a047a28dac77943f4d198a234df67fc,0.0003177461208494413
1a3585b51cee87dadd903cc87ec9ac36,0.0008473229889318435
1a6eadc8adf447fbece6649678fc4f5e,0.003389291955727374
1a84c9710549ccfe5f1deef5953d82f9,0.00042366149446592175
1aa35860e8bdacf8248a33cb8c8248bd,0.0025419689667955303
1ac92e029d159967d9a62ddee9a11dff,5.295768680824022e-05
1b126cd46820924e5a7c521fe09b09d7,0.00021183074723296087
1b6445f290b633f188eca3db0b32757b,0.00010591537361648044
1b796859742f1ca2974f1bf8f94a4f2b,0.0036540803897685747
1bffa923532415653d8952a0c40eaedb,0.00015887306042472064
1c3bda80ab7483360070c7ffc897019a,0.0004766191812741619
1cb24048dc4d6dedc53eda74c5856701,0.0006884499285071228
1d69b3b6fb7e252ec87086d5f3266ae8,0.0006354922416988826
1e2562febd691e4f7b766d6c2a7082ee,0.0010591537361648044
1e2fa6d3155a9a2079993c17106690be,0.0013239421702060054
1e325376cd6b6bf567343df8f869e8cf,0.00021183074723296087
1e431c5b2be4c1e840115fae1ea0560b,0.00042366149446592175
1e5fa66eff94c8b132ca9d88e4ad5eb3,0.0010591537361648044
1e627908dda6e4daf06d731626847c08,0.0006354922416988826
1ee3d7dda00967cee9b3eb26ccd9f505,0.0020123920987131284
1fd48ff6fe6f7de06ae90b9f23019bcd,0.00010591537361648044
1fda84611ba3addc998646df72810310,0.002965630461261452
20339e7fd58d4c599f066a7e4b7ec549,0.00010591537361648044
20ccfa74a121e359656ff7dc58647fca,0.0005825345548906423
20d0b6e4c2000ac55553c95fc727de07,0.00021183074723296087
20e9a10dfe4e5007a624106d4dc040d0,0.0009002806757400836
20f9c0ebc50c5dc8bb52c7090626fb7a,0.0004766191812741619
21005dd21484d53546d325b78114fbab,0.0009532383625483239
2122cc0c8c5533681b9a08e94c2c452b,0.002753799714028491
212fd8d748d207c39139d0569b1c256c,0.00015887306042472064
214fc9beb3e551a2cf2542b617e3b732,0.002753799714028491
219e65645f24df349fd8c96741d88ebc,0.00042366149446592175
21bc5868c987722c09f0ec3977272bb4,5.295768680824022e-05
21c453591516f8160414d3b0c0b76034,0.00015887306042472064
21e0a2a78e95008e22a3fedf8e441efb,0.0013768998570142456
224a3f6ae662c535cb3347f8ddd73cd5,0.00021183074723296087
22668460d00a66ea76785054f8ec1af7,0.0006354922416988826
227b535bacaf414ab775197e6ddd61c3,0.0020123920987131284
23472ff9f5d551fab2ca775e700e1495,0.00010591537361648044
239b7df0c29f9a1d5201747f3ea34278,0.0007943653021236033
23bb4fb2f8f37d2883ca968b7dd5bbcf,0.0011121114229730444
2410476014409e1fd8dcf887eb46b77e,0.0010591537361648044
241d9fedc5d155c8e47e4692ab7aa300,0.001959434411904888
245da7fcd563b6d6b5c95574f0a5a10d,0.0010591537361648044
24b0c7e4ac8abbec8aff154fe8bef411,0.000741407615315363
24c6fb3823878a63a3a7ec7a14db462e,0.0020123920987131284
24c9806e83573d6cbf752c92a23507fa,0.0002647884340412011
24ca721c39f8a38350ab392061d4c88d,0.0006884499285071228
24f766581fb5de6f336a14b36f3a7f30,5.295768680824022e-05
256c70e8c3277a2fc67d9ea48b4ee3cd,0.000741407615315363
256cf710c7d8ce3334e1594ce888c790,0.00248901127998729
25a512f2265ebe5600d9d716af6e1ac5,0.0003707038076576815
25fb336013cdd66cf9035d01f4d901b3,0.0012709844833977651
260dee6095261a008d807d0bc3a62327,0.00015887306042472064
2664928945a1d9e0a580ad90d1618c52,0.0003177461208494413
26711bffd1b1639ec8a4b4c5c45d1f46,0.000741407615315363
267a9793dc1889cc8fabbb250360e46e,0.0003707038076576815
2695a43d0e042b75e55ac487007eb74e,0.0011121114229730444
26d1f13b6b0e2a7bb7f4bcd7e4b437e6,0.00021183074723296087
26ecebe8d2059485945039e7a3134a3f,0.00021183074723296087
2708009ee9a7c9c354c26b40e02ab0ea,5.295768680824022e-05
27770b626515a71e0059da494c417154,0.0013239421702060054
27949509f63258c643a205c645f5fa4b,5.295768680824022e-05
27b66deebf81a2460e5d8c528d852b58,0.001218026796589525
28171586e6d7f52e01faab022a75ff92,0.001218026796589525
28343c68fe1fb0ea5e1599d7dc434a81,0.004554361065508658
28842ec716344fbbf59409c947474901,0.0012709844833977651
289ced59a6d375d6d55629f453a18cd4,0.0006354922416988826
2919b034c5c5024c90d8a4fb95325777,0.0005295768680824022
292e19fbeaae80f06118f1e4db4466a9,5.295768680824022e-05
298808f1af20d591602be3d071f64672,0.004130699571042737
29ce0bbe5d1a58049f50d05335da8da2,0.00010591537361648044
29f98edd9908e30a3cdcc6cac36b41e1,0.00010591537361648044
2a24572c41ced6d46613b74402d8965b,0.00010591537361648044
2a3df1d9351ee1f28feadfbe3b4108a5,0.0011650691097812847
2a6a740e3ccd41e852714cde000c0460,0.0005825345548906423
2a6d5ad19555176bfdc9e142f6ccd47a,0.0002647884340412011
2a8df9cecba714f7deef432b558be626,5.295768680824022e-05
2ad879caff05957ef76a0ed30c8b56af,0.0016416882910554468
2ae774061539b97a3a596b8524c5be89,0.0011121114229730444
2b991d534c6ad50828ba5afb22ad7592,5.295768680824022e-05
2bdd9dcc2f53adbe98f0253e5acda554,5.295768680824022e-05
2bf322379ed432325f8ed6111e3fb1d7,0.0003707038076576815
2c0fe496976815cae17c74661e466225,0.00042366149446592175
2c122137fe1a5d31834e6646bdae9e53,0.0032304188953026533
2c829d0a2e62af09bbdaae91b43f31e2,0.0009532383625483239
2cca7fc9cffe8a3b1bb46a50b85a2c5c,0.00042366149446592175
2d170f0ba5a8ff52fa5fddf074b39a8c,0.0003177461208494413
2d202a07b872de6ff02e06e33004a719,0.0017476036646719272
2d2db3b07bc6df686d2fc46743e13617,0.0002647884340412011
2d3a8d313e267c5d03019e01ef2ae896,0.0003707038076576815
2d3c20a690f4e2c7a22a256fab79c887,0.0010591537361648044
2d430d5918f53d6216f87614beff9ec9,0.0009532383625483239
2d74ab4c1cee262f4aee0a452bb88e54,0.0008473229889318435
2de612910c8fe692a4150b495e32c5e4,5.295768680824022e-05
2e0a444db1ab0a801a5dadd944e316a3,0.0019064767250966477
2e76aaed5fafea6d516081b130dbfeee,0.0011650691097812847
2eb8ddbf18a91ede83c611c5ac8e6baf,5.295768680824022e-05
2ef815e99b847419f72f3ab2f4c1d36b,0.001218026796589525
2efe0cb43a29eb482ad8b71c1f6f6598,5.295768680824022e-05
2f0095678935ce517b546984463af447,0.0019064767250966477
2f26ae6c764698739ab8e5c5c8bff1b6,0.0006354922416988826
2f64c8a8fc9e0c398eb77be9bbf18b3d,5.295768680824022e-05
2fab1449cd7c6ee36e3546daa0cabf3e,0.00042366149446592175
2fd8d61bb52841b033cf2c1ef2210cfd,0.0005295768680824022
3047a23b4b1069d02e93b09135054ed6,0.00042366149446592175
305fd354fc69dca9762e58266a229325,0.002753799714028491
3061c76b435ac557456e24e5bd430148,0.0007943653021236033
